method,method_type,train_scenario,eval_scenario,run_index,train_seed,unit_order,unit_index,resource_type,unit_order_position,decision_opportunities,assignments,assignment_rate,actionable_decisions,avoidable_noops,avoidable_noop_rate,high_threat_assignments,high_threat_legal_target_opportunities,high_threat_assignment_rate,mean_assigned_threat,mean_expected_damage_reduction,mean_matching_efficiency,prefix_denied_target_opportunities,base_legal_target_opportunities,prefix_denial_rate
autoregressive_ppo_order_012,learning_frozen_replay,medium,medium,0,0,0-1-2,0,missile,0,50,3,0.06,3,0,0.0,1,1,1.0,0.8002909245898909,0.09534204627123642,0.5555515394299405,0,10,0.0
autoregressive_ppo_order_012,learning_frozen_replay,medium,medium,0,0,0-1-2,1,missile,1,50,0,0.0,50,50,1.0,0,0,0.0,0.0,0.0,0.0,3,152,0.019736842105263157
autoregressive_ppo_order_012,learning_frozen_replay,medium,medium,0,0,0-1-2,2,laser,2,50,10,0.2,23,13,0.5652173913043478,0,0,0.0,0.5311047873143284,0.08492695054811084,0.41466044609600816,0,65,0.0
