threshold,passed_seed_count,minimum_seed_constraint_margin,mean_balanced_accuracy,minimum_worst_batch_engage_recall,minimum_worst_batch_noop_recall,minimum_worst_scenario_engage_recall,minimum_worst_scenario_noop_recall
-1.2627190947532654,0,-0.65,0.6911977834612107,0.9583333333333334,0.0,0.9615384615384616,0.2413793103448276
-1.2500960230827332,0,-0.65,0.6926470588235295,0.9583333333333334,0.0,0.9615384615384616,0.2413793103448276
-1.239194631576538,0,-0.65,0.6940963341858483,0.9583333333333334,0.0,0.9615384615384616,0.2413793103448276
-1.2313738465309143,0,-0.65,0.6955456095481671,0.9583333333333334,0.0,0.9615384615384616,0.2413793103448276
-1.2277745604515076,0,-0.65,0.696994884910486,0.9583333333333334,0.0,0.9615384615384616,0.2413793103448276
-1.2147928476333618,0,-0.65,0.6984441602728048,0.9583333333333334,0.0,0.9615384615384616,0.2413793103448276
-1.2022987008094788,0,-0.65,0.6998934356351235,0.9583333333333334,0.0,0.9615384615384616,0.2413793103448276
-1.1838756203651428,0,-0.65,0.7013427109974426,0.9583333333333334,0.0,0.9615384615384616,0.2413793103448276
-1.1610426902770996,0,-0.65,0.7027919863597614,0.9583333333333334,0.0,0.9615384615384616,0.2413793103448276
-1.1392654776573181,0,-0.65,0.7042412617220801,0.9583333333333334,0.0,0.9615384615384616,0.2413793103448276
-1.1207549571990967,0,-0.65,0.705690537084399,0.9583333333333334,0.0,0.9615384615384616,0.2413793103448276
-1.1079837679862976,0,-0.65,0.707139812446718,0.9583333333333334,0.0,0.9615384615384616,0.2413793103448276
-1.082620620727539,0,-0.65,0.7046888320545609,0.9523809523809523,0.0,0.9615384615384616,0.2413793103448276
-1.0443885326385498,0,-0.65,0.7061381074168797,0.9523809523809523,0.0,0.9615384615384616,0.2413793103448276
-1.0176968574523926,0,-0.65,0.703687127024723,0.9523809523809523,0.0,0.9615384615384616,0.2413793103448276
-1.0061714053153992,0,-0.65,0.7051364023870418,0.9523809523809523,0.0,0.9615384615384616,0.2413793103448276
