objective,model_seed,threshold,count,engage_count,noop_count,accuracy,balanced_accuracy,engage_recall,noop_recall,false_noop_rate,wasteful_engage_rate,worst_batch_engage_recall,worst_batch_noop_recall,worst_scenario_engage_recall,worst_scenario_noop_recall,safety_sign_accuracy,engage_margin,noop_margin,balanced_accuracy_margin,safety_sign_margin,minimum_constraint_margin,predicted_engage_count,passed_check_count,feasible,pareto_frontier,check_balanced_accuracy,check_engage_recall,check_noop_recall,check_batch_engage_recall,check_batch_noop_recall,check_scenario_engage_recall,check_scenario_noop_recall,check_safety_sign_accuracy
standard,20,-1.7819532752037048,183,68,115,0.4262295081967213,0.5434782608695652,1.0,0.08695652173913043,0.0,0.9130434782608695,1.0,0.0,1.0,0.0625,0.7071823204419889,0.4,-0.65,-0.15652173913043477,0.007182320441988965,-0.65,173,4,False,True,False,True,False,True,False,True,False,True
standard,20,-1.7772067785263062,183,68,115,0.4207650273224044,0.5361253196930946,0.9852941176470589,0.08695652173913043,0.014705882352941176,0.9130434782608695,0.9583333333333334,0.0,0.9615384615384616,0.0625,0.7071823204419889,0.3583333333333334,-0.65,-0.16387468030690533,0.007182320441988965,-0.65,172,4,False,False,False,True,False,True,False,True,False,True
standard,20,-1.7621454000473022,183,68,115,0.4262295081967213,0.5404731457800511,0.9852941176470589,0.09565217391304348,0.014705882352941176,0.9043478260869565,0.9583333333333334,0.0,0.9615384615384616,0.0625,0.7071823204419889,0.3583333333333334,-0.65,-0.15952685421994883,0.007182320441988965,-0.65,171,4,False,False,False,True,False,True,False,True,False,True
standard,20,-1.7385272979736328,183,68,115,0.43169398907103823,0.5448209718670077,0.9852941176470589,0.10434782608695652,0.014705882352941176,0.8956521739130435,0.9583333333333334,0.0,0.9615384615384616,0.09375,0.7071823204419889,0.3583333333333334,-0.65,-0.15517902813299222,0.007182320441988965,-0.65,170,4,False,False,False,True,False,True,False,True,False,True
standard,20,-1.6825926303863525,183,68,115,0.4371584699453552,0.5491687979539642,0.9852941176470589,0.11304347826086956,0.014705882352941176,0.8869565217391304,0.9583333333333334,0.0,0.9615384615384616,0.09375,0.7071823204419889,0.3583333333333334,-0.65,-0.15083120204603573,0.007182320441988965,-0.65,169,4,False,False,False,True,False,True,False,True,False,True
standard,20,-1.5786035656929016,183,68,115,0.4426229508196721,0.5535166240409207,0.9852941176470589,0.12173913043478261,0.014705882352941176,0.8782608695652174,0.9583333333333334,0.0,0.9615384615384616,0.10344827586206896,0.7071823204419889,0.3583333333333334,-0.65,-0.14648337595907923,0.007182320441988965,-0.65,168,4,False,False,False,True,False,True,False,True,False,True
standard,20,-1.423893690109253,183,68,115,0.44808743169398907,0.5578644501278772,0.9852941176470589,0.13043478260869565,0.014705882352941176,0.8695652173913043,0.9583333333333334,0.0,0.9615384615384616,0.10344827586206896,0.7071823204419889,0.3583333333333334,-0.65,-0.14213554987212274,0.007182320441988965,-0.65,167,4,False,False,False,True,False,True,False,True,False,True
standard,20,-1.3221694827079773,183,68,115,0.453551912568306,0.5622122762148338,0.9852941176470589,0.1391304347826087,0.014705882352941176,0.8608695652173913,0.9583333333333334,0.0,0.9615384615384616,0.10344827586206896,0.7071823204419889,0.3583333333333334,-0.65,-0.13778772378516613,0.007182320441988965,-0.65,166,4,False,False,False,True,False,True,False,True,False,True
standard,20,-1.2616443037986755,183,68,115,0.45901639344262296,0.5665601023017903,0.9852941176470589,0.14782608695652175,0.014705882352941176,0.8521739130434782,0.9583333333333334,0.0,0.9615384615384616,0.10344827586206896,0.7071823204419889,0.3583333333333334,-0.65,-0.13343989769820963,0.007182320441988965,-0.65,165,4,False,False,False,True,False,True,False,True,False,True
standard,20,-1.2016556859016418,183,68,115,0.4644808743169399,0.5709079283887468,0.9852941176470589,0.1565217391304348,0.014705882352941176,0.8434782608695652,0.9583333333333334,0.0,0.9615384615384616,0.10344827586206896,0.7071823204419889,0.3583333333333334,-0.65,-0.12909207161125313,0.007182320441988965,-0.65,164,4,False,False,False,True,False,True,False,True,False,True
standard,20,-1.1691483855247498,183,68,115,0.46994535519125685,0.5752557544757033,0.9852941176470589,0.16521739130434782,0.014705882352941176,0.8347826086956521,0.9583333333333334,0.0,0.9615384615384616,0.13793103448275862,0.7071823204419889,0.3583333333333334,-0.65,-0.12474424552429664,0.007182320441988965,-0.65,163,4,False,False,False,True,False,True,False,True,False,True
standard,20,-1.1326687932014465,183,68,115,0.47540983606557374,0.5796035805626598,0.9852941176470589,0.17391304347826086,0.014705882352941176,0.8260869565217391,0.9583333333333334,0.0,0.9615384615384616,0.13793103448275862,0.7071823204419889,0.3583333333333334,-0.65,-0.12039641943734014,0.007182320441988965,-0.65,162,4,False,False,False,True,False,True,False,True,False,True
standard,20,-1.117515742778778,183,68,115,0.4808743169398907,0.5839514066496164,0.9852941176470589,0.1826086956521739,0.014705882352941176,0.8173913043478261,0.9583333333333334,0.0,0.9615384615384616,0.13793103448275862,0.7071823204419889,0.3583333333333334,-0.65,-0.11604859335038353,0.007182320441988965,-0.65,161,4,False,False,False,True,False,True,False,True,False,True
standard,20,-1.1061875820159912,183,68,115,0.48633879781420764,0.5882992327365729,0.9852941176470589,0.19130434782608696,0.014705882352941176,0.808695652173913,0.9583333333333334,0.0,0.9615384615384616,0.1724137931034483,0.7071823204419889,0.3583333333333334,-0.65,-0.11170076726342704,0.007182320441988965,-0.65,160,4,False,False,False,True,False,True,False,True,False,True
standard,20,-1.0977357029914856,183,68,115,0.4918032786885246,0.5926470588235294,0.9852941176470589,0.2,0.014705882352941176,0.8,0.9583333333333334,0.0,0.9615384615384616,0.1724137931034483,0.7071823204419889,0.3583333333333334,-0.65,-0.10735294117647054,0.007182320441988965,-0.65,159,4,False,False,False,True,False,True,False,True,False,True
standard,20,-1.0604118704795837,183,68,115,0.4972677595628415,0.5969948849104859,0.9852941176470589,0.20869565217391303,0.014705882352941176,0.7913043478260869,0.9583333333333334,0.0,0.9615384615384616,0.1724137931034483,0.7071823204419889,0.3583333333333334,-0.65,-0.10300511508951404,0.007182320441988965,-0.65,158,4,False,False,False,True,False,True,False,True,False,True
standard,20,-0.9817289412021637,183,68,115,0.5027322404371585,0.6013427109974425,0.9852941176470589,0.21739130434782608,0.014705882352941176,0.782608695652174,0.9583333333333334,0.0,0.9615384615384616,0.1724137931034483,0.7071823204419889,0.3583333333333334,-0.65,-0.09865728900255744,0.007182320441988965,-0.65,157,4,False,False,False,True,False,True,False,True,False,True
