test_valid_groups,expected_engage_point,probability_at_least_required_point,expected_engage_wilson_lower,probability_at_least_required_wilson_lower
57,3.0,0.009680586614445374,1.0294181814880181,8.496333853580396e-06
100,5.263157894736842,0.15678914138524436,1.805996809628102,0.00048237861021149797
150,7.894736842105263,0.5356803375845012,2.708995214442153,0.006206573958903228
168,8.842105263157894,0.6633447216982584,3.0340746401752114,0.011853411310826067
200,10.526315789473683,0.8307257510076551,3.611993619256204,0.02998429344592901
250,13.157894736842104,0.9544864889935949,4.5149920240702555,0.08594390277468378
300,15.789473684210526,0.9901761631002233,5.417990428884306,0.1787574107491815
500,26.31578947368421,0.9999941660790662,9.029984048140511,0.6817569985386648
