criticality_score,group_id,legal_relation_count,max_damage_potential,max_threat,mean_cost_delta,mean_harm_delta,mean_total_return_delta,min_time_to_impact,rollouts,scenario,source_seed,split,state_id,step_fraction,unit_index
2.4226797733721757,task14b/seed8/heterogeneity_pressure/episode30/step32/unit2,2,0.9038821675698904,0.8002833954967847,0.027177846059203148,-11.779115676879883,8.348986625671387,0.8548205515493301,32,heterogeneity_pressure,8,train,task14b/seed8/heterogeneity_pressure/episode30/step32,0.64,2
2.3076972053497573,task14b/seed8/heterogeneity_pressure/episode31/step29/unit2,3,1.0924042739524964,0.9173153933324728,0.10111124813556671,-4.847273826599121,3.0906496047973633,0.7373248347863622,32,heterogeneity_pressure,8,validation,task14b/seed8/heterogeneity_pressure/episode31/step29,0.58,2
2.2971654476861514,task14b/seed8/heterogeneity_pressure/episode0/step20/unit1,3,0.7480333552088818,0.7534395842360925,0.16584250330924988,-5.582668304443359,7.629716396331787,0.6902004974336979,32,heterogeneity_pressure,8,test,task14b/seed8/heterogeneity_pressure/episode0/step20,0.4,1
2.2971654476861514,task14b/seed8/heterogeneity_pressure/episode0/step20/unit2,3,0.7480333552088818,0.7534395842360925,0.3003696799278259,-2.7913341522216797,4.72708797454834,0.6902004974336979,32,heterogeneity_pressure,8,test,task14b/seed8/heterogeneity_pressure/episode0/step20,0.4,2
2.293460618695643,task14b/seed8/heterogeneity_pressure/episode33/step49/unit2,3,0.7493130980808439,0.9042492077846013,0.25,-6.17581844329834,5.819221019744873,0.1677141566723361,32,heterogeneity_pressure,8,train,task14b/seed8/heterogeneity_pressure/episode33/step49,0.98,2
2.286054034098058,task14b/seed8/heterogeneity_pressure/episode43/step47/unit2,2,0.9022707262470665,0.9622152547778583,0.12060937285423279,-7.35439395904541,5.556309223175049,0.8834914379635636,32,heterogeneity_pressure,8,test,task14b/seed8/heterogeneity_pressure/episode43/step47,0.94,2
2.259226797807256,task14b/seed8/heterogeneity_pressure/episode34/step47/unit2,1,1.2574565842637304,0.9651757660977313,0.25,-16.022594451904297,19.35453987121582,1.2674824403810083,32,heterogeneity_pressure,8,test,task14b/seed8/heterogeneity_pressure/episode34/step47,0.94,2
0.03910112398219272,task14b/seed8/heterogeneity_pressure/episode29/step0/unit0,1,0.6801524206425352,0.5534402720092235,0.503122091293335,0.7546087503433228,-1.4268174171447754,72.69949001564278,32,heterogeneity_pressure,8,train,task14b/seed8/heterogeneity_pressure/episode29/step0,0.0,0
0.9805097221474904,task14b/seed8/heterogeneity_pressure/episode26/step12/unit1,4,0.9182442731365322,0.9113048449560579,0.06442715227603912,-5.145202159881592,3.737250566482544,8.615064025733318,32,heterogeneity_pressure,8,test,task14b/seed8/heterogeneity_pressure/episode26/step12,0.24,1
0.042648939721765616,task14b/seed8/heterogeneity_pressure/episode5/step28/unit2,1,0.4120356120035651,0.5531557128538935,0.18839606642723083,0.0,-0.2519550323486328,14.54960608223724,32,heterogeneity_pressure,8,test,task14b/seed8/heterogeneity_pressure/episode5/step28,0.56,2
1.0276502673634134,task14b/seed8/heterogeneity_pressure/episode43/step49/unit2,1,0.6735710506013481,0.9622152547778583,0.25,0.0,3.839414596557617,6.4695011217306435,32,heterogeneity_pressure,8,train,task14b/seed8/heterogeneity_pressure/episode43/step49,0.98,2
3.2005192753641984,task14b/seed10/medium/episode27/step23/unit2,3,0.9455513946163899,0.8000066343814941,0.029550082981586456,-5.918220520019531,6.4290971755981445,0.8632349315548378,32,medium,10,test,task14b/seed10/medium/episode27/step23,0.46,2
2.2362235677102977,task14b/seed10/medium/episode9/step27/unit2,4,1.2183474923514412,0.9805015834529518,0.017541207373142242,3.1165223121643066,-3.4839768409729004,0.7417303221668639,32,medium,10,train,task14b/seed10/medium/episode9/step27,0.54,2
2.206372017685268,task14b/seed10/medium/episode20/step25/unit2,2,1.1021358352370816,0.9538634154098816,0.0747564285993576,-3.31650447845459,1.7766849994659424,0.48353514715859996,32,medium,10,train,task14b/seed10/medium/episode20/step25,0.5,2
1.9052023957807318,task14b/seed10/medium/episode29/step25/unit2,2,0.5148258064328717,0.732000100897674,0.030045483261346817,-8.447067260742188,11.593420028686523,0.7219640001180635,32,medium,10,test,task14b/seed10/medium/episode29/step25,0.5,2
1.695868641140037,task14b/seed10/medium/episode12/step25/unit2,2,1.122039846758988,0.9742973933226033,0.07595169544219971,0.0,0.034152209758758545,0.9728756801778574,32,medium,10,test,task14b/seed10/medium/episode12/step25,0.5,2
1.6342903375449596,task14b/seed10/medium/episode33/step0/unit0,6,1.1496088495249448,0.9660519395896735,0.18140339851379395,-0.49337029457092285,1.1180741786956787,29.272724451452323,32,medium,10,validation,task14b/seed10/medium/episode33/step0,0.0,0
1.6342903375449596,task14b/seed10/medium/episode33/step0/unit1,6,1.1496088495249448,0.9660519395896735,0.2757048010826111,1.2898070812225342,-1.2769975662231445,29.272724451452323,32,medium,10,validation,task14b/seed10/medium/episode33/step0,0.0,1
1.632353534046672,task14b/seed10/medium/episode27/step20/unit2,2,0.9455513946163899,0.8000066343814941,0.042060840874910355,-4.171618938446045,4.503561973571777,3.8632351160930223,32,medium,10,train,task14b/seed10/medium/episode27/step20,0.4,2
1.5485259380819465,task14b/seed10/medium/episode44/step25/unit2,1,0.736021536724471,0.8555750560552448,0.05642737075686455,-2.966581106185913,2.0050902366638184,0.3133027926006029,32,medium,10,train,task14b/seed10/medium/episode44/step25,0.5,2
1.5317543523920558,task14b/seed10/medium/episode28/step7/unit0,6,0.8697287992214866,0.9415299094913073,0.06673012673854828,0.5809427499771118,-0.927514374256134,20.760261224390874,32,medium,10,test,task14b/seed10/medium/episode28/step7,0.14,0
1.5317543523920558,task14b/seed10/medium/episode28/step7/unit2,6,0.8697287992214866,0.9415299094913073,0.11675025522708893,-0.8912415504455566,0.7413833141326904,20.760261224390874,32,medium,10,test,task14b/seed10/medium/episode28/step7,0.14,2
1.4291203265568542,task14b/seed10/medium/episode44/step4/unit0,5,0.9313617170778505,0.9964035913755918,-0.03859710693359375,-0.8634085655212402,-0.5100840330123901,20.254185008510877,32,medium,10,train,task14b/seed10/medium/episode44/step4,0.08,0
1.4291203265568542,task14b/seed10/medium/episode44/step4/unit1,5,0.9313617170778505,0.9964035913755918,0.2711167633533478,4.291513442993164,-4.367632865905762,20.254185008510877,32,medium,10,train,task14b/seed10/medium/episode44/step4,0.08,1
1.351149212275157,task14b/seed10/medium/episode28/step4/unit0,5,0.8697287992214866,0.9415299094913073,0.23676075041294098,2.757007598876953,-3.0140221118927,23.760260550203448,32,medium,10,validation,task14b/seed10/medium/episode28/step4,0.08,0
1.351149212275157,task14b/seed10/medium/episode28/step4/unit2,5,0.8697287992214866,0.9415299094913073,0.1747749149799347,1.283883810043335,-1.557706594467163,23.760260550203448,32,medium,10,validation,task14b/seed10/medium/episode28/step4,0.08,2
1.2996813816494415,task14b/seed10/medium/episode34/step4/unit0,6,1.2973355738940897,0.9230018029537499,-0.023565202951431274,-4.41876220703125,1.5580360889434814,22.85643539770922,32,medium,10,test,task14b/seed10/medium/episode34/step4,0.08,0
