accuracy,balanced_accuracy,best_epoch,best_validation_balanced_accuracy,best_validation_loss,best_validation_score,count,engage_count,engage_recall,false_noop_rate,label_mean,label_scale,method,noop_count,noop_recall,parameter_count,selected_candidate,test_inference_seconds,train_engage_count,train_noop_count,train_seed,wasteful_engage_rate
0.6216216216216216,0.6118012422360248,53,,,0.6136172317091287,74,28,0.5714285714285714,0.42857142857142855,-40.573001861572266,21.865812301635742,risk_regression,46,0.6521739130434783,77186,False,0.00037029999998594576,,,20,0.34782608695652173
0.6351351351351351,0.6645962732919255,4,0.6832298136645962,0.5923076868057251,,74,28,0.7857142857142857,0.21428571428571427,,,balanced_bce,46,0.5434782608695652,77186,False,0.00042430000007698254,32,114,20,0.45652173913043476
0.7162162162162162,0.7577639751552796,0,0.6894409937888198,1.1930997371673584,,74,28,0.9285714285714286,0.07142857142857142,,,balanced_bce_margin,46,0.5869565217391305,77186,True,0.00045920000002297456,32,114,20,0.41304347826086957
0.5945945945945946,0.5830745341614907,59,,,0.6084417621719124,74,28,0.5357142857142857,0.4642857142857143,-40.573001861572266,21.865812301635742,risk_regression,46,0.6304347826086957,77186,False,0.00040310000008503266,,,21,0.3695652173913043
0.6486486486486487,0.6684782608695652,5,0.6832298136645962,0.5695400834083557,,74,28,0.75,0.25,,,balanced_bce,46,0.5869565217391305,77186,False,0.0003910999998879561,32,114,21,0.41304347826086957
0.6756756756756757,0.7111801242236024,4,0.7546583850931676,0.9195289015769958,,74,28,0.8571428571428571,0.14285714285714285,,,balanced_bce_margin,46,0.5652173913043478,77186,True,0.0004698000000189495,32,114,21,0.43478260869565216
0.5945945945945946,0.5830745341614907,53,,,0.6115646187042989,74,28,0.5357142857142857,0.4642857142857143,-40.573001861572266,21.865812301635742,risk_regression,46,0.6304347826086957,77186,False,0.0007785000000239961,,,22,0.3695652173913043
0.6756756756756757,0.6902173913043479,4,0.718944099378882,0.590019166469574,,74,28,0.75,0.25,,,balanced_bce,46,0.6304347826086957,77186,False,0.00047979999999370193,32,114,22,0.3695652173913043
0.6891891891891891,0.7080745341614907,4,0.718944099378882,0.9313681125640869,,74,28,0.7857142857142857,0.21428571428571427,,,balanced_bce_margin,46,0.6304347826086957,77186,True,0.0005578999998760992,32,114,22,0.3695652173913043
