context_id,scenario,policy_seed,slot,episode_index,environment_seed,environment_step,observation_hash,unit_index,resource_type,unit_cost,legal_targets,target_probabilities,safety_score,resource_score
confirm_heterogeneity_pressure_seed18_resource03_e09_t30_u2,heterogeneity_pressure,18,resource,9,1452278374,30,15a27f8862b508ba748c4b0526402c473f9af5fdf1a161ba0b4cab9c915c66e3,2,laser,0.25,"0,2","0.501608133316,0.498391866684",0.7421344453448945,1.9892857142857143
confirm_heterogeneity_pressure_seed18_resource04_e09_t29_u2,heterogeneity_pressure,18,resource,9,1452278374,29,52b984491a374c03300b9e57d4f2672ef2533c4dd936c270e4bd79a75a9a9042,2,laser,0.25,"0,2","0.501529991627,0.498470008373",0.31048793539364267,1.9892857142857143
confirm_heterogeneity_pressure_seed18_resource05_e09_t28_u2,heterogeneity_pressure,18,resource,9,1452278374,28,67d883320e4c4d41ee04731dcb2876902364033fdbc38b274603fdc79cc50c8c,2,laser,0.25,"0,2","0.501455664635,0.49854439497",0.20839593183590396,1.9892857142857143
confirm_heterogeneity_pressure_seed19_safety00_e17_t30_u0,heterogeneity_pressure,19,safety,17,1452288382,30,a30c907aa3406c24d0216f7b49fd370c9919ee5fbe43e507912406edca952078,0,missile,2.8,"0,1,2,4","0.248831704259,0.249005228281,0.249505832791,0.252657324076",2.962501549522131,1.6666666666666667
confirm_heterogeneity_pressure_seed19_safety01_e21_t35_u0,heterogeneity_pressure,19,safety,21,1452288386,35,a94ab04b736f0b9a0c6da18acc3efea869566f64fd651550dc2a27139cba49b7,0,missile,2.8,"1,2,3,4","0.249143540859,0.248258799314,0.252175480127,0.250422179699",2.077952735349908,1.0
confirm_heterogeneity_pressure_seed19_safety02_e00_t22_u1,heterogeneity_pressure,19,safety,0,1452288365,22,fcdce9f6ccea8a853e98b77c94070ab6558a965e623e40bb1d6a83fc23bba9ad,1,missile,1.5,"0,1,2,3,4","0.203716099262,0.201687052846,0.197317793965,0.199710816145,0.197568207979",1.8602943638075198,1.5357142857142856
confirm_heterogeneity_pressure_seed19_safety03_e00_t22_u2,heterogeneity_pressure,19,safety,0,1452288365,22,fcdce9f6ccea8a853e98b77c94070ab6558a965e623e40bb1d6a83fc23bba9ad,2,laser,0.25,"0,2,3","0.339273869991,0.328542947769,0.332183152437",1.8602943638075198,1.9892857142857143
confirm_heterogeneity_pressure_seed19_safety04_e00_t22_u0,heterogeneity_pressure,19,safety,0,1452288365,22,fcdce9f6ccea8a853e98b77c94070ab6558a965e623e40bb1d6a83fc23bba9ad,0,missile,2.8,"0,1,2,3,4","0.203809991479,0.201924428344,0.197353988886,0.199462115765,0.197449490428",1.8602943638075198,2.0
confirm_heterogeneity_pressure_seed19_safety05_e10_t25_u1,heterogeneity_pressure,19,safety,10,1452288375,25,fa5779e5a02d0ecca7a0aacce121efa472daf76273c95007cd0cbd7ca6a4ebaa,1,missile,1.5,"0,1,2,3,4","0.201554223895,0.200795918703,0.198929622769,0.199282541871,0.199437707663",1.8436284244302832,1.5357142857142856
confirm_heterogeneity_pressure_seed19_resource00_e04_t30_u0,heterogeneity_pressure,19,resource,4,1452288369,30,7fd5ad8f386ce8614385e85bd7faf70a220dbf2429b8aa247f37edc66b7720fd,0,missile,2.8,"0,3","0.501523315907,0.498476624489",0.09456294962399914,2.666666666666667
confirm_heterogeneity_pressure_seed19_resource01_e04_t28_u0,heterogeneity_pressure,19,resource,4,1452288369,28,0d9faeb63e984eea96849b4e5d318dc87c8723c18214cc4abadc8b4896d49b61,0,missile,2.8,"0,2,3","0.333733022213,0.334631323814,0.33163562417",0.07696467419821562,2.3333333333333335
confirm_heterogeneity_pressure_seed19_resource02_e04_t25_u1,heterogeneity_pressure,19,resource,4,1452288369,25,adefeeb9c0bd4ec7c6732210796d6a62dbdc95d3c27604717bc752131bd21e10,1,missile,1.5,"0,2,3,4","0.250005841255,0.250204175711,0.248358055949,0.251431792974",0.06016852091096599,2.2023809523809526
confirm_heterogeneity_pressure_seed19_resource03_e03_t09_u2,heterogeneity_pressure,19,resource,3,1452288368,9,fe3b2b0a20c931736ca902574901fb199ee42047d2c5d93ca43e364df0a4db6d,2,laser,0.25,3,1,0.02109970582059223,1.9892857142857143
confirm_heterogeneity_pressure_seed19_resource04_e10_t14_u2,heterogeneity_pressure,19,resource,10,1452288375,14,49ee141dc140d9fc672f584fc7cc86ffe97b8d09530671cd79bb89c4b99f6c6e,2,laser,0.25,"0,1,3","0.335079908371,0.33306863904,0.331851482391",0.059138651578508256,1.9892857142857143
confirm_heterogeneity_pressure_seed19_resource05_e21_t13_u2,heterogeneity_pressure,19,resource,21,1452288386,13,2ad7ea196f72e2637a940d925ffac187f5d20f016d07f62559fa854f4febaf11,2,laser,0.25,"0,1","0.500933408737,0.499066650867",0.033649080682656644,1.9892857142857143
