scenario,policy_seed,status,elapsed_seconds,model_path
medium,17,trained,68.83569660000649,D:\huang\Programs\防空编组\results\air_defense_v1\action_substitution_confirmation\source_models\medium\factorized_engagement_ar_ppo_order_012_seed17.zip
medium,18,trained,58.3867539999992,D:\huang\Programs\防空编组\results\air_defense_v1\action_substitution_confirmation\source_models\medium\factorized_engagement_ar_ppo_order_012_seed18.zip
medium,19,trained,61.250465400000394,D:\huang\Programs\防空编组\results\air_defense_v1\action_substitution_confirmation\source_models\medium\factorized_engagement_ar_ppo_order_012_seed19.zip
time_pressure,17,trained,67.60111490000418,D:\huang\Programs\防空编组\results\air_defense_v1\action_substitution_confirmation\source_models\time_pressure\factorized_engagement_ar_ppo_order_012_seed17.zip
time_pressure,18,trained,61.74728109999705,D:\huang\Programs\防空编组\results\air_defense_v1\action_substitution_confirmation\source_models\time_pressure\factorized_engagement_ar_ppo_order_012_seed18.zip
time_pressure,19,trained,70.14850870000373,D:\huang\Programs\防空编组\results\air_defense_v1\action_substitution_confirmation\source_models\time_pressure\factorized_engagement_ar_ppo_order_012_seed19.zip
heterogeneity_pressure,17,trained,64.01158549999673,D:\huang\Programs\防空编组\results\air_defense_v1\action_substitution_confirmation\source_models\heterogeneity_pressure\factorized_engagement_ar_ppo_order_012_seed17.zip
heterogeneity_pressure,18,trained,63.74419930000295,D:\huang\Programs\防空编组\results\air_defense_v1\action_substitution_confirmation\source_models\heterogeneity_pressure\factorized_engagement_ar_ppo_order_012_seed18.zip
heterogeneity_pressure,19,trained,61.250748399994336,D:\huang\Programs\防空编组\results\air_defense_v1\action_substitution_confirmation\source_models\heterogeneity_pressure\factorized_engagement_ar_ppo_order_012_seed19.zip
