method,train_scenario,eval_scenario,run_index,train_seed,timesteps,evaluation_seed,elapsed_seconds,episodes,avg_reward,std_reward,avg_steps,success_rate,intercept_rate,leak_rate,avg_total_damage,avg_ammo_used,avg_shots,hit_rate_per_shot,avg_invalid_actions,avg_decision_time_ms,high_threat_leak_rate,avg_zone_weighted_damage,assignment_conflict_rate,overkill_rate,damage_reduction_per_ammo,avg_resource_cost
maskable_ppo,medium,medium,0,0,0,10000,0.4856990999978734,10.0,-67.48067451381696,36.345848015091846,46.1,0.0,0.32,0.52,1.6208838281993472,13.3,13.3,0.15789473684210525,0.0,0.8521266811834259,0.5714285714285714,1.620883828199347,0.1565217391304348,0.13533834586466165,0.09273841544984752,15.65
maskable_ppo,medium,medium,0,0,10000,10000,31.572457499998563,10.0,-47.154774330153664,26.97289899770662,47.0,0.0,0.42,0.38,1.19340879428605,15.0,15.0,0.18666666666666668,0.0,0.9387810637990504,0.42857142857142855,1.19340879428605,0.10526315789473684,0.11333333333333333,0.10134101378096284,15.6
maskable_ppo,medium,medium,0,0,20000,10000,58.665504699998564,10.0,-84.79311212071448,37.10551230470465,46.4,0.0,0.12,0.64,2.207029270323638,3.0,3.0,0.2,0.0,0.9387545258991379,0.7857142857142857,2.207029270323638,0.0,0.0,0.12421301599210374,4.5
maskable_ppo,medium,medium,0,0,30000,10000,89.41812449999998,10.0,-64.70882214994228,37.184021773754694,44.8,0.0,0.3,0.5,1.7918770536386557,4.5,4.5,0.3333333333333333,0.0,0.9906595981955694,0.7857142857142857,1.7918770536386557,0.0,0.0,0.20397640666116057,8.7
maskable_ppo,medium,medium,0,0,30208,10000,90.53181389999736,10.0,-70.17209866526063,34.449575765017876,45.5,0.0,0.22,0.56,1.958800865057033,3.6,3.6,0.3055555555555556,0.0,0.947979120886245,0.7142857142857143,1.958800865057033,0.0,0.0,0.18605353288811527,7.2
conflict_free_maskable_ppo,medium,medium,0,0,0,10000,0.4518537000003562,10.0,-42.42584159990145,25.986876050909814,46.0,0.0,0.46,0.38,1.1930013621334121,10.8,10.8,0.21296296296296297,0.0,0.7099228261643514,0.42857142857142855,1.1930013621334121,0.0,0.0,0.15145425956043823,13.95
conflict_free_maskable_ppo,medium,medium,0,0,10000,10000,22.166314900001453,10.0,-70.49021062792616,28.822272018374374,46.4,0.0,0.24,0.56,1.881373303990835,5.4,5.4,0.2222222222222222,0.0,0.5410769397571883,0.7142857142857143,1.881373303990835,0.0,0.0,0.15633701397180874,10.8
conflict_free_maskable_ppo,medium,medium,0,0,20000,10000,42.69445370000176,10.0,-61.607405212236685,23.981632362881474,46.6,0.0,0.34,0.46,1.6130367006609336,12.4,12.4,0.13709677419354838,0.0,0.5063575107525322,0.5714285714285714,1.6130367006609336,0.0,0.0,0.0897222966756184,14.75
conflict_free_maskable_ppo,medium,medium,0,0,30000,10000,59.76565550000305,10.0,-57.723371171631285,32.4426255042682,45.6,0.0,0.42,0.42,1.5483713556817649,10.9,10.9,0.1926605504587156,0.0,0.5085504385453787,0.6428571428571429,1.5483713556817646,0.0,0.0,0.11425996607178543,14.3
conflict_free_maskable_ppo,medium,medium,0,0,30208,10000,60.43586370000048,10.0,-45.20830836562656,31.33590540793706,42.9,0.1,0.52,0.4,1.3638169882223201,13.6,13.6,0.19117647058823528,0.0,0.5104452214918277,0.6428571428571429,1.36381698822232,0.0,0.0,0.12821631535766828,15.5
autoregressive_maskable_ppo,medium,medium,0,0,0,10000,0.6215406999981496,10.0,-57.18045098921692,28.493627997144273,46.1,0.0,0.34,0.5,1.4836388372989462,12.3,12.3,0.13821138211382114,0.0,1.1272505422023913,0.35714285714285715,1.4836388372989462,0.0,0.0,0.1083813411849895,15.15
autoregressive_maskable_ppo,medium,medium,0,0,10000,10000,28.092422599998827,10.0,-53.49777841118437,33.84555363540518,47.1,0.0,0.4,0.42,1.3611574584166533,14.4,14.4,0.1388888888888889,0.0,1.3775265392482294,0.5714285714285714,1.3611574584166533,0.0,0.0,0.09734266909613451,15.75
autoregressive_maskable_ppo,medium,medium,0,0,20000,10000,60.72384410000086,10.0,-62.93388082205006,28.89362976691746,46.4,0.0,0.34,0.5,1.73051633103904,9.6,9.6,0.17708333333333334,0.0,1.3791780172204167,0.6428571428571429,1.73051633103904,0.0,0.0,0.11170748578251943,12.15
autoregressive_maskable_ppo,medium,medium,0,0,30000,10000,88.25866419999875,10.0,-60.21307694113492,24.642082494791808,46.2,0.0,0.36,0.46,1.683520549665874,12.7,12.7,0.14173228346456693,0.0,1.1489746752630359,0.6428571428571429,1.683520549665874,0.0,0.0,0.08853010245469678,11.45
autoregressive_maskable_ppo,medium,medium,0,0,30208,10000,89.41486330000043,10.0,-60.60659912125175,23.81315718782143,45.8,0.0,0.36,0.44,1.6493308331419896,13.4,13.4,0.13432835820895522,0.0,1.1167659388628115,0.6428571428571429,1.6493308331419896,0.0,0.0,0.08074838495115534,12.85
maskable_ppo,medium,medium,1,1,0,10010,0.5632587000000058,10.0,-60.70364330304277,36.58153702062226,48.8,0.0,0.3,0.36,1.34229107885675,15.6,15.6,0.15384615384615385,0.0,0.9325092211137879,0.4375,1.34229107885675,0.09285714285714286,0.10256410256410256,0.06563105992252226,16.2
