method,method_type,train_scenario,eval_scenario,metric,n_runs,mean,std,ci_low,ci_high
greedy_damage,rule,medium,medium,assignment_conflict_rate,3,0.0,0.0,0.0,0.0
greedy_damage,rule,medium,time_pressure,assignment_conflict_rate,3,0.0,0.0,0.0,0.0
greedy_damage,rule,medium,heterogeneity_pressure,assignment_conflict_rate,3,0.0,0.0,0.0,0.0
greedy_damage,rule,medium,medium,avg_ammo_used,3,15.753333333333332,0.20231987873991392,15.250742892724986,16.255923773941678
greedy_damage,rule,medium,time_pressure,avg_ammo_used,3,15.726666666666667,0.16041612554021298,15.328170919644286,16.125162413689047
greedy_damage,rule,medium,heterogeneity_pressure,avg_ammo_used,3,15.780000000000001,0.11135528725660078,15.503378131526516,16.056621868473485
greedy_damage,rule,medium,medium,avg_decision_time_ms,3,0.021272439926210304,0.00037165153959340476,0.020349206321087696,0.02219567353133291
greedy_damage,rule,medium,time_pressure,avg_decision_time_ms,3,0.024387452058966943,0.0007301763082415574,0.022573593555459934,0.02620131056247395
greedy_damage,rule,medium,heterogeneity_pressure,avg_decision_time_ms,3,0.02229523211835417,0.00016093542653136138,0.021895446356155944,0.022695017880552393
greedy_damage,rule,medium,medium,avg_invalid_actions,3,0.0,0.0,0.0,0.0
greedy_damage,rule,medium,time_pressure,avg_invalid_actions,3,0.0,0.0,0.0,0.0
greedy_damage,rule,medium,heterogeneity_pressure,avg_invalid_actions,3,0.0,0.0,0.0,0.0
greedy_damage,rule,medium,medium,avg_resource_cost,3,16.87666666666667,0.10115993936995622,16.625371446362497,17.12796188697084
greedy_damage,rule,medium,time_pressure,avg_resource_cost,3,16.863333333333333,0.08020806277010649,16.664085459822143,17.062581206844524
greedy_damage,rule,medium,heterogeneity_pressure,avg_resource_cost,3,15.344999999999999,0.027838821814149994,15.275844532881628,15.41415546711837
greedy_damage,rule,medium,medium,avg_reward,3,-41.28292260516479,3.828010498671095,-50.792227845772004,-31.77361736455758
greedy_damage,rule,medium,time_pressure,avg_reward,3,-48.62315368445721,7.377817406327251,-66.95066813369561,-30.295639235218797
greedy_damage,rule,medium,heterogeneity_pressure,avg_reward,3,-41.04312442239205,3.7592489487648058,-50.38161650376076,-31.704632341023334
greedy_damage,rule,medium,medium,avg_shots,3,15.753333333333332,0.20231987873991392,15.250742892724986,16.255923773941678
greedy_damage,rule,medium,time_pressure,avg_shots,3,15.726666666666667,0.16041612554021298,15.328170919644286,16.125162413689047
greedy_damage,rule,medium,heterogeneity_pressure,avg_shots,3,15.780000000000001,0.11135528725660078,15.503378131526516,16.056621868473485
greedy_damage,rule,medium,medium,avg_steps,3,46.026666666666664,0.19218047073866232,45.54926391184874,46.50406942148459
greedy_damage,rule,medium,time_pressure,avg_steps,3,34.28666666666667,0.24440403706431016,33.67953338129871,34.89379995203463
greedy_damage,rule,medium,heterogeneity_pressure,avg_steps,3,47.30666666666667,0.7128347167003968,45.535887064688296,49.07744626864505
greedy_damage,rule,medium,medium,avg_total_damage,3,1.1280833563000747,0.089820020829208,0.9049580552908041,1.3512086573093454
greedy_damage,rule,medium,time_pressure,avg_total_damage,3,1.409646007037442,0.1752576095127911,0.9742819699808993,1.8450100440939845
greedy_damage,rule,medium,heterogeneity_pressure,avg_total_damage,3,1.0995247530494614,0.11430524052507855,0.8155747944139404,1.3834747116849824
greedy_damage,rule,medium,medium,avg_zone_weighted_damage,3,1.1280833563000747,0.0898200208292081,0.9049580552908038,1.3512086573093456
greedy_damage,rule,medium,time_pressure,avg_zone_weighted_damage,3,1.409646007037442,0.1752576095127911,0.9742819699808993,1.8450100440939845
greedy_damage,rule,medium,heterogeneity_pressure,avg_zone_weighted_damage,3,1.0995247530494614,0.11430524052507855,0.8155747944139404,1.3834747116849824
greedy_damage,rule,medium,medium,damage_reduction_per_ammo,3,0.11321586471017915,0.004860790378717619,0.10114099202164319,0.12529073739871513
greedy_damage,rule,medium,time_pressure,damage_reduction_per_ammo,3,0.13397666305398773,0.007936556036081973,0.1142611649035811,0.15369216120439436
greedy_damage,rule,medium,heterogeneity_pressure,damage_reduction_per_ammo,3,0.11702109203071231,0.010498637005132391,0.09094103192460859,0.14310115213681604
greedy_damage,rule,medium,medium,high_threat_leak_rate,3,0.3340690435766837,0.029740142916719253,0.2601904330053325,0.4079476541480349
greedy_damage,rule,medium,time_pressure,high_threat_leak_rate,3,0.37143375868866063,0.04720329014157856,0.25417428553072585,0.4886932318465954
greedy_damage,rule,medium,heterogeneity_pressure,high_threat_leak_rate,3,0.3118783334274622,0.047794331662073974,0.19315063173927272,0.43060603511565165
greedy_damage,rule,medium,medium,hit_rate_per_shot,3,0.15739469161721104,0.006580151434751178,0.14104868928932016,0.17374069394510191
greedy_damage,rule,medium,time_pressure,hit_rate_per_shot,3,0.1814478950644208,0.013047945697648564,0.1490350010964232,0.2138607890324184
greedy_damage,rule,medium,heterogeneity_pressure,hit_rate_per_shot,3,0.15506896971152567,0.012838071583333083,0.1231774319456129,0.18696050747743845
greedy_damage,rule,medium,medium,intercept_rate,3,0.496,0.024979991993593614,0.4339462598502618,0.5580537401497382
greedy_damage,rule,medium,time_pressure,intercept_rate,3,0.5706666666666668,0.04046397574798269,0.47014857854499786,0.6711847547883356
greedy_damage,rule,medium,heterogeneity_pressure,intercept_rate,3,0.48933333333333334,0.03946306289852998,0.39130165056713456,0.5873650160995321
greedy_damage,rule,medium,medium,leak_rate,3,0.3253333333333333,0.02893671255228095,0.25345055442902387,0.39721611223764275
greedy_damage,rule,medium,time_pressure,leak_rate,3,0.4200000000000001,0.04233202097703346,0.3148414302776484,0.5251585697223518
greedy_damage,rule,medium,heterogeneity_pressure,leak_rate,3,0.33066666666666666,0.032083225108042575,0.2509675172621907,0.41036581607114264
greedy_damage,rule,medium,medium,overkill_rate,3,0.0,0.0,0.0,0.0
greedy_damage,rule,medium,time_pressure,overkill_rate,3,0.0,0.0,0.0,0.0
greedy_damage,rule,medium,heterogeneity_pressure,overkill_rate,3,0.0,0.0,0.0,0.0
greedy_damage,rule,medium,medium,success_rate,3,0.08666666666666667,0.030550504633038933,0.010775005995671952,0.1625583273376614
greedy_damage,rule,medium,time_pressure,success_rate,3,0.08,0.04,0.0,0.17936550846878183
greedy_damage,rule,medium,heterogeneity_pressure,success_rate,3,0.0,0.0,0.0,0.0
hungarian_damage,rule,medium,medium,assignment_conflict_rate,3,0.0,0.0,0.0,0.0
hungarian_damage,rule,medium,time_pressure,assignment_conflict_rate,3,0.0,0.0,0.0,0.0
hungarian_damage,rule,medium,heterogeneity_pressure,assignment_conflict_rate,3,0.0,0.0,0.0,0.0
hungarian_damage,rule,medium,medium,avg_ammo_used,3,15.753333333333332,0.20231987873991392,15.250742892724986,16.255923773941678
hungarian_damage,rule,medium,time_pressure,avg_ammo_used,3,15.78,0.17088007490635063,15.355510361743672,16.204489638256327
hungarian_damage,rule,medium,heterogeneity_pressure,avg_ammo_used,3,15.780000000000001,0.11135528725660078,15.503378131526516,16.056621868473485
hungarian_damage,rule,medium,medium,avg_decision_time_ms,3,0.03067991762728006,0.0008368677172127183,0.028601022971231297,0.03275881228332882
hungarian_damage,rule,medium,time_pressure,avg_decision_time_ms,3,0.033658998794830565,0.0014701235374884425,0.030007009474468983,0.03731098811519215
hungarian_damage,rule,medium,heterogeneity_pressure,avg_decision_time_ms,3,0.03223599153793535,0.0004861109246415527,0.031028425057954407,0.033443558017916285
hungarian_damage,rule,medium,medium,avg_invalid_actions,3,0.0,0.0,0.0,0.0
hungarian_damage,rule,medium,time_pressure,avg_invalid_actions,3,0.0,0.0,0.0,0.0
hungarian_damage,rule,medium,heterogeneity_pressure,avg_invalid_actions,3,0.0,0.0,0.0,0.0
hungarian_damage,rule,medium,medium,avg_resource_cost,3,16.87666666666667,0.10115993936995622,16.625371446362497,17.12796188697084
hungarian_damage,rule,medium,time_pressure,avg_resource_cost,3,16.89,0.08544003745317433,16.67775518087184,17.10224481912816
hungarian_damage,rule,medium,heterogeneity_pressure,avg_resource_cost,3,15.344999999999999,0.027838821814149994,15.275844532881628,15.41415546711837
hungarian_damage,rule,medium,medium,avg_reward,3,-41.22422844277721,3.603232675852909,-50.17515461696355,-32.27330226859087
hungarian_damage,rule,medium,time_pressure,avg_reward,3,-49.72624834587833,8.0635944531509,-69.75732741896303,-29.695169272793635
hungarian_damage,rule,medium,heterogeneity_pressure,avg_reward,3,-40.87035149566074,4.386103034789266,-51.766035451868305,-29.97466753945318
hungarian_damage,rule,medium,medium,avg_shots,3,15.753333333333332,0.20231987873991392,15.250742892724986,16.255923773941678
hungarian_damage,rule,medium,time_pressure,avg_shots,3,15.78,0.17088007490635063,15.355510361743672,16.204489638256327
hungarian_damage,rule,medium,heterogeneity_pressure,avg_shots,3,15.780000000000001,0.11135528725660078,15.503378131526516,16.056621868473485
hungarian_damage,rule,medium,medium,avg_steps,3,46.026666666666664,0.19218047073866232,45.54926391184874,46.50406942148459
hungarian_damage,rule,medium,time_pressure,avg_steps,3,34.346666666666664,0.22479620400116357,33.788241938855975,34.90509139447735
hungarian_damage,rule,medium,heterogeneity_pressure,avg_steps,3,47.28666666666666,0.654930021707157,45.659730301206615,48.91360303212671
hungarian_damage,rule,medium,medium,avg_total_damage,3,1.127461840996329,0.07764242888388405,0.9345873553763697,1.3203363266162884
hungarian_damage,rule,medium,time_pressure,avg_total_damage,3,1.4248470104825497,0.18206622903022582,0.9725694249179978,1.8771245960471017
hungarian_damage,rule,medium,heterogeneity_pressure,avg_total_damage,3,1.1056083965265457,0.1253279851033998,0.7942764223973648,1.4169403706557266
hungarian_damage,rule,medium,medium,avg_zone_weighted_damage,3,1.127461840996329,0.07764242888388417,0.9345873553763695,1.3203363266162886
hungarian_damage,rule,medium,time_pressure,avg_zone_weighted_damage,3,1.4248470104825497,0.18206622903022582,0.9725694249179978,1.8771245960471017
hungarian_damage,rule,medium,heterogeneity_pressure,avg_zone_weighted_damage,3,1.1056083965265457,0.1253279851033998,0.7942764223973648,1.4169403706557266
hungarian_damage,rule,medium,medium,damage_reduction_per_ammo,3,0.1135223323164105,0.0035596060419400247,0.10467978070876253,0.12236488392405846
hungarian_damage,rule,medium,time_pressure,damage_reduction_per_ammo,3,0.13256222122930061,0.00838349508411416,0.1117364649348372,0.153387977523764
hungarian_damage,rule,medium,heterogeneity_pressure,damage_reduction_per_ammo,3,0.1172576057041451,0.010472267265223455,0.09124305166339741,0.1432721597448928
hungarian_damage,rule,medium,medium,high_threat_leak_rate,3,0.3340690435766837,0.029740142916719253,0.2601904330053325,0.4079476541480349
hungarian_damage,rule,medium,time_pressure,high_threat_leak_rate,3,0.3855431061313414,0.05262948302848998,0.25480422259196567,0.5162819896707171
hungarian_damage,rule,medium,heterogeneity_pressure,high_threat_leak_rate,3,0.31800278910943997,0.051919978333746536,0.18902641293891845,0.4469791652799615
hungarian_damage,rule,medium,medium,hit_rate_per_shot,3,0.1578339828651444,0.005209373411221285,0.14489318191990053,0.1707747838103883
hungarian_damage,rule,medium,time_pressure,hit_rate_per_shot,3,0.1795807359932322,0.013278289158465524,0.1465956371475712,0.21256583483889321
hungarian_damage,rule,medium,heterogeneity_pressure,hit_rate_per_shot,3,0.15548878499280192,0.013095485254057385,0.12295779621993075,0.18801977376567308
hungarian_damage,rule,medium,medium,intercept_rate,3,0.49733333333333335,0.019731531449265007,0.4483174919502339,0.5463491747164327
hungarian_damage,rule,medium,time_pressure,intercept_rate,3,0.5666666666666668,0.04046397574798269,0.46614857854499786,0.6671847547883356
hungarian_damage,rule,medium,heterogeneity_pressure,intercept_rate,3,0.49066666666666664,0.04046397574798272,0.3901485785449976,0.5911847547883357
hungarian_damage,rule,medium,medium,leak_rate,3,0.3253333333333333,0.025403411844343554,0.2622277599644565,0.3884389067022101
hungarian_damage,rule,medium,time_pressure,leak_rate,3,0.424,0.041761226035642175,0.3202593635172171,0.5277406364827828
hungarian_damage,rule,medium,heterogeneity_pressure,leak_rate,3,0.3333333333333333,0.03494757979221642,0.24651873243816058,0.42014793422850605
hungarian_damage,rule,medium,medium,overkill_rate,3,0.0,0.0,0.0,0.0
hungarian_damage,rule,medium,time_pressure,overkill_rate,3,0.0,0.0,0.0,0.0
hungarian_damage,rule,medium,heterogeneity_pressure,overkill_rate,3,0.0,0.0,0.0,0.0
hungarian_damage,rule,medium,medium,success_rate,3,0.08666666666666667,0.030550504633038933,0.010775005995671952,0.1625583273376614
hungarian_damage,rule,medium,time_pressure,success_rate,3,0.06666666666666667,0.05033222956847166,0.0,0.19169885625263272
hungarian_damage,rule,medium,heterogeneity_pressure,success_rate,3,0.006666666666666667,0.011547005383792516,0.0,0.03535101819797428
maskable_ppo,learning,medium,medium,assignment_conflict_rate,3,0.008665530203689134,0.007833346135673488,0.0,0.028124640748268218
