method,method_type,train_scenario,eval_scenario,run_index,train_seed,attribution,count,total_high_threat_leaks,rate
factorized_engagement_ar_ppo_order_012,learning,medium,medium,1,9,never_legal,0,66,0.0
factorized_engagement_ar_ppo_order_012,learning,medium,medium,1,9,unassigned,62,66,0.9393939393939394
factorized_engagement_ar_ppo_order_012,learning,medium,medium,1,9,prefix_denied,0,66,0.0
factorized_engagement_ar_ppo_order_012,learning,medium,medium,1,9,mismatched_resource,4,66,0.06060606060606061
factorized_engagement_ar_ppo_order_012,learning,medium,medium,1,9,attempted_miss,0,66,0.0
factorized_engagement_ar_ppo_order_012,learning,medium,medium,1,9,resource_exhausted,0,66,0.0
factorized_engagement_ar_ppo_order_012,learning,medium,time_pressure,1,9,never_legal,0,88,0.0
factorized_engagement_ar_ppo_order_012,learning,medium,time_pressure,1,9,unassigned,86,88,0.9772727272727273
factorized_engagement_ar_ppo_order_012,learning,medium,time_pressure,1,9,prefix_denied,0,88,0.0
factorized_engagement_ar_ppo_order_012,learning,medium,time_pressure,1,9,mismatched_resource,2,88,0.022727272727272728
factorized_engagement_ar_ppo_order_012,learning,medium,time_pressure,1,9,attempted_miss,0,88,0.0
factorized_engagement_ar_ppo_order_012,learning,medium,time_pressure,1,9,resource_exhausted,0,88,0.0
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,1,9,never_legal,0,66,0.0
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,1,9,unassigned,60,66,0.9090909090909091
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,1,9,prefix_denied,0,66,0.0
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,1,9,mismatched_resource,6,66,0.09090909090909091
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,1,9,attempted_miss,0,66,0.0
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,1,9,resource_exhausted,0,66,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,10,never_legal,0,39,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,10,unassigned,34,39,0.8717948717948718
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,10,prefix_denied,0,39,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,10,mismatched_resource,5,39,0.1282051282051282
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,10,attempted_miss,0,39,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,10,resource_exhausted,0,39,0.0
