method,method_type,train_scenario,eval_scenario,run_index,train_seed,evaluation_seed,episode_index,episode_seed,total_reward,steps,num_targets,num_intercepted,num_leaked,total_damage,ammo_used,shots,hits,invalid_actions,unit_decisions,actionable_decisions,engagements,actionable_engagements,all_noop_episode,success,decision_time_seconds,decision_time_ms,high_threat_threshold,num_high_threat_targets,num_high_threat_leaked,high_threat_leak_rate,zone_weighted_damage,engaged_target_events,conflict_target_events,assignment_conflict_rate,overkill_assignments,overkill_rate,intercepted_damage_potential,damage_reduction_per_ammo,resource_cost
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,1,251,-43.00268544924159,27,5,2,3,1.5657980655352755,2,2,2,0,81,75,2,2,False,False,0.05378629996266682,1.9920851838024747,0.8,3,2,0.6666666666666666,1.5657980655352757,2,0,0.0,0,0.0,1.449017681510369,0.7245088407551845,4.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,2,252,-34.57491512792719,29,5,3,2,1.4887089804573803,3,3,3,0,87,86,3,3,False,False,0.057194700035324786,1.9722310357008548,0.8,2,0,0.0,1.4887089804573803,3,0,0.0,0,0.0,2.8693193430441997,0.9564397810147333,6.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,3,253,-58.2779708301837,28,5,2,3,1.928446193302482,4,4,2,0,84,81,4,4,False,False,0.05136200000561075,1.834357143057527,0.8,1,0,0.0,1.9284461933024821,4,0,0.0,0,0.0,1.264419238792031,0.31610480969800775,8.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,4,254,-36.632750113630486,37,5,3,2,1.3444094456745717,5,5,3,0,111,100,5,5,False,False,0.06968309998774203,1.8833270266957305,0.8,2,1,0.5,1.3444094456745717,5,0,0.0,0,0.0,1.9138822865395064,0.3827764573079013,10.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,5,255,-103.89715067005137,27,5,0,3,2.5399050223350454,0,0,0,0,81,81,0,0,True,False,0.05298530001164181,1.9624185189496968,0.8,2,2,1.0,2.5399050223350454,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,6,256,-63.49167273075669,32,5,2,3,2.1954975805946053,2,2,2,0,96,94,2,2,False,False,0.062141299989889376,1.941915624684043,0.8,1,1,1.0,2.1954975805946053,2,0,0.0,0,0.0,1.2516740802187591,0.6258370401093796,4.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,7,257,-103.43716804571721,27,5,0,4,2.524572268190573,0,0,0,0,81,75,0,0,True,False,0.04964959998324048,1.838874073453351,0.8,1,1,1.0,2.524572268190573,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,8,258,-83.07145635097933,40,5,2,3,2.499519803722434,9,9,2,0,120,104,9,9,False,False,0.07805660002486547,1.9514150006216369,0.8,2,2,1.0,2.499519803722434,9,0,0.0,0,0.0,1.3011332561681743,0.14457036179646382,13.5
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,9,259,-64.45385460331849,35,5,2,3,2.153702652950861,3,3,2,0,105,92,3,3,False,False,0.07147760000952985,2.0422171431294243,0.8,1,1,1.0,2.153702652950861,3,0,0.0,0,0.0,1.2130973937296132,0.4043657979098711,6.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,10,260,-78.65664921908248,40,5,1,4,2.355821721809555,5,5,1,0,120,108,5,5,False,False,0.072836900006223,1.820922500155575,0.8,1,1,1.0,2.355821721809555,5,0,0.0,0,0.0,1.0123327274273772,0.20246654548547544,10.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,11,261,-30.562907480196344,38,5,3,2,1.2071459012703314,4,4,3,0,114,105,4,4,False,False,0.06874469997273991,1.8090710519142081,0.8,3,1,0.3333333333333333,1.2071459012703314,4,0,0.0,0,0.0,2.6390593917809504,0.6597648479452376,8.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,12,262,-48.56216941309882,33,5,2,3,1.7658441693038596,2,2,2,0,99,90,2,2,False,False,0.061271600032341667,1.856715152495202,0.8,2,1,0.5,1.7658441693038593,2,0,0.0,0,0.0,1.7375472919128576,0.8687736459564288,4.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,13,263,-78.65569154918082,38,5,1,4,2.200006435332286,7,7,1,0,114,106,7,7,False,False,0.07029780001903418,1.8499421057640575,0.8,0,0,0.0,2.2000064353322855,7,0,0.0,0,0.0,0.38247394376645066,0.05463913482377867,12.5
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,14,264,-37.724282043601924,34,5,2,3,1.3838509866795299,2,2,2,0,102,101,2,2,False,False,0.06438959998922655,1.8938117643890162,0.8,1,1,1.0,1.3838509866795299,2,0,0.0,0,0.0,1.1282552800080987,0.5641276400040494,4.0
