method,train_scenario,eval_scenario,run_index,train_seed,timesteps,evaluation_seed,elapsed_seconds,episodes,avg_reward,std_reward,avg_steps,success_rate,intercept_rate,leak_rate,avg_total_damage,avg_ammo_used,avg_shots,hit_rate_per_shot,avg_invalid_actions,avg_decision_time_ms,high_threat_leak_rate,avg_zone_weighted_damage,assignment_conflict_rate,overkill_rate,damage_reduction_per_ammo,avg_resource_cost
role_conditioned_ar_ppo_order_012,medium,medium,0,8,0,10000,1.3712291999981971,10.0,-69.4479695179926,26.66889948816328,46.4,0.0,0.3,0.5,1.7732391057904973,10.9,10.9,0.13761467889908258,0.0,2.3463170258263086,0.6428571428571429,1.7732391057904973,0.0,0.0,0.0862027830115595,13.85
role_conditioned_ar_ppo_order_012,medium,medium,0,8,10000,10000,49.82218090000242,10.0,-50.409687552876406,47.060745897709474,45.8,0.1,0.38,0.46,1.4947339736120646,5.6,5.6,0.3392857142857143,0.0,1.8992163753562747,0.5714285714285714,1.4947339736120646,0.0,0.0,0.24575005967819413,9.1
role_conditioned_ar_ppo_order_012,medium,medium,0,8,20000,10000,88.7650164000006,10.0,-90.461529231738,29.400506407269948,46.0,0.0,0.0,0.72,2.445384307724601,0.0,0.0,0.0,0.0,1.899001521846715,0.7857142857142857,2.445384307724601,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,medium,medium,0,8,30000,10000,135.17063380000036,10.0,-17.640295641519295,24.205946808463423,42.9,0.1,0.7,0.22,0.7668881995188362,6.7,6.7,0.5223880597014925,0.0,1.7658144522307437,0.21428571428571427,0.7668881995188362,0.0,0.0,0.35308721389502135,11.0
role_conditioned_ar_ppo_order_012,medium,medium,0,8,30208,10000,137.5794332000005,10.0,-49.41881647823526,19.846238410021666,45.2,0.0,0.4,0.46,1.6189619127067751,3.2,3.2,0.625,0.0,2.5884898228163107,0.5714285714285714,1.6189619127067751,0.0,0.0,0.4095030906281096,6.4
factorized_engagement_ar_ppo_order_012,medium,medium,0,8,0,10000,1.5139737999998033,10.0,-51.842201142927046,33.09770917551761,45.9,0.0,0.46,0.38,1.3155754057721325,16.0,16.0,0.14375,0.0,2.6628671023668264,0.5,1.3155754057721323,0.0,0.0,0.09382212050638654,17.0
factorized_engagement_ar_ppo_order_012,medium,medium,0,8,10000,10000,42.08771930000512,10.0,-49.88458838252093,37.707991605979174,46.8,0.0,0.44,0.36,1.2390870407081553,16.0,16.0,0.1375,0.0,1.800392521529744,0.5,1.2390870407081553,0.0,0.0,0.09027882317810096,17.0
factorized_engagement_ar_ppo_order_012,medium,medium,0,8,20000,10000,86.28051350000169,10.0,-90.461529231738,29.400506407269948,46.0,0.0,0.0,0.72,2.445384307724601,0.0,0.0,0.0,0.0,1.8535878260793297,0.7857142857142857,2.445384307724601,0.0,0.0,0.0,0.0
factorized_engagement_ar_ppo_order_012,medium,medium,0,8,30000,10000,128.8168011000016,10.0,-90.461529231738,29.400506407269948,46.0,0.0,0.0,0.72,2.445384307724601,0.0,0.0,0.0,0.0,2.3634976083722785,0.7857142857142857,2.445384307724601,0.0,0.0,0.0,0.0
factorized_engagement_ar_ppo_order_012,medium,medium,0,8,30208,10000,131.2740707000048,10.0,-90.461529231738,29.400506407269948,46.0,0.0,0.0,0.72,2.445384307724601,0.0,0.0,0.0,0.0,2.3514478262412646,0.7857142857142857,2.445384307724601,0.0,0.0,0.0,0.0
