method,train_scenario,run_index,train_seed,timesteps,probe_scenario,probe_states,actionable_decisions,engage_probability_mean,noop_probability_mean,noop_margin_mean,engagement_entropy_mean,conditional_target_entropy_mean,deterministic_engagement_rate,probe_value_mean
role_conditioned_ar_ppo_order_012,medium,0,8,10240,heterogeneity_pressure,256,417,0.6671313643455505,0.3328685760498047,-0.10230407118797302,0.5990895628929138,0.6883761286735535,0.7865707434052758,-38.26837158203125
role_conditioned_ar_ppo_order_012,medium,0,8,10240,medium,256,455,0.6814739108085632,0.3185260593891144,-0.10980330407619476,0.5875903964042664,0.7534199953079224,0.8351648351648352,-37.80726623535156
role_conditioned_ar_ppo_order_012,medium,0,8,10240,time_pressure,256,459,0.6963950395584106,0.30360493063926697,-0.1334347426891327,0.570801854133606,0.8207955956459045,0.8366013071895425,-36.9325065612793
role_conditioned_ar_ppo_order_012,medium,0,8,12032,all,768,1446,0.3947109878063202,0.6052890419960022,1.2728532552719116,0.6263097524642944,0.8494075536727905,0.0,-30.075151443481445
role_conditioned_ar_ppo_order_012,medium,0,8,12032,heterogeneity_pressure,256,457,0.38410240411758423,0.6158975958824158,1.2738829851150513,0.6305327415466309,0.8178226351737976,0.0,-26.53287696838379
role_conditioned_ar_ppo_order_012,medium,0,8,12032,medium,256,497,0.3825695216655731,0.6174303889274597,1.2945178747177124,0.6204437613487244,0.8048632144927979,0.0,-34.160552978515625
role_conditioned_ar_ppo_order_012,medium,0,8,12032,time_pressure,256,492,0.4168296754360199,0.5831703543663025,1.250011682510376,0.6283128261566162,0.9237425327301025,0.0,-29.532018661499023
role_conditioned_ar_ppo_order_012,medium,0,8,14080,all,768,1411,0.6361116766929626,0.36388832330703735,0.14686797559261322,0.6120816469192505,0.8014496564865112,0.15237420269312543,-33.351619720458984
role_conditioned_ar_ppo_order_012,medium,0,8,14080,heterogeneity_pressure,256,454,0.6181715130805969,0.38182854652404785,0.15309683978557587,0.6257567405700684,0.7243525981903076,0.14096916299559473,-29.985008239746094
role_conditioned_ar_ppo_order_012,medium,0,8,14080,medium,256,466,0.6422717571258545,0.3577282428741455,0.14413851499557495,0.609403669834137,0.8202198147773743,0.11373390557939914,-36.017765045166016
role_conditioned_ar_ppo_order_012,medium,0,8,14080,time_pressure,256,491,0.6468536257743835,0.35314637422561646,0.14369897544384003,0.6019785404205322,0.854922354221344,0.19959266802443992,-34.052085876464844
