method,method_type,train_scenario,eval_scenario,run_index,train_seed,unit_order,unit_index,resource_type,unit_order_position,decision_opportunities,assignments,assignment_rate,actionable_decisions,avoidable_noops,avoidable_noop_rate,high_threat_assignments,high_threat_legal_target_opportunities,high_threat_assignment_rate,mean_assigned_threat,mean_expected_damage_reduction,mean_matching_efficiency,prefix_denied_target_opportunities,base_legal_target_opportunities,prefix_denial_rate,collapsed_unit
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,1,9,0-1-2,1,missile,1,1564,4,0.0025575447570332483,1556,1552,0.9974293059125964,1,2731,0.0003661662394727206,0.7408103838886749,0.6266308765646197,1.0,8,6368,0.001256281407035176,True
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,1,9,0-1-2,2,laser,2,1564,2,0.0012787723785166241,1419,1417,0.9985905567300916,0,1679,0.0,0.5887018806677782,0.27437826722690156,1.0,13,3947,0.0032936407398023817,True
role_conditioned_ar_ppo_order_012,learning,medium,heterogeneity_pressure,1,9,0-1-2,0,missile,0,2149,31,0.0144253140995812,2124,2093,0.9854048964218456,16,3660,0.004371584699453552,0.7727436095654663,0.6112285428587254,0.9174359148258265,0,8366,0.0,False
role_conditioned_ar_ppo_order_012,learning,medium,heterogeneity_pressure,1,9,0-1-2,1,missile,1,2149,13,0.00604932526756631,2119,2106,0.9938650306748467,8,3167,0.0025260498894853173,0.7953129370368385,0.3977101588606861,0.8848734964639439,25,7390,0.0033829499323410014,True
role_conditioned_ar_ppo_order_012,learning,medium,heterogeneity_pressure,1,9,0-1-2,2,laser,2,2149,3,0.0013959981386691485,1722,1719,0.9982578397212544,3,1675,0.001791044776119403,0.8923389599013375,0.1271988750999747,1.0,44,4012,0.010967098703888335,True
factorized_engagement_ar_ppo_order_012,learning,medium,medium,1,9,0-1-2,0,missile,0,2228,13,0.0058348294434470375,2215,2202,0.9941309255079007,3,3540,0.000847457627118644,0.7202184689000408,0.39117019035433764,0.9766882798081711,0,8074,0.0,True
factorized_engagement_ar_ppo_order_012,learning,medium,medium,1,9,0-1-2,1,missile,1,2228,8,0.003590664272890485,2218,2210,0.9963931469792606,3,3765,0.0007968127490039841,0.7613605655852745,0.4227971597763822,0.9695078487071396,12,8595,0.0013961605584642235,True
factorized_engagement_ar_ppo_order_012,learning,medium,medium,1,9,0-1-2,2,laser,2,2228,163,0.07315978456014363,2008,1845,0.9188247011952191,65,2159,0.030106530801296896,0.7450199894823681,0.2218413390494339,0.9105042290905635,21,5196,0.0040415704387990765,False
factorized_engagement_ar_ppo_order_012,learning,medium,time_pressure,1,9,0-1-2,0,missile,0,1550,10,0.0064516129032258064,1540,1530,0.9935064935064936,3,2514,0.0011933174224343676,0.7231620632773629,0.4716495526179821,0.9113893301430014,0,5944,0.0,True
factorized_engagement_ar_ppo_order_012,learning,medium,time_pressure,1,9,0-1-2,1,missile,1,1550,7,0.004516129032258065,1543,1536,0.9954633830200907,3,2718,0.0011037527593818985,0.8337721252953285,0.6640866419211494,0.9880913288243093,9,6345,0.0014184397163120568,True
factorized_engagement_ar_ppo_order_012,learning,medium,time_pressure,1,9,0-1-2,2,laser,2,1550,54,0.03483870967741935,1403,1349,0.9615110477548111,14,1664,0.008413461538461538,0.720529414873882,0.27034958399802905,0.8147723633040892,17,3925,0.004331210191082803,False
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,1,9,0-1-2,0,missile,0,2165,12,0.005542725173210162,2160,2148,0.9944444444444445,9,3710,0.002425876010781671,0.8500332936358377,0.5093111038542028,0.954843745569245,0,8375,0.0,True
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,1,9,0-1-2,1,missile,1,2165,22,0.010161662817551964,2131,2109,0.9896762083528859,9,3207,0.002806361085126286,0.7340077808278372,0.3645202225402348,0.849509448379002,3,7362,0.00040749796251018743,False
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,1,9,0-1-2,2,laser,2,2165,185,0.08545034642032333,1705,1520,0.8914956011730205,89,1702,0.05229142185663925,0.7674562746204588,0.16615823660289594,0.8910864934617101,31,3952,0.00784412955465587,False
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,10,0-1-2,0,missile,0,2157,19,0.00880853036624942,2147,2128,0.9911504424778761,7,2853,0.0024535576586049773,0.7563695765419589,0.3338739850610201,1.0,0,7692,0.0,True
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,10,0-1-2,1,missile,1,2157,22,0.010199350950394067,2136,2114,0.9897003745318352,5,3033,0.0016485328058028356,0.7157615104399006,0.3674688211306585,0.9469471215049506,10,8293,0.001205836247437598,False
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,10,0-1-2,2,laser,2,2157,282,0.13073713490959665,1929,1647,0.8538102643856921,115,1866,0.06162915326902465,0.7731172754915568,0.2725188755238574,0.8945636259399946,37,5126,0.00721810378462739,False
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,2,10,0-1-2,0,missile,0,1598,13,0.008135168961201502,1591,1578,0.9918290383406663,5,2438,0.002050861361771944,0.7497074298419931,0.35353812356563835,1.0,0,5901,0.0,True
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,2,10,0-1-2,1,missile,1,1598,16,0.010012515644555695,1585,1569,0.9899053627760253,5,2599,0.001923816852635629,0.7235369505830276,0.40662050180783116,1.0,7,6323,0.0011070694290684802,False
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,2,10,0-1-2,2,laser,2,1598,207,0.1295369211514393,1423,1216,0.8545326774420239,93,1670,0.05568862275449102,0.762985509670377,0.27183625291500235,0.8785513526300549,28,3970,0.007052896725440806,False
role_conditioned_ar_ppo_order_012,learning,medium,heterogeneity_pressure,2,10,0-1-2,0,missile,0,2194,39,0.017775752051048314,2173,2134,0.9820524620340543,16,3501,0.004570122822050843,0.7421591196455412,0.4171897354788396,0.9502195801930008,0,8278,0.0,False
role_conditioned_ar_ppo_order_012,learning,medium,heterogeneity_pressure,2,10,0-1-2,1,missile,1,2194,45,0.020510483135824976,2136,2091,0.9789325842696629,15,3140,0.004777070063694267,0.7314556551135226,0.3908281879776884,0.9348350772369819,12,7360,0.0016304347826086956,False
role_conditioned_ar_ppo_order_012,learning,medium,heterogeneity_pressure,2,10,0-1-2,2,laser,2,2194,280,0.1276207839562443,1651,1371,0.8304058146577832,119,1545,0.07702265372168285,0.7456813089993164,0.18069472836596648,0.8701758918538627,65,3659,0.017764416507242416,False
factorized_engagement_ar_ppo_order_012,learning,medium,medium,2,10,0-1-2,0,missile,0,2323,150,0.06457167455876023,151,1,0.006622516556291391,58,144,0.4027777777777778,0.7618985150334627,0.15759488281917905,0.8115058483857739,0,399,0.0,False
factorized_engagement_ar_ppo_order_012,learning,medium,medium,2,10,0-1-2,1,missile,1,2323,150,0.06457167455876023,150,0,0.0,58,135,0.42962962962962964,0.7631907907365877,0.1290505167054051,0.7662665228280237,105,493,0.2129817444219067,False
factorized_engagement_ar_ppo_order_012,learning,medium,medium,2,10,0-1-2,2,laser,2,2323,497,0.21394748170469222,497,0,0.0,195,263,0.7414448669201521,0.7566088723338021,0.06841319082263843,0.9081607781945078,55,845,0.0650887573964497,False
factorized_engagement_ar_ppo_order_012,learning,medium,time_pressure,2,10,0-1-2,0,missile,0,1689,150,0.08880994671403197,150,0,0.0,68,161,0.422360248447205,0.7935295213733062,0.18034689273530177,0.835292112973041,0,397,0.0,False
factorized_engagement_ar_ppo_order_012,learning,medium,time_pressure,2,10,0-1-2,1,missile,1,1689,150,0.08880994671403197,150,0,0.0,69,153,0.45098039215686275,0.7592624634721461,0.11526583092991091,0.750221222481304,109,498,0.21887550200803213,False
factorized_engagement_ar_ppo_order_012,learning,medium,time_pressure,2,10,0-1-2,2,laser,2,1689,498,0.29484902309058614,498,0,0.0,239,371,0.6442048517520216,0.7744139554971706,0.08055760418326206,0.8958340257979778,56,880,0.06363636363636363,False
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,2,10,0-1-2,0,missile,0,2310,150,0.06493506493506493,152,2,0.013157894736842105,72,193,0.37305699481865284,0.7569858420055479,0.2087312753958658,0.772609530910259,0,478,0.0,False
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,2,10,0-1-2,1,missile,1,2310,150,0.06493506493506493,152,2,0.013157894736842105,76,105,0.7238095238095238,0.7944484568178762,0.08376599699214149,0.9109218955816758,51,296,0.17229729729729729,False
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,2,10,0-1-2,2,laser,2,2310,496,0.21471861471861473,496,0,0.0,204,293,0.6962457337883959,0.7602078117833927,0.05501555394446224,0.9227596688086143,15,696,0.021551724137931036,False
