candidate,reference,structural_max,medium_reward_change,medium_damage_change,time_cost_change,hetero_high_leak_reduction,hetero_high_leak_improved_seeds,hetero_damage_change,decision_time_percent_change,structural_zero_pass,medium_reward_pass,medium_damage_pass,time_cost_pass,hetero_high_leak_mean_pass,hetero_high_leak_seed_pass,hetero_damage_pass,decision_time_pass,vs_maskable_medium_reward_change,vs_maskable_medium_damage_change,vs_maskable_time_reward_change,vs_maskable_time_cost_change,vs_maskable_hetero_damage_change,vs_discrete_time_cost_change,external_medium_reward_pass,external_medium_damage_pass,external_time_reward_pass,external_time_cost_pass,external_hetero_damage_pass,external_discrete_cost_pass,internal_gate_pass,external_gate_pass,confirmation_100k_eligible
autoregressive_ppo_order_120,autoregressive_ppo_order_012,0.0,-3.369877939397128,0.03984133951315694,1.4766666666666666,-0.046089526647869805,0,0.1220819287538435,3.383264403223407,True,True,True,False,False,False,False,True,-2.156858660749947,0.043784277530113824,-0.984744038894604,0.006666666666667709,0.09998699383213339,-3.4866666666666664,True,True,True,True,True,True,False,True,False
autoregressive_ppo_order_201,autoregressive_ppo_order_012,0.0,1.9143674657090202,-0.1446798877985458,4.253333333333332,0.02172898718834304,2,-0.13971499957260525,1.5988910064734574,True,True,True,False,True,True,True,True,3.127386744356201,-0.1407369497815889,8.960692347374945,2.783333333333333,-0.16180993449431536,-0.7100000000000009,True,True,True,False,True,True,False,False,False
