scenario,policy_seed,contexts,short_engage,short_stop,short_ambiguous,full_engage,full_stop,full_ambiguous,label_changed,extra_transitions,projected_saved_transitions
time_pressure,8,2,0,1,1,0,1,1,0,262,12
