accuracy,balanced_accuracy,count,engage_count,engage_recall,false_noop_rate,method,model_seed,noop_count,noop_recall,wasteful_engage_rate
0.7530864197530864,0.7582619339045287,81,38,0.8421052631578947,0.15789473684210525,frozen_state_budget,20,43,0.6744186046511628,0.32558139534883723
0.6172839506172839,0.6257649938800489,81,38,0.7631578947368421,0.23684210526315788,risk_regression,20,43,0.4883720930232558,0.5116279069767442
0.7530864197530864,0.7582619339045287,81,38,0.8421052631578947,0.15789473684210525,standard,20,43,0.6744186046511628,0.32558139534883723
0.6666666666666666,0.6615667074663403,81,38,0.5789473684210527,0.42105263157894735,frozen_state_budget,21,43,0.7441860465116279,0.2558139534883721
0.6049382716049383,0.609547123623011,81,38,0.6842105263157895,0.3157894736842105,risk_regression,21,43,0.5348837209302325,0.46511627906976744
0.6666666666666666,0.6615667074663403,81,38,0.5789473684210527,0.42105263157894735,standard,21,43,0.7441860465116279,0.2558139534883721
0.6419753086419753,0.6337209302325582,81,38,0.5,0.5,frozen_state_budget,22,43,0.7674418604651163,0.23255813953488372
0.6419753086419753,0.6444308445532436,81,38,0.6842105263157895,0.3157894736842105,risk_regression,22,43,0.6046511627906976,0.3953488372093023
0.6419753086419753,0.6337209302325582,81,38,0.5,0.5,standard,22,43,0.7674418604651163,0.23255813953488372
