method,method_type,train_scenario,eval_scenario,run_index,train_seed,evaluation_seed,requested_timesteps,training_timesteps,training_seconds,model_path,actor_parameters,critic_parameters,shared_parameters,total_parameters,episodes,avg_reward,std_reward,avg_steps,success_rate,intercept_rate,leak_rate,avg_total_damage,avg_ammo_used,avg_shots,hit_rate_per_shot,avg_invalid_actions,avg_decision_time_ms,high_threat_leak_rate,avg_zone_weighted_damage,assignment_conflict_rate,overkill_rate,damage_reduction_per_ammo,avg_resource_cost,engagement_rate,actionable_engagement_rate,all_noop_episode_rate
role_conditioned_ar_ppo_order_012,learning,medium,medium,0,8,200,256,256,2.1823076000000583,D:\huang\Programs\防空编组\results\air_defense_v1\task12_factorized_smoke\models\medium\role_conditioned_ar_ppo_order_012_seed8.zip,34946,34945,0,69891,2.0,-60.676920958252694,25.636324358252864,49.0,0.0,0.3,0.5,1.5697295562571183,16.0,16.0,0.09375,0.0,2.0845551016278403,0.3333333333333333,1.5697295562571183,0.0,0.0,0.0742806427306185,17.0,0.10884353741496598,0.9696969696969697,0.0
role_conditioned_ar_ppo_order_012,learning,medium,heterogeneity_pressure,0,8,202,256,256,2.1823076000000583,D:\huang\Programs\防空编组\results\air_defense_v1\task12_factorized_smoke\models\medium\role_conditioned_ar_ppo_order_012_seed8.zip,34946,34945,0,69891,2.0,-27.426591047662377,59.99232194366247,37.0,0.5,0.5,0.4,1.1169818831887477,16.0,16.0,0.15625,0.0,1.8845391893370795,0.0,1.116981883188748,0.0,0.0,0.10577694374108346,15.399999999999999,0.14414414414414414,0.9696969696969697,0.0
factorized_engagement_ar_ppo_order_012,learning,medium,medium,0,8,200,256,256,1.0436890999990283,D:\huang\Programs\防空编组\results\air_defense_v1\task12_factorized_smoke\models\medium\factorized_engagement_ar_ppo_order_012_seed8.zip,34946,34945,0,69891,2.0,-107.3197377717072,21.00649245520163,45.0,0.0,0.1,0.7,2.5073432472942008,16.0,16.0,0.03125,0.0,1.9247311117295693,0.6666666666666666,2.5073432472942008,0.0,0.0,0.015679787040800853,17.0,0.11851851851851852,0.9411764705882353,0.0
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,0,8,202,256,256,1.0436890999990283,D:\huang\Programs\防空编组\results\air_defense_v1\task12_factorized_smoke\models\medium\factorized_engagement_ar_ppo_order_012_seed8.zip,34946,34945,0,69891,2.0,-27.426591047662377,59.99232194366247,37.0,0.5,0.5,0.4,1.1169818831887477,16.0,16.0,0.15625,0.0,1.8518121623610322,0.0,1.116981883188748,0.0,0.0,0.10577694374108346,15.399999999999999,0.14414414414414414,1.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,1,9,204,256,256,1.0485190999970655,D:\huang\Programs\防空编组\results\air_defense_v1\task12_factorized_smoke\models\medium\role_conditioned_ar_ppo_order_012_seed9.zip,34946,34945,0,69891,2.0,-70.73542267101391,57.80643096539768,48.0,0.0,0.3,0.5,1.5356479125323705,16.0,16.0,0.09375,0.0,1.963768749646988,0.5,1.5356479125323705,0.0,0.0,0.07265879187097775,17.0,0.1111111111111111,1.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,heterogeneity_pressure,1,9,206,256,256,1.0485190999970655,D:\huang\Programs\防空编组\results\air_defense_v1\task12_factorized_smoke\models\medium\role_conditioned_ar_ppo_order_012_seed9.zip,34946,34945,0,69891,2.0,-94.50802142288339,32.04562963936019,45.0,0.0,0.1,0.5,2.1497378119056965,16.0,16.0,0.03125,0.0,1.8474211106270861,0.6,2.1497378119056965,0.0,0.0,0.021001859818021936,15.399999999999999,0.11851851851851852,1.0,0.0
factorized_engagement_ar_ppo_order_012,learning,medium,medium,1,9,204,256,256,1.0139797999945586,D:\huang\Programs\防空编组\results\air_defense_v1\task12_factorized_smoke\models\medium\factorized_engagement_ar_ppo_order_012_seed9.zip,34946,34945,0,69891,2.0,-79.33861277298298,49.203240863428604,39.0,0.0,0.3,0.6,1.8321091574906505,16.0,16.0,0.09375,0.0,1.8153307697876022,0.5,1.8321091574906505,0.0,0.0,0.06692930320491694,17.0,0.13675213675213677,0.9696969696969697,0.0
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,1,9,206,256,256,1.0139797999945586,D:\huang\Programs\防空编组\results\air_defense_v1\task12_factorized_smoke\models\medium\factorized_engagement_ar_ppo_order_012_seed9.zip,34946,34945,0,69891,2.0,-91.48174653547922,29.01935475195602,45.0,0.0,0.2,0.5,2.1497378119056965,16.0,16.0,0.0625,0.0,1.9700955556699127,0.6,2.1497378119056965,0.0,0.0,0.03746272870496549,15.399999999999999,0.11851851851851852,1.0,0.0
