method,reference,structural_max,actor_parameters,reference_actor_parameters,actor_parameter_ratio,medium_reward_change,medium_damage_change,time_cost_change,hetero_high_leak_reduction,hetero_high_leak_improved_seeds,hetero_damage_change,hetero_collapsed_unit_total,decision_time_percent_change,structural_zero_pass,actor_capacity_pass,medium_reward_pass,medium_damage_pass,time_cost_pass,hetero_high_leak_mean_pass,hetero_high_leak_seed_pass,hetero_damage_pass,hetero_no_collapsed_units_pass,decision_time_pass,vs_maskable_medium_reward_change,vs_maskable_medium_damage_change,vs_maskable_time_reward_change,vs_maskable_time_cost_change,vs_maskable_hetero_damage_change,vs_discrete_time_cost_change,external_medium_reward_pass,external_medium_damage_pass,external_time_reward_pass,external_time_cost_pass,external_hetero_damage_pass,external_discrete_cost_pass,internal_gate_pass,external_gate_pass,order_robustness_pass,confirmation_100k_eligible
role_conditioned_ar_ppo_order_012,autoregressive_ppo_order_012,0.0,34946,37138,0.9409768969788357,12.273276937556183,-0.12843036362378246,-5.063333333333333,-0.003350986108033749,1,-0.06765389374912179,5,73.51196723613316,True,True,True,True,True,False,False,True,False,False,13.486296216203364,-0.12448742560682557,15.28579722292281,-6.533333333333331,-0.08974882867083189,-10.026666666666666,True,True,True,True,True,True,False,True,False,False
