count,engage_probability_mean,engage_probability_positive_rate,engage_probability_std,eval_scenario,joint_advantage_mean,joint_advantage_positive_rate,joint_advantage_std,method,selected_engage,td_error_mean,td_error_positive_rate,td_error_std,train_seed,value_bias_mean,value_bias_positive_rate,value_bias_std
101,0.11496645536753211,0.42574257425742573,0.1340712813986261,medium,26.55240387099661,1.0,9.131122075602175,factorized_engagement_ar_ppo_order_012,0,0.6757833304630825,0.09900990099009901,3.806703160603882,8,-26.55240387099661,0.0,9.131122075602175
16,0.27020428888499737,1.0,0.025859777841220236,medium,20.344899612414782,1.0,8.561854555129424,factorized_engagement_ar_ppo_order_012,1,2.8260839481381756,0.3125,6.99190504105453,8,-20.344899612414782,0.0,8.561854555129424
