best_epoch,best_validation_mae,inference_seconds,parameter_count,q_mean,q_std,train_seed,variant
4,0.7065486907958984,0.000585800000180825,83457,-26.73447608947754,7.566561222076416,14,full
1,0.5297080874443054,0.0006760999999642081,82177,-26.73447608947754,7.566561222076416,14,no_prefix
4,0.5517368316650391,0.00046640000005027105,81921,-26.73447608947754,7.566561222076416,14,no_mask
2,0.5612674951553345,0.0005422000001544802,71937,-26.73447608947754,7.566561222076416,14,observation_action_only
