method,train_scenario,run_index,train_seed,timesteps,probe_scenario,probe_states,actionable_decisions,engage_probability_mean,noop_probability_mean,noop_margin_mean,engagement_entropy_mean,conditional_target_entropy_mean,deterministic_engagement_rate,probe_value_mean
role_conditioned_ar_ppo_order_012,medium,1,4,5120,all,768,1446,0.4712449312210083,0.5287550687789917,0.9596001505851746,0.6547732353210449,0.8509014844894409,0.0,-19.64283561706543
role_conditioned_ar_ppo_order_012,medium,1,4,5120,heterogeneity_pressure,256,457,0.46192020177841187,0.5380797982215881,0.9620652198791504,0.6605406403541565,0.8193060755729675,0.0,-21.03729820251465
role_conditioned_ar_ppo_order_012,medium,1,4,5120,medium,256,497,0.4602659344673157,0.5397340655326843,0.967924952507019,0.6530880928039551,0.8061099052429199,0.0,-18.868213653564453
role_conditioned_ar_ppo_order_012,medium,1,4,5120,time_pressure,256,492,0.4909968674182892,0.5090031027793884,0.9489006996154785,0.6511183381080627,0.9254958629608154,0.0,-19.022993087768555
role_conditioned_ar_ppo_order_012,medium,1,4,6144,all,768,1446,0.500770092010498,0.49922993779182434,0.8183615803718567,0.6570308804512024,0.8504497408866882,0.0,-25.89994239807129
role_conditioned_ar_ppo_order_012,medium,1,4,6144,heterogeneity_pressure,256,457,0.49084678292274475,0.5091532468795776,0.8272705078125,0.6645325422286987,0.8188596963882446,0.0,-26.917102813720703
role_conditioned_ar_ppo_order_012,medium,1,4,6144,medium,256,497,0.49069198966026306,0.5093080401420593,0.8250950574874878,0.6565727591514587,0.8058828711509705,0.0,-25.499183654785156
role_conditioned_ar_ppo_order_012,medium,1,4,6144,time_pressure,256,492,0.520167887210846,0.4798320531845093,0.8032844066619873,0.6505255699157715,0.9248124361038208,0.0,-25.28353500366211
role_conditioned_ar_ppo_order_012,medium,1,4,7168,all,768,1446,0.39418935775756836,0.6058106422424316,1.2849600315093994,0.6399720311164856,0.8506367802619934,0.0,-29.09199333190918
role_conditioned_ar_ppo_order_012,medium,1,4,7168,heterogeneity_pressure,256,457,0.38618865609169006,0.6138113141059875,1.2788203954696655,0.6424490809440613,0.8189612030982971,0.0,-29.734649658203125
role_conditioned_ar_ppo_order_012,medium,1,4,7168,medium,256,497,0.38489070534706116,0.6151092052459717,1.2888611555099487,0.6360333561897278,0.8059799075126648,0.0,-29.573898315429688
role_conditioned_ar_ppo_order_012,medium,1,4,7168,time_pressure,256,492,0.4110138714313507,0.5889860987663269,1.2867224216461182,0.6416499614715576,0.9251696467399597,0.0,-27.96743392944336
role_conditioned_ar_ppo_order_012,medium,1,4,8192,all,768,1446,0.5054832696914673,0.4945167005062103,0.7986278533935547,0.6606898307800293,0.8504005670547485,0.0,-22.34160614013672
role_conditioned_ar_ppo_order_012,medium,1,4,8192,heterogeneity_pressure,256,457,0.4987454414367676,0.5012545585632324,0.7872180938720703,0.6663525104522705,0.8186216950416565,0.0,-24.38916778564453
role_conditioned_ar_ppo_order_012,medium,1,4,8192,medium,256,497,0.5006403923034668,0.4993596076965332,0.7844215035438538,0.6602271199226379,0.8057461977005005,0.0,-21.960416793823242
role_conditioned_ar_ppo_order_012,medium,1,4,8192,time_pressure,256,492,0.516633927822113,0.48336607217788696,0.8235768675804138,0.6558972597122192,0.9250270128250122,0.0,-20.675235748291016
role_conditioned_ar_ppo_order_012,medium,1,4,9216,all,768,1445,0.6252952218055725,0.3747047781944275,0.2689206898212433,0.624762773513794,0.8499940037727356,0.020761245674740483,-32.494911193847656
role_conditioned_ar_ppo_order_012,medium,1,4,9216,heterogeneity_pressure,256,457,0.6186151504516602,0.38138481974601746,0.2675723731517792,0.6346589922904968,0.8186841607093811,0.01312910284463895,-33.11616516113281
role_conditioned_ar_ppo_order_012,medium,1,4,9216,medium,256,497,0.6183541417121887,0.38164588809013367,0.2670982778072357,0.6272995471954346,0.8057549595832825,0.03822937625754527,-33.20188903808594
role_conditioned_ar_ppo_order_012,medium,1,4,9216,time_pressure,256,491,0.6385385990142822,0.3614614009857178,0.2720203399658203,0.6129838824272156,0.9239153265953064,0.010183299389002037,-31.16668128967285
role_conditioned_ar_ppo_order_012,medium,1,4,10240,all,768,1446,0.5892232060432434,0.41077685356140137,0.430420458316803,0.6385343670845032,0.8503636717796326,0.0,-34.7013053894043
role_conditioned_ar_ppo_order_012,medium,1,4,10240,heterogeneity_pressure,256,457,0.5826314687728882,0.4173685610294342,0.4252728819847107,0.648381769657135,0.8186103105545044,0.0,-34.36698913574219
role_conditioned_ar_ppo_order_012,medium,1,4,10240,medium,256,497,0.5803371071815491,0.4196628928184509,0.4356730878353119,0.6407824158668518,0.8057961463928223,0.0,-35.74052429199219
role_conditioned_ar_ppo_order_012,medium,1,4,10240,time_pressure,256,492,0.6043221950531006,0.3956778347492218,0.4298959970474243,0.6271165013313293,0.9248783588409424,0.0,-33.99639892578125
role_conditioned_ar_ppo_order_012,medium,2,5,0,all,768,1321,0.6697308421134949,0.3302691876888275,-0.00025393415126018226,0.5980640053749084,0.7636092305183411,0.5306585919757759,0.2675720751285553
role_conditioned_ar_ppo_order_012,medium,2,5,0,heterogeneity_pressure,256,419,0.6562785506248474,0.3437214493751526,-0.0003266977146267891,0.6106739044189453,0.6948400139808655,0.5274463007159904,0.21707405149936676
