method,method_type,train_scenario,eval_scenario,run_index,train_seed,evaluation_seed,episode_index,episode_seed,total_reward,steps,num_targets,num_intercepted,num_leaked,total_damage,ammo_used,shots,hits,invalid_actions,unit_decisions,actionable_decisions,engagements,actionable_engagements,all_noop_episode,success,decision_time_seconds,decision_time_ms,high_threat_threshold,num_high_threat_targets,num_high_threat_leaked,high_threat_leak_rate,zone_weighted_damage,engaged_target_events,conflict_target_events,assignment_conflict_rate,overkill_assignments,overkill_rate,intercepted_damage_potential,damage_reduction_per_ammo,resource_cost
role_conditioned_ar_ppo_order_012,learning,medium,medium,1,4,210,6,216,-113.69167072740527,47,5,0,4,2.799722357580175,0,0,0,0,141,139,0,0,True,False,0.1197186999997939,2.547206382974338,0.8,2,1,0.5,2.7997223575801753,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,1,4,210,7,217,-75.19328158966238,50,5,0,3,2.339776052988744,0,0,0,0,150,138,0,0,True,False,0.1253349999897182,2.506699999794364,0.8,2,1,0.5,2.339776052988744,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,1,4,210,8,218,-127.19954363033642,47,5,0,5,3.24998478767788,0,0,0,0,141,137,0,0,True,False,0.1103193999879295,2.3472212763389257,0.8,1,1,1.0,3.24998478767788,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,1,4,210,9,219,-48.6072346479902,50,5,0,3,1.4535744882663386,0,0,0,0,150,148,0,0,True,False,0.1142341000304441,2.284682000608882,0.8,1,0,0.0,1.4535744882663388,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,5,220,0,220,-72.32435794696346,50,5,0,3,2.2441452648987834,0,0,0,0,150,140,0,0,True,False,0.13271429999440443,2.6542859998880886,0.8,3,2,0.6666666666666666,2.2441452648987834,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,5,220,1,221,-105.56483456485587,39,5,0,4,2.555494485495195,0,0,0,0,117,115,0,0,True,False,0.08983319999242667,2.303415384421197,0.8,0,0,0.0,2.555494485495195,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,5,220,2,222,-78.31430083579461,50,5,0,4,2.443810027859821,0,0,0,0,150,132,0,0,True,False,0.14052450002054684,2.8104900004109368,0.8,3,3,1.0,2.443810027859821,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,5,220,3,223,-48.72330526439344,50,5,0,2,1.4574435088131135,0,0,0,0,150,140,0,0,True,False,0.12248479999107076,2.449695999821415,0.8,3,1,0.3333333333333333,1.4574435088131135,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,5,220,4,224,-109.74973305672954,50,5,0,3,2.658324435224317,0,0,0,0,150,140,0,0,True,False,0.1283694999947329,2.567389999894658,0.8,4,3,0.75,2.658324435224317,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,5,220,5,225,-71.67871988405516,50,5,0,3,2.2226239961351713,0,0,0,0,150,139,0,0,True,False,0.10671029999502935,2.134205999900587,0.8,3,1,0.3333333333333333,2.2226239961351713,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,5,220,6,226,-126.08980434133127,39,5,0,4,3.239660144711042,0,0,0,0,117,116,0,0,True,False,0.09837469999911264,2.5224282051054523,0.8,2,2,1.0,3.239660144711042,0,0,0.0,0,0.0,0.0,0.0,0.0
