method,method_type,train_scenario,eval_scenario,run_index,train_seed,evaluation_seed,requested_timesteps,training_timesteps,training_seconds,model_path,actor_parameters,critic_parameters,shared_parameters,total_parameters,episodes,avg_reward,std_reward,avg_steps,success_rate,intercept_rate,leak_rate,avg_total_damage,avg_ammo_used,avg_shots,hit_rate_per_shot,avg_invalid_actions,avg_decision_time_ms,high_threat_leak_rate,avg_zone_weighted_damage,assignment_conflict_rate,overkill_rate,damage_reduction_per_ammo,avg_resource_cost,engagement_rate,actionable_engagement_rate,all_noop_episode_rate
role_conditioned_ar_ppo_order_012,learning,medium,medium,0,3,200,10000,10240,60.65292120000231,D:\huang\Programs\防空编组\results\air_defense_v1\task12_role_diagnostic_10k_5seeds\models\medium\role_conditioned_ar_ppo_order_012_seed3.zip,34946,34945,0,69891,10.0,-81.01985996756336,40.82196970069958,43.7,0.0,0.26,0.52,1.8738176879515946,16.0,16.0,0.08125,0.0,3.2132677345458593,0.5263157894736842,1.8738176879515946,0.0,0.0,0.056251447421839164,17.0,0.12204424103737604,0.9411764705882353,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,1,4,210,10000,10240,56.525754499998584,D:\huang\Programs\防空编组\results\air_defense_v1\task12_role_diagnostic_10k_5seeds\models\medium\role_conditioned_ar_ppo_order_012_seed4.zip,34946,34945,0,69891,10.0,-95.06366547203845,29.182558558678643,45.2,0.0,0.0,0.74,2.518122182401281,0.0,0.0,0.0,0.0,2.4327796461038496,0.5625,2.518122182401281,0.0,0.0,0.0,0.0,0.0,0.0,1.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,5,220,10000,10240,70.342974399995,D:\huang\Programs\防空编组\results\air_defense_v1\task12_role_diagnostic_10k_5seeds\models\medium\role_conditioned_ar_ppo_order_012_seed5.zip,34946,34945,0,69891,10.0,-91.25569800080972,23.538366425080163,47.5,0.0,0.0,0.68,2.4668566000269907,0.0,0.0,0.0,0.0,2.4560395789663554,0.72,2.4668566000269907,0.0,0.0,0.0,0.0,0.0,0.0,1.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,3,6,230,10000,10240,65.88152119999722,D:\huang\Programs\防空编组\results\air_defense_v1\task12_role_diagnostic_10k_5seeds\models\medium\role_conditioned_ar_ppo_order_012_seed6.zip,34946,34945,0,69891,10.0,-66.41714656423106,43.02297080256638,45.7,0.1,0.32,0.5,1.701432009580019,15.7,15.7,0.10191082802547771,0.0,2.7015218818501654,0.6428571428571429,1.701432009580019,0.0,0.0,0.07442410260794577,16.85,0.11451495258935084,0.8051282051282052,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,4,7,240,10000,10240,68.88675350000267,D:\huang\Programs\防空编组\results\air_defense_v1\task12_role_diagnostic_10k_5seeds\models\medium\role_conditioned_ar_ppo_order_012_seed7.zip,34946,34945,0,69891,10.0,-86.6669263189014,28.394806844772276,46.1,0.0,0.0,0.7,2.318564210630047,0.0,0.0,0.0,0.0,2.5566329716593925,0.6190476190476191,2.3185642106300466,0.0,0.0,0.0,0.0,0.0,0.0,1.0
