budget_mean,classification_loss,cost_loss,epoch,fold,loss,mode,model_seed,objective,safety_loss,validation_balanced_accuracy,worst_block_loss
0.6818801760673523,0.9430429935455322,0.4017695188522339,0,0,1.7267769575119019,state_budget,20,standard,0.3812825679779053,0.6875,0.0
0.6790500283241272,0.9007281064987183,0.20238229632377625,1,0,1.420576810836792,state_budget,20,standard,0.31678733229637146,0.7868589743589743,0.0
0.6783609986305237,0.8537149429321289,0.22661080956459045,2,0,1.3680680990219116,state_budget,20,standard,0.28706395626068115,0.8237179487179487,0.0
0.6895115971565247,0.8026878833770752,0.2606358230113983,3,0,1.3314225673675537,state_budget,20,standard,0.26740941405296326,0.8477564102564102,0.0
0.7065585255622864,0.751685380935669,0.2372186779975891,4,0,1.2299715280532837,state_budget,20,standard,0.24036099016666412,0.8349358974358974,0.0
0.7282127737998962,0.7037093043327332,0.2066979706287384,5,0,1.1298221349716187,state_budget,20,standard,0.2186865359544754,0.8221153846153846,0.0
0.7499342560768127,0.6621356010437012,0.19732345640659332,6,0,1.0751731395721436,state_budget,20,standard,0.2149641066789627,0.8301282051282051,0.0
0.7702332735061646,0.6281635165214539,0.2097492516040802,7,0,1.062947154045105,state_budget,20,standard,0.2242642492055893,0.8301282051282051,0.0
0.7939563989639282,0.6071671843528748,0.22475145757198334,8,0,1.0744664669036865,state_budget,20,standard,0.241753950715065,0.8301282051282051,0.0
0.8247001767158508,0.5883947014808655,0.22598224878311157,9,0,1.0777325630187988,state_budget,20,standard,0.2625308632850647,0.8301282051282051,0.0
0.8613818287849426,0.5727878212928772,0.21587331593036652,10,0,1.0660380125045776,state_budget,20,standard,0.27651548385620117,0.8301282051282051,0.0
0.9001114964485168,0.5610416531562805,0.20367293059825897,11,0,1.0412660837173462,state_budget,20,standard,0.27565130591392517,0.8221153846153846,0.0
0.9405471086502075,0.5520261526107788,0.19547796249389648,12,0,1.012861967086792,state_budget,20,standard,0.2644173502922058,0.8221153846153846,0.0
0.986180305480957,0.5451282858848572,0.19406171143054962,13,0,0.9902073740959167,state_budget,20,standard,0.2500312328338623,0.8221153846153846,0.0
1.0368034839630127,0.5425249338150024,0.19782474637031555,14,0,0.9756113886833191,state_budget,20,standard,0.23422490060329437,0.8477564102564102,0.0
1.082247018814087,0.5433340072631836,0.19927342236042023,15,0,0.9627346396446228,state_budget,20,standard,0.21904496848583221,0.8477564102564102,0.0
1.1169191598892212,0.5440900325775146,0.19262976944446564,16,0,0.943379819393158,state_budget,20,standard,0.20554311573505402,0.8477564102564102,0.0
1.1401809453964233,0.5441461205482483,0.18064717948436737,17,0,0.9198110699653625,state_budget,20,standard,0.19387759268283844,0.8477564102564102,0.0
1.1573617458343506,0.5446411967277527,0.17105938494205475,18,0,0.9004487991333008,state_budget,20,standard,0.1835908740758896,0.8477564102564102,0.0
1.1709824800491333,0.5455071926116943,0.16831137239933014,19,0,0.8908551335334778,state_budget,20,standard,0.17586557567119598,0.8349358974358974,0.0
1.1816662549972534,0.5450718402862549,0.17060674726963043,20,0,0.888075590133667,state_budget,20,standard,0.17121532559394836,0.8349358974358974,0.0
