accuracy,balanced_accuracy,best_epoch,best_validation_score,count,engage_count,engage_recall,false_noop_rate,label_mean,label_scale,method,noop_count,noop_recall,parameter_count,test_inference_seconds,train_seed,wasteful_engage_rate
1.0,nan,4,1.3495121416453724,6,0,nan,nan,-18.079374313354492,18.275224685668945,mean_return,6,1.0,77186,0.000651999999945474,17,0.0
1.0,nan,4,1.3495120778649283,6,0,nan,nan,-18.079376220703125,18.275224685668945,risk_constraint,6,1.0,77186,0.0006230999999843334,17,0.0
