best_epoch,best_validation_score,objective,parameter_count,q_mean,q_std,test_inference_seconds,train_seed,training_pairs
33,1.0005602254625394,absolute_mse,83457,-22.978137969970703,16.498519897460938,0.0006999999968684278,14,353
35,0.9835820526473368,absolute_mse,83457,-22.978137969970703,16.498519897460938,0.0006611000062548555,15,353
40,0.9932007877323044,absolute_mse,83457,-22.978137969970703,16.498519897460938,0.0008936999947763979,16,353
29,0.9688019780994396,difference_aware,83457,-22.978137969970703,16.498519897460938,0.0010608000011416152,14,353
35,0.9491945230253485,difference_aware,83457,-22.978137969970703,16.498519897460938,0.0015845000016270205,15,353
39,0.9535938966762958,difference_aware,83457,-22.978137969970703,16.498519897460938,0.001010599997243844,16,353
