context_id,scenario,policy_seed,slot,environment_seed,environment_step,unit_index,unit_type,unit_cost,legal_targets,target_probabilities,repeat_count,actual_extra_transitions,sub_shot_mean,sub_shot_standard_error,sub_shot_lower,sub_shot_upper,sub_cost_mean,sub_cost_standard_error,sub_cost_lower,sub_cost_upper,future_cost_composition_advantage_mean,future_cost_composition_advantage_standard_error,future_cost_composition_advantage_lower,future_cost_composition_advantage_upper,immediate_cost_difference_mean,immediate_cost_difference_standard_error,immediate_cost_difference_lower,immediate_cost_difference_upper,total_cost_difference_mean,total_cost_difference_standard_error,total_cost_difference_lower,total_cost_difference_upper,reuse_probe_mean,reuse_probe_standard_error,reuse_probe_lower,reuse_probe_upper,reuse_total_mean,reuse_total_standard_error,reuse_total_lower,reuse_total_upper,option_edge_mean,option_edge_standard_error,option_edge_lower,option_edge_upper,option_threat_mean,option_threat_standard_error,option_threat_lower,option_threat_upper,ammo_gain_damage_mean,ammo_gain_damage_standard_error,ammo_gain_damage_lower,ammo_gain_damage_upper,ammo_gain_leaks_mean,ammo_gain_leaks_standard_error,ammo_gain_leaks_lower,ammo_gain_leaks_upper,maximum_decomposition_residual,reliable_opportunity
time_pressure_seed8_safety00_e06_t29_u2,time_pressure,8,safety,886997740,29,2,laser,0.5,4,1,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
time_pressure_seed8_resource00_e08_t04_u0,time_pressure,8,resource,886997742,4,0,missile,2.0,"0,1,2,4","0.242623955011,0.243662342429,0.257118195295,0.256595522165",2,462,0.9935332834720612,0.006466582417488098,0.9808587819337845,1.006207785010338,1.9967666417360306,0.003233291208744049,1.9904293909668922,2.0031038925051687,1.9967666417360306,0.003233291208744049,1.9904293909668922,2.0031038925051687,1.9358511827886105,0.06414887681603432,1.8101193842291832,2.0615829813480375,-0.06091545894742012,0.06091558560729026,-0.18031000673770903,0.05847908884286879,1.0000000149011612,0.0,1.0000000149011612,1.0000000149011612,1.0000000149011612,0.0,1.0000000149011612,1.0000000149011612,4.127778626978397,0.11484538763761519,3.9026816672086717,4.352875586748123,0.6282977685332298,0.3717022463679313,-0.10023863434791558,1.3568341714143752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
