context_id,scenario,policy_seed,slot,target_index,target_probability,repeat_count,sub_shot_mean,sub_shot_standard_error,sub_shot_lower,sub_shot_upper,sub_cost_mean,sub_cost_standard_error,sub_cost_lower,sub_cost_upper,reuse_probe_mean,reuse_probe_standard_error,reuse_probe_lower,reuse_probe_upper,reuse_total_mean,reuse_total_standard_error,reuse_total_lower,reuse_total_upper,option_edge_mean,option_edge_standard_error,option_edge_lower,option_edge_upper,option_threat_mean,option_threat_standard_error,option_threat_lower,option_threat_upper,ammo_gain_damage_mean,ammo_gain_damage_standard_error,ammo_gain_damage_lower,ammo_gain_damage_upper,ammo_gain_leaks_mean,ammo_gain_leaks_standard_error,ammo_gain_leaks_lower,ammo_gain_leaks_upper
time_pressure_seed8_resource00_e08_t04_u0,time_pressure,8,resource,0,0.2426239550113678,2,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.5,0.5,3.52,5.48,0.5,0.5,-0.48,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed8_resource00_e08_t04_u0,time_pressure,8,resource,1,0.24366234242916107,2,1.5,0.5,0.52,2.48,2.25,0.25,1.76,2.74,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.5,0.5,2.52,4.48,0.5,0.5,-0.48,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed8_resource00_e08_t04_u0,time_pressure,8,resource,2,0.25711819529533386,2,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,4.0,4.0,0.5,0.5,-0.48,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed8_resource00_e08_t04_u0,time_pressure,8,resource,4,0.25659552216529846,2,0.5,0.5,-0.48,1.48,1.75,0.25,1.26,2.24,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.5,0.5,3.52,5.48,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed8_safety00_e06_t29_u2,time_pressure,8,safety,4,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
