context_id,scenario,policy_seed,slot,environment_seed,environment_step,unit_index,unit_type,unit_cost,legal_targets,target_probabilities,repeat_count,actual_extra_transitions,sub_shot_mean,sub_shot_standard_error,sub_shot_lower,sub_shot_upper,sub_cost_mean,sub_cost_standard_error,sub_cost_lower,sub_cost_upper,future_cost_composition_advantage_mean,future_cost_composition_advantage_standard_error,future_cost_composition_advantage_lower,future_cost_composition_advantage_upper,immediate_cost_difference_mean,immediate_cost_difference_standard_error,immediate_cost_difference_lower,immediate_cost_difference_upper,total_cost_difference_mean,total_cost_difference_standard_error,total_cost_difference_lower,total_cost_difference_upper,reuse_probe_mean,reuse_probe_standard_error,reuse_probe_lower,reuse_probe_upper,reuse_total_mean,reuse_total_standard_error,reuse_total_lower,reuse_total_upper,option_edge_mean,option_edge_standard_error,option_edge_lower,option_edge_upper,option_threat_mean,option_threat_standard_error,option_threat_lower,option_threat_upper,ammo_gain_damage_mean,ammo_gain_damage_standard_error,ammo_gain_damage_lower,ammo_gain_damage_upper,ammo_gain_leaks_mean,ammo_gain_leaks_standard_error,ammo_gain_leaks_lower,ammo_gain_leaks_upper,maximum_decomposition_residual,reliable_opportunity
time_pressure_seed10_resource03_e04_t04_u0,time_pressure,10,resource,887017738,4,0,missile,2.0,"0,1,2,3","0.24352478981,0.257091462612,0.264686942101,0.234696775675",32,7001,0.9623147062957287,0.04230595465021601,0.8793950351813054,1.045234377410152,1.981157367117703,0.021152977726532834,1.9396975307736986,2.0226172034617074,1.981157367117703,0.021152977726532834,1.9396975307736986,2.0226172034617074,1.999999899417162,4.9620440943737615e-09,1.9999998896915556,1.9999999091427683,0.01884253229945898,0.021152977191299875,-0.022617302995488774,0.060302367594406735,0.9999999701976776,0.0,0.9999999701976776,0.9999999701976776,0.9522070372477174,0.03488378441210246,0.8838348197999966,1.0205792546954382,5.457219501025975,1.3939673247771391,2.7250435444627823,8.189395457589168,0.0,0.0,0.0,0.0,0.12615039697266844,0.053578001914902515,0.021137513219459517,0.23116328072587738,0.0,0.0,0.0,0.0,0.0,False
time_pressure_seed10_resource04_e01_t04_u0,time_pressure,10,resource,887017735,4,0,missile,2.0,"0,1","0.521797895432,0.478202074766",32,6148,0.951081708073616,0.17451228162538623,0.609037636087859,1.293125780059373,1.975540873594582,0.08725614043931394,1.8045188383335267,2.1465629088556373,1.975540873594582,0.08725614043931394,1.8045188383335267,2.1465629088556373,1.8648032587952912,0.0339232056717575,1.7983137756786465,1.931292741911936,-0.1107376147992909,0.07582515182564155,-0.2593549123775483,0.03787968277896653,0.9999999701976776,0.0,0.9999999701976776,0.9999999701976776,0.9347752332687378,0.04537087121951103,0.8458483256784962,1.0237021408589795,3.9374576341360807,0.5373197229159835,2.8843109772207534,4.990604291051408,0.5217556469142437,0.35076545393890346,-0.1657446428060071,1.2092559366344946,0.14119897629954936,0.05435624471506016,0.034660736658031446,0.2477372159410673,0.046193813905119896,0.034201628405847596,-0.020841377770341396,0.11322900558058119,0.0,False
time_pressure_seed10_resource05_e09_t04_u1,time_pressure,10,resource,887017743,4,1,missile,2.0,4,1,32,2059,0.78125,0.19946690545292906,0.39029486531225904,1.172205134687741,1.890625,0.09973345272646453,1.6951474326561295,2.0861025673438705,1.890625,0.09973345272646453,1.6951474326561295,2.0861025673438705,2.0,0.0,2.0,2.0,0.109375,0.09973345272646453,-0.08610256734387048,0.30485256734387045,1.0,0.0,1.0,1.0,0.5,0.20576372293827536,0.09670310304098029,0.9032968969590197,2.40625,0.7684024260154645,0.9001812450096895,3.9123187549903102,2.8125,0.4927651979620523,1.8466802119943775,3.7783197880056223,0.2314661223457882,0.07216681382646979,0.09001916724590742,0.372913077445669,0.15625,0.06521328221627366,0.028431966856103635,0.2840680331438964,0.0,True
heterogeneity_pressure_seed8_safety00_e00_t23_u2,heterogeneity_pressure,8,safety,1451868365,23,2,laser,0.25,"0,1,2,3,4","0.193481907248,0.196906805038,0.207509741187,0.199458792806,0.20264275372",32,4211,0.3173954375088215,0.11888063311271363,0.08438939660790279,0.5504014784097402,0.26424785607960094,0.09863965672956214,0.07091412888965914,0.45758158326954274,0.26424785607960105,0.09863965672956214,0.07091412888965926,0.45758158326954285,0.25,0.0,0.25,0.25,-0.01424785607960094,0.09863965672956214,-0.20758158326954274,0.17908587111034086,0.05601532058790326,0.03924224155156246,-0.020899472853159157,0.13293011402896568,0.05601532058790326,0.03924224155156246,-0.020899472853159157,0.13293011402896568,0.05601532058790326,0.03924224155156246,-0.020899472853159157,0.13293011402896568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,False
heterogeneity_pressure_seed8_safety01_e00_t23_u1,heterogeneity_pressure,8,safety,1451868365,23,1,missile,1.5,"0,1,2,3,4","0.194617137313,0.196971639991,0.20663253963,0.199752792716,0.202025860548",32,3700,0.5893421131186187,0.15180786686830408,0.29179869405674275,0.8868855321804947,0.931946804141626,0.21883845974258379,0.5030234230461619,1.3608701852370901,0.931946804141626,0.21883845974258379,0.5030234230461619,1.3608701852370901,1.4999999525025487,6.478357535230484e-10,1.4999999512327906,1.4999999537723068,0.5680531483609227,0.21883845978189792,0.13912976718840275,0.9969765295334426,0.3126604799181223,0.0788050227660194,0.15820263529672426,0.4671183245395203,0.12599326949566603,0.08724942290815546,-0.04501559940431868,0.2970021383956507,0.9566701576113701,0.2964475867283623,0.37563288762378,1.5377074275989602,-0.2315339013002813,0.1641343834812006,-0.5532372929234345,0.09016949032287191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6645352591003757e-15,False
heterogeneity_pressure_seed8_safety02_e00_t23_u0,heterogeneity_pressure,8,safety,1451868365,23,0,missile,2.8,"0,1,2,3,4","0.193355768919,0.197914600372,0.207101762295,0.198972806334,0.202655076981",32,3801,1.1272854092530906,0.3264718108780679,0.4874006599320775,1.7671701585741038,2.837254738039336,0.27371923510877244,2.300765037226142,3.37374443885253,2.837254738039336,0.27371923510877244,2.300765037226142,3.37374443885253,2.8000000476604328,1.5589336864474034e-09,2.8000000446049227,2.800000050715943,-0.03725469037890322,0.27371923524039365,-0.5737443914500748,0.49923501069226833,0.4869878455065191,0.06279626051676418,0.3639071748936613,0.6100685161193768,-0.36166517809033394,0.17133176227001395,-0.6974754321395613,-0.02585492404110662,-0.35056883189827204,0.5323453164789165,-1.3939656521969483,0.6928279884004043,0.023303337395191193,0.05514990407869901,-0.08479047459905886,0.13139714938944125,0.024017717848879447,0.01767219743454431,-0.010619789122827399,0.05865522482058629,0.03758297162130475,0.027653488930446436,-0.01661786668237026,0.09178380992497975,3.9968028886505635e-15,False
heterogeneity_pressure_seed8_safety03_e07_t40_u2,heterogeneity_pressure,8,safety,1451868372,40,2,laser,0.25,"0,1","0.505562186241,0.494437813759",32,1179,0.0473964549601078,0.03486841703703897,-0.020945642432488573,0.11573855235270418,0.0718846233561635,0.05300812852705359,-0.03201130855686153,0.1757805552691885,0.0718846233561635,0.05300812852705359,-0.03201130855686153,0.1757805552691885,0.25,0.0,0.25,0.25,0.1781153766438365,0.05300812852705359,0.07421944473081148,0.2820113085568615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
heterogeneity_pressure_seed8_safety04_e07_t40_u1,heterogeneity_pressure,8,safety,1451868372,40,1,missile,1.5,"0,1,3","0.339660346508,0.332322657108,0.328016966581",32,1395,0.7843958921730518,0.2461770541867234,0.301888865967074,1.2669029183790297,1.062399780238047,0.28255350927774336,0.50859490205367,1.616204658422424,1.062399780238047,0.28255350927774336,0.50859490205367,1.616204658422424,1.4999999525025487,6.478357535230484e-10,1.4999999512327906,1.4999999537723068,0.4376001722645019,0.2825535094615474,-0.11620470628013102,0.9914050508091348,0.062270695343613625,0.03477423630373506,-0.005886807811707084,0.13042819849893433,0.02027175761759281,0.036346614594723714,-0.05096760698806567,0.09151112222325129,0.25828154757618904,0.16640047142118228,-0.06786337640932821,0.5844264715617062,-0.06299840658903122,0.0629984065890312,-0.18647528350353237,0.060478470325469935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,False
heterogeneity_pressure_seed8_safety05_e07_t40_u0,heterogeneity_pressure,8,safety,1451868372,40,0,missile,2.8,"0,1,3","0.341136336327,0.331328094006,0.32753559947",32,1340,0.5308716855943203,0.2369985938336609,0.06635444168034493,0.9953889295082956,1.1524976987857372,0.30487700881734947,0.5549387615037322,1.750056636067742,1.1524976987857372,0.30487700881734947,0.5549387615037322,1.750056636067742,2.7737319584004574,0.010963400433608382,2.752243693550585,2.79522022325033,1.6212342596147202,0.3040876276058632,1.0252225095072283,2.217246009722212,0.10367898270487785,0.05044383899905865,0.004809058266722899,0.2025489071430328,0.021321021020412445,0.06125254138519516,-0.09873396009457007,0.14137600213539497,0.2506620613858104,0.16008854717512636,-0.0631114910774373,0.564435613849058,-0.061768471263349056,0.061768471263349056,-0.18283467493951322,0.05929773241281509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3322676295501878e-15,False
heterogeneity_pressure_seed8_resource00_e10_t49_u0,heterogeneity_pressure,8,resource,1451868375,49,0,missile,2.8,"0,2","0.490330338478,0.509669661522",32,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7921875,0.0078125,2.776875,2.8074999999999997,2.7921875,0.0078125,2.776875,2.8074999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
heterogeneity_pressure_seed8_resource01_e04_t45_u0,heterogeneity_pressure,8,resource,1451868369,45,0,missile,2.8,"2,3","0.518641769886,0.481358230114",32,334,-0.5626039933413267,0.2018797954597608,-0.9582883924424579,-0.16691959424019553,-0.5505960359238088,0.31787216614206726,-1.1736254815622607,0.07243340971464307,-0.5505960359238088,0.31787216614206726,-1.1736254815622607,0.07243340971464307,2.775979944691062,0.010591598520333477,2.7552204115912082,2.7967394777909154,3.3265759806148703,0.317567223368369,2.704144222812867,3.9490077384168734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
heterogeneity_pressure_seed8_resource02_e10_t48_u0,heterogeneity_pressure,8,resource,1451868375,48,0,missile,2.8,"0,2","0.490520834923,0.509479224682",32,289,0.3590787425637245,0.09318939154510963,0.17642753513530965,0.5417299499921394,1.2245556394569574,0.24262813651782564,0.7490044918820192,1.7001067870318955,1.2245556394569574,0.24262813651782564,0.7490044918820192,1.7001067870318955,2.7765627069398757,0.013087862241956289,2.7509104969456413,2.80221491693411,1.552007067482918,0.2422006563204726,1.0772937810947918,2.0267203538710445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
heterogeneity_pressure_seed8_resource03_e04_t44_u0,heterogeneity_pressure,8,resource,1451868369,44,0,missile,2.8,"2,3","0.518556058407,0.481443911791",32,535,0.5451354132965207,0.2546872792705651,0.04594834592621311,1.0443224806668283,1.4016595299821346,0.5037084740387094,0.41439092086626417,2.388928139098005,1.4016595299821346,0.5037084740387094,0.41439092086626417,2.388928139098005,2.7600675803609187,0.013274808400827344,2.734048955895297,2.7860862048265402,1.3584080503787845,0.5000599633829526,0.3782905221481976,2.3385255786093717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,False
heterogeneity_pressure_seed8_resource04_e10_t47_u0,heterogeneity_pressure,8,resource,1451868375,47,0,missile,2.8,"0,2","0.490711838007,0.509288191795",32,408,0.6090847123414278,0.12043796039136795,0.3730263099743466,0.845143114708509,1.3245645679067821,0.24270526594240271,0.8488622466596728,1.8002668891538915,1.3245645679067821,0.24270526594240271,0.8488622466596728,1.8002668891538915,2.7687501041684293,0.01484971597551041,2.739644660856429,2.7978555474804296,1.4441855362616476,0.2377345172311329,0.9782258824886272,1.910145190034668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,False
heterogeneity_pressure_seed8_resource05_e09_t49_u0,heterogeneity_pressure,8,resource,1451868374,49,0,missile,2.8,"1,2","0.499470382929,0.500529646873",32,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7609376050997527,0.01630331877252045,2.7289831003056126,2.792892109893893,2.7609376050997527,0.01630331877252045,2.7289831003056126,2.792892109893893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
heterogeneity_pressure_seed9_safety00_e02_t45_u2,heterogeneity_pressure,9,safety,1451878367,45,2,laser,0.25,4,1,32,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
heterogeneity_pressure_seed9_safety01_e00_t26_u2,heterogeneity_pressure,9,safety,1451878365,26,2,laser,0.25,"2,4","0.500317573547,0.499682426453",32,2040,1.0,0.0,1.0,1.0,0.25,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.8750793933868408,0.038860990420280454,0.7989118521630911,0.9512469346105905,0.8750793933868408,0.038860990420280454,0.7989118521630911,0.9512469346105905,1.3594841659069061,0.1542859642628034,1.0570836759518114,1.6618846558620008,0.0,0.0,0.0,0.0,0.09122675507704098,0.0316591900330766,0.02917474261221084,0.1532787675418711,0.0,0.0,0.0,0.0,0.0,False
heterogeneity_pressure_seed9_safety02_e00_t25_u2,heterogeneity_pressure,9,safety,1451878365,25,2,laser,0.25,"2,3,4","0.332841843367,0.334721326828,0.332436859608",32,3362,0.9999999701976776,0.0,0.9999999701976776,0.9999999701976776,0.2499999925494194,0.0,0.2499999925494194,0.2499999925494194,0.2499999925494194,0.0,0.2499999925494194,0.2499999925494194,0.2500000074505806,0.0,0.2500000074505806,0.2500000074505806,1.4901161193847656e-08,0.0,1.4901161193847656e-08,1.4901161193847656e-08,1.0000000298023224,0.0,1.0000000298023224,1.0000000298023224,1.0000000298023224,0.0,1.0000000298023224,1.0000000298023224,2.8643051087856293,0.26213337046109547,2.3505237026818824,3.378086514889376,0.0,0.0,0.0,0.0,0.17799802042938756,0.04807517704766428,0.08377067341596557,0.27222536744280956,0.0,0.0,0.0,0.0,0.0,True
heterogeneity_pressure_seed9_safety03_e02_t44_u2,heterogeneity_pressure,9,safety,1451878367,44,2,laser,0.25,4,1,32,188,0.03125,0.03125,-0.03,0.0925,0.0078125,0.0078125,-0.0075,0.023125,0.0078125,0.0078125,-0.0075,0.023125,0.25,0.0,0.25,0.25,0.2421875,0.0078125,0.226875,0.2575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
heterogeneity_pressure_seed9_safety04_e00_t24_u2,heterogeneity_pressure,9,safety,1451878365,24,2,laser,0.25,"2,3,4","0.33283239603,0.334554046392,0.332613587379",32,3415,0.9687499403953552,0.03125,0.9074999403953552,1.0299999403953553,0.2421874850988388,0.0078125,0.2268749850988388,0.2574999850988388,0.2421874850988388,0.0078125,0.2268749850988388,0.2574999850988388,0.2500000074505806,0.0,0.2500000074505806,0.2500000074505806,0.00781252235174179,0.0078125,-0.007499977648258209,0.02312502235174179,0.9375068657100201,0.034899299384034584,0.8691042389173123,1.0059094925027279,0.9375068657100201,0.034899299384034584,0.8691042389173123,1.0059094925027279,2.3124266546219587,0.24404588344831665,1.834096723063258,2.7907565861806596,0.0,0.0,0.0,0.0,0.11257798439563013,0.037115272462000824,0.03983205037010852,0.18532391842115176,0.0,0.0,0.0,0.0,0.0,False
heterogeneity_pressure_seed9_safety05_e00_t23_u2,heterogeneity_pressure,9,safety,1451878365,23,2,laser,0.25,"2,3,4","0.332817256451,0.334391504526,0.332791209221",32,3307,0.9166498146951199,0.05396046009382896,0.8108873129112151,1.0224123164790246,0.22916245367377996,0.01349011502345724,0.20272182822780377,0.25560307911975616,0.22916245367377996,0.01349011502345724,0.20272182822780377,0.25560307911975616,0.2499999925494194,0.0,0.2499999925494194,0.2499999925494194,0.02083753887563944,0.01349011502345724,-0.00560308657033675,0.04727816432161563,0.8750507971271873,0.05343688167684327,0.7703145090405744,0.9797870852138001,0.8750507971271873,0.05343688167684327,0.7703145090405744,0.9797870852138001,2.125102397054434,0.34740856025337874,1.4441816189578116,2.806023175151056,0.0,0.0,0.0,0.0,0.11369117421941445,0.037422335312260024,0.040343397007384804,0.1870389514314441,0.0,0.0,0.0,0.0,0.0,False
heterogeneity_pressure_seed9_resource00_e02_t04_u0,heterogeneity_pressure,9,resource,1451878367,4,0,missile,2.8,2,1,32,4017,0.875,0.20453527182213543,0.47411086722861456,1.2758891327713855,2.76875,0.05113381795553386,2.6685277168071533,2.8689722831928464,2.76875,0.05113381795553386,2.6685277168071533,2.8689722831928464,2.6125,0.01944284427619547,2.5743920252186565,2.650607974781343,-0.15625,0.04860711069048868,-0.25151993695335784,-0.06098006304664219,1.0,0.0,1.0,1.0,0.46875,0.24173588876986143,-0.005052341988928399,0.9425523419889283,1.0625,0.338811668592145,0.3984291295593958,1.7265708704406042,0.0,0.0,0.0,0.0,0.016929930899944563,0.016929930899944563,-0.01625273366394678,0.05011259546383591,0.0,0.0,0.0,0.0,0.0,False
heterogeneity_pressure_seed9_resource01_e10_t04_u0,heterogeneity_pressure,9,resource,1451878375,4,0,missile,2.8,"0,1,2,4","0.247945338488,0.243829280138,0.247539117932,0.260686218739",32,10872,0.9286730652675033,0.020488279417770556,0.8885160376086729,0.9688300929263336,2.7821682872716336,0.005122072207710416,2.7721290257445212,2.792207548798746,2.7821682872716336,0.005122072207710416,2.7721290257445212,2.792207548798746,2.7821680168155583,0.005122072207710416,2.772128755288446,2.7922072783426706,-2.704560753130636e-07,0.0,-2.704560753130636e-07,-2.704560753130636e-07,0.9999999552965164,0.0,0.9999999552965164,0.9999999552965164,0.9845033716410398,0.015496583655476568,0.9541300676763058,1.0148766756057739,4.7568104467354715,0.697015060182893,3.390660928777001,6.122959964693942,0.0,0.0,0.0,0.0,0.12971231558506688,0.04111361155635183,0.049129636934617305,0.21029499423551645,0.0,0.0,0.0,0.0,0.0,False
heterogeneity_pressure_seed9_resource02_e07_t04_u0,heterogeneity_pressure,9,resource,1451878372,4,0,missile,2.8,"0,1,2,3,4","0.197766125202,0.196688532829,0.206107378006,0.196232423186,0.203205525875",32,12140,0.8522034049965441,0.03776896062338962,0.7781762421747005,0.9262305678183878,2.7630508564878253,0.009442240231799244,2.744544065633499,2.7815576473421517,2.7630508564878253,0.009442240231799244,2.744544065633499,2.7815576473421517,2.7630507700610902,0.009442240231799244,2.744543979206764,2.7815575609154166,-8.642673510195209e-08,0.0,-8.642673510195209e-08,-8.642673510195209e-08,0.9999999850988388,0.0,0.9999999850988388,0.9999999850988388,0.9999999850988388,0.0,0.9999999850988388,0.9999999850988388,6.8299206998199224,0.924195334668455,5.018497843869751,8.641343555770094,-0.3809537496417761,0.2118272100186757,-0.7961350812783805,0.03422758199482828,0.2096527898510145,0.06628831954628725,0.07972768354029147,0.3395778961617375,0.1313022426329553,0.05653256011814277,0.020498424801395493,0.24210606046451513,0.0,True
heterogeneity_pressure_seed9_resource03_e02_t02_u0,heterogeneity_pressure,9,resource,1451878367,2,0,missile,2.8,2,1,32,4102,0.8125,0.2783791653077136,0.2668768359968813,1.3581231640031186,1.8937499999999998,0.12232521269668947,1.6539925831144884,2.1335074168855113,1.8937499999999998,0.12232521269668947,1.6539925831144884,2.1335074168855113,1.7140624999999998,0.11090341934484722,1.4966917980840992,1.9314332019159004,-0.1796875,0.0703125,-0.3175,-0.041874999999999996,1.0,0.0,1.0,1.0,0.75,0.29784169859063525,0.16623027076235497,1.3337697292376451,1.40625,0.4874625192374182,0.4508234622946604,2.3616765377053395,0.0,0.0,0.0,0.0,0.0,0.018487316231948,-0.03623513981461808,0.03623513981461808,0.0,0.0,0.0,0.0,0.0,False
heterogeneity_pressure_seed9_resource04_e08_t04_u0,heterogeneity_pressure,9,resource,1451878373,4,0,missile,2.8,"1,2,4","0.337332725525,0.330158919096,0.332508414984",32,10013,0.8245292427018285,0.04456664332471784,0.7371786217853815,0.9118798636182754,2.7561322827357797,0.011141661733856266,2.734294625737421,2.777969939734138,2.7561322827357797,0.011141661733856266,2.734294625737421,2.777969939734138,2.7561326433438804,0.011141661733856266,2.734294986345522,2.777970300342239,3.606081007134776e-07,0.0,3.606081007134776e-07,3.606081007134776e-07,1.0000000596046448,0.0,1.0000000596046448,1.0000000596046448,1.0000000596046448,0.0,1.0000000596046448,1.0000000596046448,4.294458582997322,0.40810368237931405,3.4945753655338665,5.094341800460778,1.3433633903041482,0.3156585870342841,0.7246725597169513,1.962054220891345,0.0712747250292324,0.036597658343253174,-0.0004566853235438151,0.14300613538200863,0.03125000186264515,0.03125000186264514,-0.03000000178813933,0.09250000551342963,0.0,False
heterogeneity_pressure_seed9_resource05_e10_t02_u0,heterogeneity_pressure,9,resource,1451878375,2,0,missile,2.8,"0,1,2,4","0.248232573271,0.243785351515,0.2473243922,0.260657668114",32,11686,0.7586411442607641,0.05554130224036254,0.6497801918696535,0.8675020966518747,2.739660350838676,0.01388532603107364,2.7124451118177717,2.7668755898595805,2.739660350838676,0.01388532603107364,2.7124451118177717,2.7668755898595805,2.7377208721823987,0.013748224807754223,2.7107743515592,2.764667392805597,-0.0019394786562771382,0.0019393169786781164,-0.005740539934486246,0.00186158262193197,0.9999999850988388,0.0,0.9999999850988388,0.9999999850988388,0.984485449269414,0.015514535829424855,0.9540769590437412,1.0148939394950867,4.340572791174054,0.6101982934713991,3.1445841359701117,5.536561446377997,-0.3956638793461025,0.23835216957858257,-0.8628341317201242,0.07150637302791935,0.12555950381204958,0.03682828418248239,0.05337606681438409,0.19774294080971508,0.0387293160893023,0.02532088658600254,-0.010899621619262674,0.08835825379786727,0.0,True
heterogeneity_pressure_seed10_safety00_e10_t40_u2,heterogeneity_pressure,10,safety,1451888375,40,2,laser,0.25,"0,2,3,4","0.256221443415,0.248797863722,0.254653483629,0.240327164531",32,1632,-0.01856288267299533,0.09970674363737225,-0.21398810020224493,0.17686233485625427,0.012435725866817376,0.12681387848322462,-0.23611947596030286,0.2609909276939376,0.012435725866817376,0.12681387848322462,-0.23611947596030286,0.2609909276939376,0.2499999888241291,0.0,0.2499999888241291,0.2499999888241291,0.23756426295731176,0.12681387848322462,-0.010990938869808481,0.486119464784432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,False
heterogeneity_pressure_seed10_safety01_e10_t40_u1,heterogeneity_pressure,10,safety,1451888375,40,1,missile,1.5,"0,1,2,3,4","0.205933511257,0.19761992991,0.198856621981,0.204591661692,0.192998230457",32,2086,-0.0935430834069848,0.16718011656786824,-0.42121611188000657,0.23412994506603696,-0.08529063111636748,0.2431566235877902,-0.5618776133484362,0.39129635111570127,-0.08529063111636748,0.2431566235877902,-0.5618776133484362,0.39129635111570127,1.4999999266583472,9.95751160616852e-10,1.4999999247066749,1.4999999286100196,1.5852905577747147,0.24315662385079415,1.108703575027158,2.0618775405222713,0.05047625442966819,0.0314407186614774,-0.011147554146827512,0.11210006300616389,0.04426198499277234,0.03110702794043896,-0.01670778977048802,0.1052317597560327,0.195026152767241,0.11265736869902214,-0.025782289882842396,0.41583459541732437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,False
heterogeneity_pressure_seed10_safety02_e10_t40_u0,heterogeneity_pressure,10,safety,1451888375,40,0,missile,2.8,"0,1,2,3,4","0.205393895507,0.198218807578,0.199893534184,0.204138025641,0.19235573709",32,2078,0.32252076594159007,0.17592604769254705,-0.02229428753580215,0.6673358194189822,0.9705500230891627,0.280408117879405,0.4209501120455289,1.5201499341327964,0.9705500230891627,0.280408117879405,0.4209501120455289,1.5201499341327964,2.8,0.0,2.8,2.8,1.8294499769108368,0.280408117879405,1.279850065867203,2.3790498879544706,0.1372970575466752,0.0469421426123393,0.04529045802649018,0.22930365706686023,-0.012390430085361004,0.019846246310690742,-0.05128907285431486,0.026508212683592852,0.13054954772815108,0.0913140051711008,-0.048425902407206484,0.3095249978635086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6645352591003757e-15,False
heterogeneity_pressure_seed10_safety03_e03_t33_u2,heterogeneity_pressure,10,safety,1451888368,33,2,laser,0.25,"1,3,4","0.33383589983,0.330201208591,0.335962861776",32,1728,0.25819706451147795,0.10969516130395275,0.043194548355730555,0.47319958066722534,0.2740842321887612,0.13214894376725922,0.015072302404933124,0.5330961619725894,0.2740842321887612,0.13214894376725922,0.015072302404933124,0.5330961619725894,0.2499999925494194,0.0,0.2499999925494194,0.2499999925494194,-0.024084239639341753,0.1321489437672592,-0.2830961694231698,0.23492769014448628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,False
heterogeneity_pressure_seed10_safety04_e03_t33_u1,heterogeneity_pressure,10,safety,1451888368,33,1,missile,1.5,"1,2,3,4","0.253253787756,0.24191826582,0.249476715922,0.255351245403",32,2503,0.3533716918900609,0.2512847164868062,-0.1391463524240793,0.845889736204201,0.8726814175257465,0.27730626177748274,0.32916114444188027,1.4162016906096127,0.8726814175257465,0.27730626177748274,0.32916114444188027,1.4162016906096127,1.500000024563633,3.28607728078926e-10,1.5000000239195617,1.5000000252077041,0.6273186070378864,0.2773062617900697,0.08379833392934988,1.1708388801464231,0.29668456595391035,0.06861200059095025,0.16220504479564785,0.43116408711217286,0.13320287223905325,0.09235708349007415,-0.04781701140149208,0.3142227558795986,0.46990489959716797,0.27479799555452133,-0.06869917168969386,1.0085089708840298,-0.12431737780570984,0.12431737780570984,-0.3679794383049011,0.11934468269348145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,False
