context_id,scenario,policy_seed,slot,target_index,target_probability,repeat_count,sub_shot_mean,sub_shot_standard_error,sub_shot_lower,sub_shot_upper,sub_cost_mean,sub_cost_standard_error,sub_cost_lower,sub_cost_upper,reuse_probe_mean,reuse_probe_standard_error,reuse_probe_lower,reuse_probe_upper,reuse_total_mean,reuse_total_standard_error,reuse_total_lower,reuse_total_upper,option_edge_mean,option_edge_standard_error,option_edge_lower,option_edge_upper,option_threat_mean,option_threat_standard_error,option_threat_lower,option_threat_upper,ammo_gain_damage_mean,ammo_gain_damage_standard_error,ammo_gain_damage_lower,ammo_gain_damage_upper,ammo_gain_leaks_mean,ammo_gain_leaks_standard_error,ammo_gain_leaks_lower,ammo_gain_leaks_upper
heterogeneity_pressure_seed8_safety01_e00_t23_u1,heterogeneity_pressure,8,safety,4,0.2020258605480194,32,0.65625,0.2641532996685948,0.13850953264955423,1.1739904673504458,0.9078125000000001,0.29592417238443236,0.3278011221265127,1.4878238778734876,0.3125,0.08324928557283298,0.14933140027724737,0.47566859972275266,0.1875,0.08324928557283298,0.024331400277247367,0.35066859972275266,0.84375,0.2583655785460195,0.33735346604980176,1.3501465339501983,-0.25,0.17960530202677488,-0.6020263919724788,0.10202639197247876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed8_safety02_e00_t23_u0,heterogeneity_pressure,8,safety,0,0.1933557689189911,32,0.84375,0.512169198904475,-0.16010162985277088,1.8476016298527709,2.642187499999999,0.4887087443141908,1.684318361144185,3.600056638855813,0.53125,0.10024541458421572,0.3347689874149372,0.7277310125850628,-0.40625,0.290506284286033,-0.9756423172006247,0.16314231720062466,-0.0625,1.0719456797443518,-2.1635135322989294,2.0385135322989294,0.25,0.25,-0.24,0.74,0.01997057844015758,0.01997057844015758,-0.019171755302551274,0.059112912182866434,0.03125,0.03125,-0.03,0.0925
heterogeneity_pressure_seed8_safety02_e00_t23_u0,heterogeneity_pressure,8,safety,1,0.19791460037231445,32,2.0625,0.5479755630882963,0.9884678963469393,3.1365321036530607,3.695312499999999,0.4328343347817122,2.8469572038278432,4.543667796172155,0.3125,0.08324928557283298,0.14933140027724737,0.47566859972275266,-0.40625,0.22833273241817165,-0.8537821555396163,0.041282155539616394,-0.59375,0.6733093747400991,-1.9134363744905942,0.7259363744905942,-0.0625,0.0625,-0.185,0.06,0.01997057844015758,0.01997057844015758,-0.019171755302551274,0.059112912182866434,0.03125,0.03125,-0.03,0.0925
heterogeneity_pressure_seed8_safety02_e00_t23_u0,heterogeneity_pressure,8,safety,2,0.2071017622947693,32,0.9375,0.4488729164933994,0.057709083672937256,1.8172909163270627,2.623437499999999,0.32264175722157257,1.991059655845717,3.255815344154281,0.46875,0.08962708359030336,0.2930809161630054,0.6444190838369945,-0.375,0.22338127394297644,-0.8128272969282337,0.0628272969282338,-0.3125,0.6741743755955705,-1.6338817761673181,1.0088817761673181,0.0,0.0,0.0,0.0,0.01997057844015758,0.01997057844015758,-0.019171755302551274,0.059112912182866434,0.03125,0.03125,-0.03,0.0925
heterogeneity_pressure_seed8_safety02_e00_t23_u0,heterogeneity_pressure,8,safety,3,0.19897280633449554,32,-0.21875,0.30031695286383575,-0.8073712276131181,0.3698712276131181,1.8624999999999994,0.22999605536589307,1.411707731482849,2.31329226851715,0.71875,0.08075219711382271,0.5604756936569075,0.8770243063430925,-0.4375,0.2537520856421518,-0.9348540878586176,0.05985408785861751,-0.5625,0.8018847505881418,-2.134194111152758,1.0091941111527578,0.0,0.0,0.0,0.0,0.019970578440157583,0.01997057844015758,-0.01917175530255127,0.059112912182866434,0.03125,0.03125,-0.03,0.0925
heterogeneity_pressure_seed8_safety02_e00_t23_u0,heterogeneity_pressure,8,safety,4,0.20265507698059082,32,2.0,0.46228744025698426,1.0939166170963108,2.906083382903689,3.360937499999999,0.3725033446956897,2.6308309443964473,4.09104405560355,0.40625,0.0882099653319905,0.2333584679492986,0.5791415320507014,-0.1875,0.1645956678377889,-0.5101075089620662,0.13510750896206625,-0.21875,0.60863142184847,-1.411667586823001,0.9741675868230011,-0.0625,0.0625,-0.185,0.06,0.03994115688031516,0.0277834019805915,-0.01451431100164418,0.0943966247622745,0.0625,0.04347552147751577,-0.022712022095930914,0.14771202209593093
heterogeneity_pressure_seed8_safety03_e07_t40_u2,heterogeneity_pressure,8,safety,0,0.5055621862411499,32,0.09375,0.0689695906576505,-0.04143039768899498,0.22893039768899498,0.1421875,0.10484986806700976,-0.06331824141133913,0.3476932414113391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed8_safety03_e07_t40_u2,heterogeneity_pressure,8,safety,1,0.4944378137588501,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed8_safety04_e07_t40_u1,heterogeneity_pressure,8,safety,0,0.3396603465080261,32,1.375,0.4034878180996778,0.5841638765246315,2.1658361234753682,1.7218749999999998,0.465324513347163,0.8098389538395603,2.6339110461604394,0.03125,0.03125,-0.03,0.0925,-0.03125,0.03125,-0.0925,0.03,0.0,0.11879774082787285,-0.23284357202263078,0.23284357202263078,-0.09375,0.09374999999999999,-0.27749999999999997,0.08999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed8_safety04_e07_t40_u1,heterogeneity_pressure,8,safety,1,0.3323226571083069,32,-0.09375,0.24329465326318128,-0.5706075203958353,0.3831075203958353,-0.029687499999999895,0.3088974554424665,-0.6351265126672342,0.5757515126672345,0.09375,0.0523514603733822,-0.008858862331829115,0.19635886233182911,0.03125,0.05470549819038361,-0.07597277645315187,0.13847277645315187,0.46875,0.27306642447840296,-0.06646019197766984,1.00396019197767,-0.09375,0.09374999999999999,-0.27749999999999997,0.08999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed8_safety04_e07_t40_u1,heterogeneity_pressure,8,safety,3,0.3280169665813446,32,1.0625,0.380834980349842,0.31606343851430974,1.8089365614856903,1.4859375,0.5287749954770306,0.4495385088650201,2.52233649113498,0.0625,0.04347552147751577,-0.022712022095930914,0.14771202209593093,0.0625,0.04347552147751577,-0.022712022095930914,0.14771202209593093,0.3125,0.20789604644877752,-0.09497625103960394,0.7199762510396039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed8_safety05_e07_t40_u0,heterogeneity_pressure,8,safety,0,0.3411363363265991,32,1.5,0.35921060405354976,0.7959472160550425,2.2040527839449577,2.3203125,0.42096554825489013,1.4952200254204153,3.1454049745795847,0.0625,0.04347552147751577,-0.022712022095930914,0.14771202209593093,0.0625,0.04347552147751577,-0.022712022095930914,0.14771202209593093,0.28125,0.1504990019793294,-0.013728043879485619,0.5762280438794856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed8_safety05_e07_t40_u0,heterogeneity_pressure,8,safety,1,0.3313280940055847,32,-0.34375,0.2087277851807267,-0.7528564589542244,0.06535645895422437,0.040624999999999856,0.2860450342039552,-0.5200232670397524,0.601273267039752,0.125,0.059398870413936426,0.008578213988684608,0.2414217860113154,0.0,0.07777137710478188,-0.15243189912537247,0.15243189912537247,0.3125,0.2126896686754914,-0.10437175060396314,0.7293717506039632,-0.09375,0.09374999999999999,-0.27749999999999997,0.08999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed8_safety05_e07_t40_u0,heterogeneity_pressure,8,safety,3,0.32753559947013855,32,0.40625,0.36439127045508507,-0.3079568900919667,1.1204568900919667,1.0609374999999999,0.5226557414470258,0.03653224676382938,2.08534275323617,0.125,0.059398870413936426,0.008578213988684608,0.2414217860113154,0.0,0.07777137710478188,-0.15243189912537247,0.15243189912537247,0.15625,0.1745349523642018,-0.1858385066338355,0.4983385066338355,-0.09375,0.09374999999999999,-0.27749999999999997,0.08999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_resource00_e02_t04_u0,heterogeneity_pressure,9,resource,2,1.0,32,0.875,0.20453527182213543,0.47411086722861456,1.2758891327713855,2.76875,0.05113381795553386,2.6685277168071533,2.8689722831928464,1.0,0.0,1.0,1.0,0.46875,0.24173588876986143,-0.005052341988928399,0.9425523419889283,1.0625,0.338811668592145,0.3984291295593958,1.7265708704406042,0.0,0.0,0.0,0.0,0.016929930899944563,0.016929930899944563,-0.01625273366394678,0.05011259546383591,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_resource01_e10_t04_u0,heterogeneity_pressure,9,resource,0,0.24794533848762512,32,0.84375,0.06521328221627366,0.7159319668561036,0.9715680331438964,2.7609375,0.016303320554068416,2.728982991714026,2.792892008285974,1.0,0.0,1.0,1.0,0.9375,0.0625,0.815,1.06,3.875,0.9297393842258406,2.0527108069173527,5.697289193082647,0.0,0.0,0.0,0.0,0.10612048071631489,0.042392403640932136,0.023031369580087904,0.18920959185254188,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_resource01_e10_t04_u0,heterogeneity_pressure,9,resource,1,0.24382928013801575,32,1.0,0.0,1.0,1.0,2.8,0.0,2.8,2.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.125,0.8116465741259077,3.534172714713221,6.715827285286779,0.0,0.0,0.0,0.0,0.1811096526565009,0.05926316289105066,0.0649538533900416,0.29726545192296017,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_resource01_e10_t04_u0,heterogeneity_pressure,9,resource,2,0.24753911793231964,32,1.0,0.0,1.0,1.0,2.8,0.0,2.8,2.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.21875,0.6549045347199652,3.935137111948868,6.502362888051132,0.0,0.0,0.0,0.0,0.13725178949244377,0.05449541405292538,0.03044077794871003,0.2440628010361775,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_resource01_e10_t04_u0,heterogeneity_pressure,9,resource,4,0.2606862187385559,32,0.875,0.059398870413936426,0.7585782139886846,0.9914217860113154,2.76875,0.014849717603484107,2.739644553497171,2.7978554465028287,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.8125,0.642006525692892,3.554167209641932,6.070832790358068,0.0,0.0,0.0,0.0,0.0969181035222146,0.04676097126289873,0.00526659984693309,0.1885696071974961,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_resource02_e07_t04_u0,heterogeneity_pressure,9,resource,0,0.19776612520217896,32,0.90625,0.0523514603733822,0.8036411376681709,1.008858862331829,2.7765625,0.01308786509334555,2.7509102844170426,2.802214715582957,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,6.21875,1.0196994882665027,4.220139002997655,8.217360997002345,-0.28125,0.17525542994671078,-0.6247506426955531,0.06225064269555314,0.2052383718683833,0.08103501148362822,0.046409749360471986,0.36406699437629464,0.09375,0.0523514603733822,-0.008858862331829115,0.19635886233182911
heterogeneity_pressure_seed9_resource02_e07_t04_u0,heterogeneity_pressure,9,resource,1,0.19668853282928467,32,0.90625,0.0523514603733822,0.8036411376681709,1.008858862331829,2.7765625,0.01308786509334555,2.7509102844170426,2.802214715582957,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,6.78125,0.9308060751825668,4.956870092642169,8.60562990735783,-0.21875,0.18908936592640951,-0.5893651572157627,0.15186515721576266,0.1706779646307797,0.07599417177202797,0.021729387957604873,0.3196265413039545,0.125,0.059398870413936426,0.008578213988684608,0.2414217860113154
heterogeneity_pressure_seed9_resource02_e07_t04_u0,heterogeneity_pressure,9,resource,2,0.20610737800598145,32,1.0,0.0,1.0,1.0,2.8,0.0,2.8,2.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,7.40625,1.0355178062284245,5.3766350997922885,9.435864900207712,-0.3125,0.20789604644877752,-0.7199762510396039,0.09497625103960394,0.17067796463077967,0.0663280988657788,0.04067489085385323,0.3006810384077061,0.125,0.059398870413936426,0.008578213988684608,0.2414217860113154
heterogeneity_pressure_seed9_resource02_e07_t04_u0,heterogeneity_pressure,9,resource,3,0.19623242318630219,32,0.5,0.08980265101338744,0.3239868040137606,0.6760131959862394,2.675,0.02245066275334686,2.63099670100344,2.71900329899656,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,6.875,0.9627644169684737,4.987981742741791,8.762018257258209,-0.625,0.3037069364137185,-1.220265595370888,-0.02973440462911181,0.2713286127691792,0.08911783858646773,0.09665764913970246,0.44599957639865595,0.15625,0.06521328221627366,0.028431966856103635,0.2840680331438964
heterogeneity_pressure_seed9_resource02_e07_t04_u0,heterogeneity_pressure,9,resource,4,0.20320552587509155,32,0.9375,0.07695699469351738,0.786664290400706,1.088335709599294,2.784375,0.019239248673379346,2.7466660726001764,2.8220839273998233,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,6.84375,0.9409044368447804,4.99957730378423,8.68792269621577,-0.46875,0.2578774050753324,-0.9741897139476515,0.036689713947651525,0.23164593932498134,0.0704051031977682,0.09365193705735567,0.36963994159260705,0.15625,0.06521328221627366,0.028431966856103635,0.2840680331438964
heterogeneity_pressure_seed9_resource03_e02_t02_u0,heterogeneity_pressure,9,resource,2,1.0,32,0.8125,0.2783791653077136,0.2668768359968813,1.3581231640031186,1.8937499999999998,0.12232521269668947,1.6539925831144884,2.1335074168855113,1.0,0.0,1.0,1.0,0.75,0.29784169859063525,0.16623027076235497,1.3337697292376451,1.40625,0.4874625192374182,0.4508234622946604,2.3616765377053395,0.0,0.0,0.0,0.0,0.0,0.018487316231948,-0.03623513981461808,0.03623513981461808,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_resource04_e08_t04_u0,heterogeneity_pressure,9,resource,1,0.33733272552490234,32,1.0,0.0,1.0,1.0,2.8,0.0,2.8,2.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.5,0.4644629225800622,3.589652671743078,5.410347328256922,1.1875,0.23519681188864072,0.7265142486982642,1.648485751301736,0.058176650364273996,0.04052317647918138,-0.021248775534921507,0.13760207626346949,0.03125,0.03125,-0.03,0.0925
heterogeneity_pressure_seed9_resource04_e08_t04_u0,heterogeneity_pressure,9,resource,2,0.33015891909599304,32,0.5,0.08980265101338744,0.3239868040137606,0.6760131959862394,2.675,0.02245066275334686,2.63099670100344,2.71900329899656,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.53125,0.46225336710858667,2.6252334004671702,4.43726659953283,1.1875,0.40520181152669604,0.3933044494076757,1.9816955505923244,0.11341515636576845,0.05395582675623636,0.007661735923545188,0.2191685768079917,0.03125,0.03125,-0.03,0.0925
heterogeneity_pressure_seed9_resource04_e08_t04_u0,heterogeneity_pressure,9,resource,4,0.3325084149837494,32,0.96875,0.07077302144543589,0.8300348779669456,1.1074651220330543,2.7921875,0.017693255361358972,2.757508719491736,2.8268662805082636,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.84375,0.5681559286623642,3.7301643798217663,5.957335620178234,1.65625,0.463614339778643,0.7475658940338596,2.5649341059661404,0.0427201566186276,0.03252243895401191,-0.02102382373123575,0.10646413696849095,0.03125,0.03125,-0.03,0.0925
heterogeneity_pressure_seed9_resource05_e10_t02_u0,heterogeneity_pressure,9,resource,0,0.24823257327079773,32,0.40625,0.0882099653319905,0.2333584679492986,0.5791415320507014,2.6515625,0.02205249133299763,2.6083396169873243,2.6947853830126753,1.0,0.0,1.0,1.0,0.9375,0.0625,0.815,1.06,4.09375,0.7807659790954671,2.5634486809728845,5.6240513190271155,-0.5,0.2731241003528403,-1.035323236691567,0.035323236691567006,0.07029894644085176,0.02838148412061044,0.014671237564455299,0.12592665531724823,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_resource05_e10_t02_u0,heterogeneity_pressure,9,resource,1,0.24378535151481628,32,0.875,0.059398870413936426,0.7585782139886846,0.9914217860113154,2.76875,0.014849717603484098,2.739644553497171,2.7978554465028287,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.40625,0.8434512613316405,2.7530855277899846,6.059414472210015,-0.53125,0.27673344794165633,-1.0736475579656464,0.01114755796564637,0.2087284263274432,0.07582408805756587,0.06011321373461412,0.3573436389202723,0.09375,0.0523514603733822,-0.008858862331829115,0.19635886233182911
heterogeneity_pressure_seed9_resource05_e10_t02_u0,heterogeneity_pressure,9,resource,2,0.2473243921995163,32,0.875,0.059398870413936426,0.7585782139886846,0.9914217860113154,2.76875,0.014849717603484098,2.739644553497171,2.7978554465028287,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.125,0.6502945982523067,2.850422587425479,5.399577412574521,-0.34375,0.2524451992592298,-0.8385425905480904,0.15104259054809044,0.1298340365461502,0.04723882289637358,0.037245943669257986,0.2224221294230424,0.03125,0.03125,-0.03,0.0925
heterogeneity_pressure_seed9_resource05_e10_t02_u0,heterogeneity_pressure,9,resource,4,0.2606576681137085,32,0.875,0.059398870413936426,0.7585782139886846,0.9914217860113154,2.76875,0.014849717603484098,2.739644553497171,2.7978554465028287,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.71875,0.6886674471924606,3.368961803502777,6.068538196497223,-0.21875,0.22331075104494646,-0.656439072048095,0.21893907204809504,0.0963445988816996,0.04313448703035151,0.01180100430221065,0.18088819346118856,0.03125,0.03125,-0.03,0.0925
heterogeneity_pressure_seed9_safety00_e02_t45_u2,heterogeneity_pressure,9,safety,4,1.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_safety01_e00_t26_u2,heterogeneity_pressure,9,safety,2,0.5003175735473633,32,1.0,0.0,1.0,1.0,0.25,0.0,0.25,0.25,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.53125,0.14881504406043655,1.2395725136415443,1.8229274863584557,0.0,0.0,0.0,0.0,0.09823939804694742,0.033344624423621426,0.032883934176649435,0.16359486191724543,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_safety01_e00_t26_u2,heterogeneity_pressure,9,safety,4,0.4996824264526367,32,1.0,0.0,1.0,1.0,0.25,0.0,0.25,0.25,0.75,0.07777137710478188,0.5975681008746275,0.9024318991253725,0.75,0.07777137710478188,0.5975681008746275,0.9024318991253725,1.1875,0.182044282985602,0.8306932053482201,1.54430679465178,0.0,0.0,0.0,0.0,0.08420519832595494,0.031482492237575,0.022499513540307936,0.14591088311160194,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_safety02_e00_t25_u2,heterogeneity_pressure,9,safety,2,0.3328418433666229,32,1.0,0.0,1.0,1.0,0.25,0.0,0.25,0.25,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.3045356062661162,2.4031102117184124,3.5968897882815876,0.0,0.0,0.0,0.0,0.17799801512463337,0.04807517561491241,0.08377067091940504,0.2722253593298617,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_safety02_e00_t25_u2,heterogeneity_pressure,9,safety,3,0.33472132682800293,32,1.0,0.0,1.0,1.0,0.25,0.0,0.25,0.25,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.71875,0.25094328092606,2.2269011693849223,3.2105988306150777,0.0,0.0,0.0,0.0,0.17799801512463337,0.04807517561491241,0.08377067091940504,0.2722253593298617,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_safety02_e00_t25_u2,heterogeneity_pressure,9,safety,4,0.33243685960769653,32,1.0,0.0,1.0,1.0,0.25,0.0,0.25,0.25,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.875,0.27219981986673664,2.3414883530611963,3.4085116469388037,0.0,0.0,0.0,0.0,0.17799801512463337,0.04807517561491241,0.08377067091940504,0.2722253593298617,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_safety03_e02_t44_u2,heterogeneity_pressure,9,safety,4,1.0,32,0.03125,0.03125,-0.03,0.0925,0.0078125,0.0078125,-0.0075,0.023125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_safety04_e00_t24_u2,heterogeneity_pressure,9,safety,2,0.332832396030426,32,0.96875,0.03125,0.9075,1.03,0.2421875,0.0078125,0.226875,0.2575,0.96875,0.03125,0.9075,1.03,0.96875,0.03125,0.9075,1.03,2.53125,0.2977888100705361,1.9475839322617494,3.1149160677382506,0.0,0.0,0.0,0.0,0.11437769143896534,0.03947633641763235,0.03700407206040593,0.19175131081752475,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_safety04_e00_t24_u2,heterogeneity_pressure,9,safety,3,0.3345540463924408,32,0.96875,0.03125,0.9075,1.03,0.2421875,0.0078125,0.226875,0.2575,0.9375,0.04347552147751577,0.8522879779040691,1.022712022095931,0.9375,0.04347552147751577,0.8522879779040691,1.022712022095931,2.25,0.254000254000381,1.7521595021592533,2.747840497840747,0.0,0.0,0.0,0.0,0.10899826030829271,0.03756872462190863,0.0353635600493518,0.1826329605672336,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_safety04_e00_t24_u2,heterogeneity_pressure,9,safety,4,0.33261358737945557,32,0.96875,0.03125,0.9075,1.03,0.2421875,0.0078125,0.226875,0.2575,0.90625,0.0523514603733822,0.8036411376681709,1.008858862331829,0.90625,0.0523514603733822,0.8036411376681709,1.008858862331829,2.15625,0.254433966178184,1.6575594262907594,2.6549405737092404,0.0,0.0,0.0,0.0,0.11437769143896534,0.03947633641763235,0.03700407206040593,0.19175131081752475,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_safety05_e00_t23_u2,heterogeneity_pressure,9,safety,2,0.3328172564506531,32,0.90625,0.0523514603733822,0.8036411376681709,1.008858862331829,0.2265625,0.01308786509334555,0.20091028441704273,0.25221471558295727,0.90625,0.0523514603733822,0.8036411376681709,1.008858862331829,0.90625,0.0523514603733822,0.8036411376681709,1.008858862331829,2.21875,0.35279521783296103,1.5272713730473964,2.9102286269526036,0.0,0.0,0.0,0.0,0.10899826030829272,0.03756872462190863,0.035363560049351817,0.18263296056723363,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_safety05_e00_t23_u2,heterogeneity_pressure,9,safety,3,0.3343915045261383,32,0.90625,0.0523514603733822,0.8036411376681709,1.008858862331829,0.2265625,0.01308786509334555,0.20091028441704273,0.25221471558295727,0.90625,0.0523514603733822,0.8036411376681709,1.008858862331829,0.90625,0.0523514603733822,0.8036411376681709,1.008858862331829,2.1875,0.3547986139369951,1.4920947166834897,2.8829052833165103,0.0,0.0,0.0,0.0,0.1230324600292852,0.0388545659161377,0.04687751083365531,0.19918740922491507,0.0,0.0,0.0,0.0
heterogeneity_pressure_seed9_safety05_e00_t23_u2,heterogeneity_pressure,9,safety,4,0.33279120922088623,32,0.9375,0.0625,0.815,1.06,0.234375,0.015625,0.20375,0.265,0.8125,0.0701021719786843,0.6750997429217788,0.9499002570782212,0.8125,0.0701021719786843,0.6750997429217788,0.9499002570782212,1.96875,0.34920524686133203,1.284307716151789,2.653192283848211,0.0,0.0,0.0,0.0,0.10899826030829271,0.03756872462190863,0.0353635600493518,0.1826329605672336,0.0,0.0,0.0,0.0
time_pressure_seed10_resource00_e11_t04_u1,time_pressure,10,resource,0,0.3412403166294098,32,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0625,1.2966594020168556,1.521047572046963,6.603952427953037,1.0625,0.219684065670857,0.6319192312851203,1.4930807687148797,0.08428890292145533,0.04239139864717884,0.0012017615729847941,0.16737604426992586,0.03125,0.03125,-0.03,0.0925
time_pressure_seed10_resource00_e11_t04_u1,time_pressure,10,resource,1,0.32398098707199097,32,1.03125,0.03125,0.97,1.0925,2.015625,0.015625,1.985,2.04625,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.75,1.2491932880734438,1.3015811553760503,6.19841884462395,1.0,0.1739020859100631,0.6591519116162763,1.3408480883837237,0.11777096287438965,0.0622460058710607,-0.0042312086328893245,0.23977313438166864,0.03125,0.03125,-0.03,0.0925
time_pressure_seed10_resource00_e11_t04_u1,time_pressure,10,resource,2,0.33477869629859924,32,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.9375,0.0625,0.815,1.06,4.0,1.4177731289459856,1.2211646672658683,6.778835332734132,0.90625,0.21701500895768297,0.48090058244294137,1.3315994175570587,0.1526404546668969,0.07172310771401104,0.01206316354743528,0.2932177457863585,0.09375,0.0523514603733822,-0.008858862331829115,0.19635886233182911
time_pressure_seed10_resource01_e04_t04_u1,time_pressure,10,resource,0,0.3319377899169922,32,1.09375,0.0689695906576505,0.9585696023110051,1.228930397688995,2.046875,0.03448479532882525,1.9792848011555024,2.1144651988444974,1.0,0.0,1.0,1.0,0.96875,0.07077302144543589,0.8300348779669456,1.1074651220330543,3.96875,1.4202484271274742,1.1850630828301507,6.752436917169849,0.0,0.0,0.0,0.0,0.1949397607003671,0.07661166317383945,0.04478090087964176,0.3450986205210924,0.0,0.0,0.0,0.0
time_pressure_seed10_resource01_e04_t04_u1,time_pressure,10,resource,1,0.34769532084465027,32,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.03125,0.03125,0.97,1.0925,4.3125,1.430822499191828,1.5080879015840174,7.116912098415982,0.0,0.0,0.0,0.0,0.1949397607003671,0.07661166317383945,0.04478090087964176,0.3450986205210924,0.0,0.0,0.0,0.0
time_pressure_seed10_resource01_e04_t04_u1,time_pressure,10,resource,3,0.32036685943603516,32,1.0,0.04490132550669372,0.9119934020068803,1.0880065979931197,2.0,0.02245066275334686,1.9559967010034403,2.04400329899656,1.0,0.0,1.0,1.0,0.96875,0.03125,0.9075,1.03,3.34375,1.5693699777350554,0.26778484363929156,6.419715156360708,0.0,0.0,0.0,0.0,0.222226287155668,0.07918791195486326,0.067017979724136,0.37743459458719997,0.0,0.0,0.0,0.0
time_pressure_seed10_resource02_e01_t04_u1,time_pressure,10,resource,1,1.0,32,1.0625,0.14154604289087178,0.7850697559338913,1.3399302440661087,2.03125,0.07077302144543589,1.8925348779669457,2.1699651220330543,1.0,0.0,1.0,1.0,0.8125,0.13042656443254733,0.5568639337122072,1.0681360662877928,4.25,0.5293788203960099,3.2124175120238205,5.287582487976179,0.4375,0.413817543945903,-0.37358238613396977,1.2485823861339698,0.08383367815645056,0.046922666014930094,-0.00813474723281242,0.17580210354571352,0.03125,0.03125,-0.03,0.0925
time_pressure_seed10_resource03_e04_t04_u0,time_pressure,10,resource,0,0.24352478981018066,32,0.9375,0.04347552147751577,0.8522879779040691,1.022712022095931,1.96875,0.021737760738757887,1.9261439889520346,2.0113560110479654,1.0,0.0,1.0,1.0,0.96875,0.03125,0.9075,1.03,5.53125,1.5670397759068506,2.459852039222573,8.602647960777427,0.0,0.0,0.0,0.0,0.14643005848815832,0.0626108717821584,0.023712749795127844,0.2691473671811888,0.0,0.0,0.0,0.0
