actionable_decisions,actionable_engagements,all_noop_episode,ammo_used,assignment_conflict_rate,conflict_target_events,damage_reduction_per_ammo,decision_time_ms,decision_time_seconds,engaged_target_events,engagements,episode_index,eval_scenario,evaluation_mode,evaluation_seed,high_threat_leak_rate,high_threat_threshold,hits,intercepted_damage_potential,invalid_actions,num_high_threat_leaked,num_high_threat_targets,num_intercepted,num_leaked,num_targets,overkill_assignments,overkill_rate,resource_cost,shots,steps,success,total_damage,total_reward,train_seed,unit_decisions,zone_weighted_damage
149,1,False,1,0.0,0,0.5103729459168337,2.8913479996845126,0.14456739998422563,1,1,50,medium,deterministic,50000,1.0,0.8,1,0.5103729459168337,0,1,1,1,3,5,0,0.0,2.0,1,50,False,1.9757607858655846,-61.58004704013513,0,150,1.9757607858655846
102,1,False,1,0.0,0,0.6510456227360519,3.3324828570974723,0.11663689999841154,1,1,51,medium,deterministic,50000,0.0,0.8,1,0.6510456227360519,0,0,0,1,4,5,0,0.0,2.0,1,35,False,2.3170475660257868,-70.30484807439402,0,105,2.3170475660257868
140,2,False,2,0.0,0,0.7134227114411744,3.257417999993777,0.16287089999968885,2,2,52,medium,deterministic,50000,0.3333333333333333,0.8,2,1.4268454228823488,0,1,3,2,1,5,0,0.0,4.0,2,50,False,0.9205019390468194,-25.722021068510102,0,150,0.9205019390468194
119,2,False,2,0.0,0,0.8499328588502708,2.7933414633635705,0.11452699999790639,2,2,53,medium,deterministic,50000,0.0,0.8,2,1.6998657177005416,0,0,1,2,3,5,0,0.0,4.0,2,41,False,1.5159071014841587,-41.84028941565782,0,123,1.5159071014841587
119,2,False,2,0.0,0,0.5198014394266004,2.8331829266900925,0.11616049999429379,2,2,54,medium,deterministic,50000,0.5,0.8,1,1.0396028788532008,0,1,2,1,4,5,0,0.0,4.0,2,41,False,2.3004559131821147,-70.6684595002608,0,123,2.300455913182115
128,0,True,0,0.0,0,0.0,2.8260295452624136,0.1243452999915462,0,0,55,medium,deterministic,50000,1.0,0.8,0,0.0,0,1,1,0,4,5,0,0.0,0.0,0,44,False,2.7734731808968194,-112.6041954269046,0,132,2.773473180896819
149,1,False,1,0.0,0,0.6364663548815425,2.7144560003944207,0.13572280001972103,1,1,56,medium,deterministic,50000,1.0,0.8,1,0.6364663548815425,0,1,1,1,3,5,0,0.0,2.0,1,50,False,2.444294473198809,-74.33019843662184,0,150,2.444294473198809
142,2,False,2,0.0,0,1.0496055887423024,2.8203439997741953,0.14101719998870976,2,2,57,medium,deterministic,50000,0.25,0.8,2,2.0992111774846047,0,1,4,2,2,5,0,0.0,4.0,2,50,False,2.005122914098726,-55.8463416592959,0,150,2.005122914098726
125,1,False,1,0.0,0,0.0,2.8899099997943267,0.14449549998971634,1,1,58,medium,deterministic,50000,0.0,0.8,0,0.0,0,0,1,0,1,5,0,0.0,2.0,1,50,False,0.5862550133182229,-24.587650399546717,0,150,0.5862550133182229
148,1,False,1,0.0,0,0.6217569128355418,3.0628719995729625,0.15314359997864813,1,1,59,medium,deterministic,50000,0.0,0.8,1,0.6217569128355418,0,0,2,1,1,5,0,0.0,2.0,1,50,False,0.5353502676375779,-16.48778568121061,0,150,0.5353502676375779
117,4,False,4,0.0,0,0.5158197071050763,3.0757839998113923,0.1537891999905696,4,4,60,medium,deterministic,50000,0.3333333333333333,0.8,2,2.063278828420305,0,1,3,2,2,5,0,0.0,8.0,4,50,False,1.3991068385901138,-40.530329890982564,0,150,1.3991068385901138
149,1,False,1,0.0,0,0.5157550410987068,3.140611999115208,0.1570305999557604,1,1,61,medium,deterministic,50000,0.6666666666666666,0.8,1,0.5157550410987068,0,2,3,1,2,5,0,0.0,2.0,1,50,False,1.4635778822131962,-46.67751239550338,0,150,1.4635778822131962
144,3,False,3,0.0,0,0.6016352209913731,3.561295999388676,0.1780647999694338,3,3,62,medium,deterministic,50000,0.5,0.8,2,1.8049056629741194,0,1,2,2,2,5,0,0.0,6.0,3,50,False,1.2101301581954842,-37.14940207883651,0,150,1.2101301581954842
143,1,False,1,0.0,0,0.7326044151972961,3.0361140008608345,0.15180570004304172,1,1,63,medium,deterministic,50000,0.0,0.8,1,0.7326044151972961,0,0,1,1,1,5,0,0.0,2.0,1,50,False,0.506989949750459,-15.136116455650347,0,150,0.506989949750459
140,3,False,3,0.0,0,0.645390552417437,2.8235340004903264,0.14117670002451632,3,3,64,medium,deterministic,50000,0.0,0.8,2,1.936171657252311,0,0,1,2,2,5,0,0.0,6.0,3,50,False,0.8323579335948037,-24.80898918434919,0,150,0.8323579335948037
148,2,False,2,0.0,0,0.8419914659854246,2.764874000567943,0.13824370002839714,2,2,65,medium,deterministic,50000,0.0,0.8,2,1.6839829319708493,0,0,3,2,2,5,0,0.0,4.0,2,50,False,1.6596123363845516,-45.97567245691866,0,150,1.6596123363845516
132,0,True,0,0.0,0,0.0,2.7377759994124062,0.1368887999706203,0,0,66,medium,deterministic,50000,1.0,0.8,0,0.0,0,1,1,0,3,5,0,0.0,0.0,0,50,False,1.6886063178609314,-55.65818953582798,0,150,1.6886063178609314
135,2,False,2,0.0,0,0.3155430965476653,2.9281820000323933,0.14640910000161966,2,2,67,medium,deterministic,50000,0.5,0.8,1,0.6310861930953306,0,1,2,1,3,5,0,0.0,4.0,2,50,False,1.9387742853105288,-62.408039057181675,0,150,1.9387742853105285
132,2,False,2,0.0,0,0.5280932890903917,2.916187999508111,0.14580939997540554,2,2,68,medium,deterministic,50000,0.0,0.8,1,1.0561865781807833,0,0,1,1,3,5,0,0.0,4.0,2,50,False,1.7014377769995686,-53.57376194756125,0,150,1.7014377769995686
149,1,False,1,0.0,0,0.45832207804957203,2.88500800030306,0.144250400015153,1,1,69,medium,deterministic,50000,1.0,0.8,1,0.45832207804957203,0,1,1,1,2,5,0,0.0,2.0,1,50,False,1.5516283801590522,-47.4403572626215,0,150,1.5516283801590522
96,3,False,3,0.0,0,0.32915188718826754,2.857752940412063,0.09716359997401014,3,3,70,medium,deterministic,50000,1.0,0.8,2,0.9874556615648027,0,2,2,2,3,5,0,0.0,6.0,3,34,False,2.3879238106905434,-71.8148818531156,0,102,2.3879238106905434
132,3,False,3,0.0,0,0.6225792217186678,2.8411086960936105,0.1306910000203061,3,3,71,medium,deterministic,50000,0.0,0.8,3,1.8677376651560031,0,0,1,3,2,5,0,0.0,6.0,3,46,False,1.1798365972143858,-31.362222521995065,0,138,1.1798365972143858
105,2,False,2,0.0,0,0.6818769516039052,3.28836923122603,0.12824640001781518,2,2,72,medium,deterministic,50000,1.0,0.8,2,1.3637539032078103,0,2,2,2,3,5,0,0.0,4.0,2,39,False,2.237803267185747,-64.20986511963338,0,117,2.237803267185747
136,3,False,3,0.0,0,0.2827179578366826,2.856836170781691,0.13427130002673948,3,3,73,medium,deterministic,50000,0.0,0.8,1,0.8481538735100477,0,0,1,1,3,5,0,0.0,6.0,3,47,False,2.510387939041314,-103.35730418238713,0,141,2.510387939041314
106,2,False,2,0.0,0,1.0905558503321875,3.103353846362995,0.1210308000081568,2,2,74,medium,deterministic,50000,0.5,0.8,2,2.181111700664375,0,1,2,2,3,5,0,0.0,4.0,2,39,False,2.249009866517419,-62.48139097456465,0,117,2.249009866517419
138,3,False,3,0.0,0,0.6591064009517028,2.964617021752155,0.13933700002235128,3,3,75,medium,deterministic,50000,0.6,0.8,2,1.9773192028551083,0,3,5,2,3,5,0,0.0,6.0,3,47,False,2.1367270464328842,-60.88199427149959,0,141,2.1367270464328842
149,1,False,1,0.0,0,1.200749183610398,3.1796839996241033,0.15898419998120517,1,1,76,medium,deterministic,50000,0.0,0.8,1,1.200749183610398,0,0,2,1,2,5,0,0.0,2.0,1,50,False,0.9774979660865846,-28.7570941170891,0,150,0.9774979660865846
150,0,True,0,0.0,0,0.0,2.7490899998520035,0.13745449999260018,0,0,77,medium,deterministic,50000,0.5,0.8,0,0.0,0,1,2,0,2,5,0,0.0,0.0,0,50,False,1.2950759877038203,-43.85227963111465,0,150,1.2950759877038203
114,1,False,1,0.0,0,0.3872975746277061,3.041256410002601,0.11860899999010144,1,1,78,medium,deterministic,50000,1.0,0.8,1,0.3872975746277061,0,3,3,1,4,5,0,0.0,2.0,1,39,False,3.1272302401794976,-119.69936041057522,0,117,3.1272302401794976
149,1,False,1,0.0,0,0.9553162652709013,2.983624001062708,0.1491812000531354,1,1,79,medium,deterministic,50000,0.5,0.8,1,0.9553162652709013,0,1,2,1,3,5,0,0.0,2.0,1,50,False,1.9852523995369067,-60.583435696738725,0,150,1.9852523995369067
108,3,False,3,0.0,0,0.3945725006929945,2.7642225000818144,0.11056890000327257,3,3,80,medium,deterministic,50000,1.0,0.8,2,1.1837175020789834,0,2,2,2,3,5,0,0.0,6.0,3,40,False,1.8383472704316521,-57.231873499670236,0,120,1.8383472704316521
138,2,False,2,0.0,0,0.3831811808123166,2.753126001043711,0.13765630005218554,2,2,81,medium,deterministic,50000,0.5,0.8,1,0.7663623616246332,0,1,2,1,3,5,0,0.0,4.0,2,50,False,2.0594739153411,-63.310283606937155,0,150,2.0594739153411004
137,1,False,1,0.0,0,0.6316016237284059,3.1061400003090966,0.15530700001545483,1,1,82,medium,deterministic,50000,0.0,0.8,1,0.6316016237284059,0,0,2,1,0,5,0,0.0,2.0,1,50,False,0.0,-2.0399801430829423,0,150,0.0
150,0,True,0,0.0,0,0.0,3.0026019996148534,0.15013009998074267,0,0,83,medium,deterministic,50000,0.0,0.8,0,0.0,0,0,2,0,2,5,0,0.0,0.0,0,50,False,1.4613115594479775,-48.839346783439346,0,150,1.4613115594479775
138,1,False,1,0.0,0,0.5921657845191929,4.123707999824546,0.2061853999912273,1,1,84,medium,deterministic,50000,1.0,0.8,1,0.5921657845191929,0,1,1,1,3,5,0,0.0,2.0,1,50,False,2.0283955255379285,-63.12530352142762,0,150,2.0283955255379285
149,1,False,1,0.0,0,0.5793657743351486,3.0742680000548717,0.15371340000274358,1,1,85,medium,deterministic,50000,0.6666666666666666,0.8,1,0.5793657743351486,0,2,3,1,3,5,0,0.0,2.0,1,50,False,2.356373724655863,-71.08068363798357,0,150,2.356373724655863
142,1,False,1,0.0,0,0.6209000588908113,2.9125640002894215,0.14562820001447108,1,1,86,medium,deterministic,50000,0.5,0.8,1,0.6209000588908113,0,1,2,1,3,5,0,0.0,2.0,1,50,False,1.2855065358327162,-41.15158803781788,0,150,1.2855065358327162
128,4,False,4,0.0,0,0.21373555133454836,2.7101099996070843,0.13550549998035422,4,4,87,medium,deterministic,50000,0.25,0.8,1,0.8549422053381934,0,1,4,1,2,5,0,0.0,8.0,4,50,False,1.3087132951095377,-45.279191558962786,0,150,1.3087132951095377
142,3,False,3,0.0,0,0.47272118323866574,2.5160439997853246,0.12580219998926623,3,3,88,medium,deterministic,50000,1.0,0.8,2,1.4181635497159972,0,1,1,2,2,5,0,0.0,6.0,3,50,False,1.7860161648860795,-54.858434684700036,0,150,1.7860161648860795
111,0,True,0,0.0,0,0.0,2.8092567567049676,0.1039424999980838,0,0,89,medium,deterministic,50000,1.0,0.8,0,0.0,0,1,1,0,3,5,0,0.0,0.0,0,37,False,2.6068021265879886,-106.90406379763968,0,111,2.6068021265879886
149,1,False,1,0.0,0,0.48410031097737777,2.796967999456683,0.13984839997283416,1,1,90,medium,deterministic,50000,0.3333333333333333,0.8,1,0.48410031097737777,0,1,3,1,2,5,0,0.0,2.0,1,50,False,1.933623569221842,-60.99453843507927,0,150,1.933623569221842
143,3,False,3,0.0,0,0.4753889147135168,2.8643780000857078,0.1432189000042854,3,3,91,medium,deterministic,50000,0.2,0.8,2,1.4261667441405503,0,1,5,2,1,5,0,0.0,6.0,3,50,False,1.0356551433590466,-27.85647675090068,0,150,1.0356551433590466
136,2,False,2,0.0,0,1.0170225124853332,2.471869999571936,0.12359349997859681,2,2,92,medium,deterministic,50000,0.6666666666666666,0.8,2,2.0340450249706663,0,2,3,2,2,5,0,0.0,4.0,2,50,False,1.774008758539237,-50.37012849331716,0,150,1.774008758539237
128,3,False,3,0.0,0,0.1620648865738143,2.548912000056589,0.12744560000282945,3,3,93,medium,deterministic,50000,1.0,0.8,1,0.4861946597214429,0,2,2,1,3,5,0,0.0,6.0,3,50,False,1.6836016724910463,-56.50872715026333,0,150,1.6836016724910463
99,2,False,2,0.0,0,0.6029488704198684,2.5640810809154817,0.09487099999387283,2,2,94,medium,deterministic,50000,0.5,0.8,2,1.2058977408397369,0,1,2,2,3,5,0,0.0,4.0,2,37,False,2.0844109462173686,-59.975085275268285,0,111,2.0844109462173686
85,3,False,3,0.0,0,0.35501871158844917,2.6107937501365086,0.08354540000436828,3,3,95,medium,deterministic,50000,1.0,0.8,2,1.0650561347653476,0,1,1,2,3,5,0,0.0,6.0,3,32,False,2.278191661867221,-68.8786801138723,0,96,2.278191661867221
116,2,False,2,0.0,0,0.8288556129238479,2.4002341465902424,0.09840960001019994,2,2,96,medium,deterministic,50000,0.6666666666666666,0.8,2,1.6577112258476958,0,2,3,2,3,5,0,0.0,4.0,2,41,False,1.579217543491036,-44.62247377416198,0,123,1.579217543491036
144,1,False,1,0.0,0,0.7831470773814905,2.7013959997566417,0.13506979998783208,1,1,97,medium,deterministic,50000,0.5,0.8,1,0.7831470773814905,0,1,2,1,2,5,0,0.0,2.0,1,50,False,1.6110414687281258,-48.316106215720914,0,150,1.6110414687281258
123,3,False,3,0.0,0,0.3295508970476986,2.759828000271227,0.13799140001356136,3,3,98,medium,deterministic,50000,0.0,0.8,1,0.9886526911430957,0,0,1,1,2,5,0,0.0,6.0,3,50,False,1.455015296215292,-48.642369712622155,0,150,1.455015296215292
150,0,True,0,0.0,0,0.0,2.7688959997612983,0.13844479998806491,0,0,99,medium,deterministic,50000,0.5,0.8,0,0.0,0,2,4,0,3,5,0,0.0,0.0,0,50,False,1.9697601630713055,-64.0928048921392,0,150,1.9697601630713055
