absolute_loss,centered_loss,epoch,loss,method,train_seed,validation_absolute_mae,validation_centered_mae,validation_score
1.0480215549468994,0.019180314615368843,0,1.067201852798462,mean_return,17,1.2869860242783853,0.38771577228567855,1.6747017965640638
0.9865397810935974,0.07090206444263458,1,1.0574418306350708,mean_return,17,1.2414741375692455,0.25204655209356464,1.4935206896628102
0.829063355922699,0.013752401806414127,2,0.8428157567977905,mean_return,17,1.2118890684366366,0.1469885993848156,1.3588776678214523
0.7257656455039978,0.009641804732382298,3,0.7354074716567993,mean_return,17,1.2140257220036117,0.14641917627927828,1.36044489828289
0.643070638179779,0.027706924825906754,4,0.6707775592803955,mean_return,17,1.2107177782734098,0.1387943633719626,1.3495121416453724
1.0480220317840576,0.01918031834065914,0,1.0672023296356201,risk_constraint,17,1.286985943103275,0.38771573169812334,1.6747016748013985
0.986539900302887,0.07090204209089279,1,1.0574419498443604,risk_constraint,17,1.2414740969816902,0.25204655209356464,1.4935206490752548
0.8290635347366333,0.013752399012446404,2,0.8428159356117249,risk_constraint,17,1.211889045243748,0.14698861098125993,1.358877656225008
0.7257658243179321,0.009641796350479126,3,0.7354075908660889,risk_constraint,17,1.2140257075080565,0.14641916758194504,1.3604448750900016
0.6430706977844238,0.027706915512681007,4,0.6707776188850403,risk_constraint,17,1.2107177521814099,0.1387943256835185,1.3495120778649283
