context_id,scenario,policy_seed,slot,environment_seed,environment_step,unit_index,observation_hash,legal_targets,target_probabilities,minimum_horizon,maximum_horizon,mean_horizon,extra_transitions,projected_window_transitions,projected_saved_transitions,repeat_count,short_zone_damage_mean,short_zone_damage_standard_error,short_zone_damage_lower,short_zone_damage_upper,short_high_threat_leaks_mean,short_high_threat_leaks_standard_error,short_high_threat_leaks_lower,short_high_threat_leaks_upper,short_resource_cost_mean,short_resource_cost_standard_error,short_resource_cost_lower,short_resource_cost_upper,short_label,full_zone_damage_mean,full_zone_damage_standard_error,full_zone_damage_lower,full_zone_damage_upper,full_high_threat_leaks_mean,full_high_threat_leaks_standard_error,full_high_threat_leaks_lower,full_high_threat_leaks_upper,full_resource_cost_mean,full_resource_cost_standard_error,full_resource_cost_lower,full_resource_cost_upper,full_label,label_changed
heterogeneity_pressure_seed8_safety02_e00_t23_u0,heterogeneity_pressure,8,safety,1451868365,23,0,2d5f1e4862625aa6e31fd3dd02fae3636891cdda53db968229430adbdc243863,"0,1,2,3,4","0.193355768919,0.197914600372,0.207101762295,0.198972806334,0.202655076981",2,27,16.2,2223,1681,542,32,-0.3117151237970668,0.06271707473052049,-0.4346405902688869,-0.18878965732524663,-0.2617973107844591,0.06906943021435205,-0.3971733940045891,-0.1264212275643291,0.06136719859205138,0.23324496657718585,-0.3957929358992329,0.5185273330833357,ENGAGE,-0.32841416155883474,0.08136380183994721,-0.4878872131651313,-0.16894110995253822,-0.27388204634189606,0.09119664876054828,-0.4526274779125707,-0.09513661477122143,-0.03725487976335045,0.2737192390735423,-0.5737445883474933,0.49923482882079245,ENGAGE,False
heterogeneity_pressure_seed8_safety03_e07_t40_u2,heterogeneity_pressure,8,safety,1451868372,40,2,dfa609862477dad88d4fb4d73a16ed3c20e2e194405e123b62aaaf844d90ea37,"0,1","0.505562186241,0.494437813759",2,10,6.0,708,535,173,32,-0.07455052642846098,0.031114780923846362,-0.13553549703919984,-0.013565555817722112,-0.07725590839982033,0.03224391268705325,-0.1404539772664447,-0.014057839533195962,0.1781153766438365,0.05300812852705359,0.07421944473081148,0.2820113085568615,AMBIGUOUS,-0.07455052642846098,0.031114780923846362,-0.13553549703919984,-0.013565555817722112,-0.07725590839982033,0.03224391268705325,-0.1404539772664447,-0.014057839533195962,0.1781153766438365,0.05300812852705359,0.07421944473081148,0.2820113085568615,AMBIGUOUS,False
heterogeneity_pressure_seed8_safety04_e07_t40_u1,heterogeneity_pressure,8,safety,1451868372,40,1,dfa609862477dad88d4fb4d73a16ed3c20e2e194405e123b62aaaf844d90ea37,"0,1,3","0.339660346508,0.332322657108,0.328016966581",2,10,7.333333333333333,804,640,164,32,-0.13027837614659576,0.028287633337598116,-0.18572213748828809,-0.07483461480490346,-0.13500607945024967,0.029314170062558716,-0.19246185277286476,-0.07755030612763458,0.19666648735292258,0.23566546493410276,-0.26523782391791884,0.658570798623764,ENGAGE,-0.13027837614659576,0.028287633337598116,-0.18572213748828809,-0.07483461480490346,-0.13500607945024967,0.029314170062558716,-0.19246185277286476,-0.07755030612763458,0.4376004137564451,0.2825535000374564,-0.11620444631696936,0.9914052738298595,ENGAGE,False
heterogeneity_pressure_seed8_safety05_e07_t40_u0,heterogeneity_pressure,8,safety,1451868372,40,0,dfa609862477dad88d4fb4d73a16ed3c20e2e194405e123b62aaaf844d90ea37,"0,1,3","0.341136336327,0.331328094006,0.32753559947",2,10,7.333333333333333,769,617,152,32,-0.11020141427793356,0.0425340864816429,-0.19356822378195365,-0.026834604773913487,-0.11420053988695145,0.04407761616880209,-0.20059266757780353,-0.02780841219609935,1.2603970299940555,0.24903266489336798,0.7722930068030542,1.7485010531850567,AMBIGUOUS,-0.11020141427793356,0.0425340864816429,-0.19356822378195365,-0.026834604773913487,-0.11420053988695145,0.04407761616880209,-0.20059266757780353,-0.02780841219609935,1.6212340323720125,0.3040876344265388,1.0252222688959964,2.2172457958480285,AMBIGUOUS,False
heterogeneity_pressure_seed8_resource00_e10_t49_u0,heterogeneity_pressure,8,resource,1451868375,49,0,2b5e14556ec0a7ac9e60995985685aa031b00c1fcfe9337cfb655b9fb535b914,"0,2","0.490330338478,0.509669661522",1,1,1.0,96,96,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7921875,0.0078125,2.776875,2.8074999999999997,STOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7921875,0.0078125,2.776875,2.8074999999999997,STOP,False
heterogeneity_pressure_seed8_resource01_e04_t45_u0,heterogeneity_pressure,8,resource,1451868369,45,0,10e8ffa930ddfd1b5a93abcb9f63cd87ce6b6fc66495727c5494330d6a2110b0,"2,3","0.518641769886,0.481358230114",2,5,3.5,191,155,36,32,-0.31445958418366377,0.04913552046039541,-0.4107652042860388,-0.21815396408128876,0.0,0.0,0.0,0.0,2.8379181880503888,0.16628306765451853,2.5120033754475326,3.163833000653245,ENGAGE,-0.31445958418366377,0.04913552046039541,-0.4107652042860388,-0.21815396408128876,0.0,0.0,0.0,0.0,3.3265759806148703,0.317567223368369,2.704144222812867,3.9490077384168734,ENGAGE,False
heterogeneity_pressure_seed8_resource02_e10_t48_u0,heterogeneity_pressure,8,resource,1451868375,48,0,d85b7c9148f38b14e9037b8f0a8a63b029ce70a73e42ebc2c7eb90f2aa971137,"0,2","0.490520834923,0.509479224682",2,2,2.0,176,176,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5520069297403094,0.2422006702630291,1.0772936160247724,2.0267202434558467,STOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5520069297403094,0.2422006702630291,1.0772936160247724,2.0267202434558467,STOP,False
heterogeneity_pressure_seed8_resource03_e04_t44_u0,heterogeneity_pressure,8,resource,1451868369,44,0,ca2eb207ba655a364472d7e3bf4de8e2860edef883d3bb1860cdbb021dfe371f,"2,3","0.518556058407,0.481443911791",3,6,4.5,324,291,33,32,-0.0681937595766388,0.06428630068006735,-0.1941949089095708,0.05780738975629322,0.0,0.0,0.0,0.0,1.4523964660707858,0.35799643883822874,0.7507234459478574,2.154069486193714,AMBIGUOUS,-0.0681937595766388,0.06428630068006735,-0.1941949089095708,0.05780738975629322,0.0,0.0,0.0,0.0,1.358408180484548,0.5000599548612719,0.37829066895645524,2.3385256920126407,AMBIGUOUS,False
heterogeneity_pressure_seed8_resource04_e10_t47_u0,heterogeneity_pressure,8,resource,1451868375,47,0,bdba428790e769f2bfedb9ba71085b31b353022523a230b3451ed562275505ea,"0,2","0.490711838007,0.509288191795",3,3,3.0,248,248,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.444185426319018,0.2377345202670632,0.978225766595574,1.9101450860424618,STOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.444185426319018,0.2377345202670632,0.978225766595574,1.9101450860424618,STOP,False
heterogeneity_pressure_seed8_resource05_e09_t49_u0,heterogeneity_pressure,8,resource,1451868374,49,0,c6f5cd67d83b1a273f81b548a2ddb9c7afafaa7fbccf2707e4f56010d9b7187a,"1,2","0.499470382929,0.500529646873",1,1,1.0,96,96,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7609375822823496,0.016303321039945227,2.728983073044057,2.7928920915206423,STOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7609375822823496,0.016303321039945227,2.728983073044057,2.7928920915206423,STOP,False
heterogeneity_pressure_seed9_safety00_e02_t45_u2,heterogeneity_pressure,9,safety,1451878367,45,2,98451391452687077652ca50620ba794f6be2134031f835f62b24058397149de,4,1,2,2,2.0,64,64,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,STOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,STOP,False
heterogeneity_pressure_seed9_safety01_e00_t26_u2,heterogeneity_pressure,9,safety,1451878365,26,2,e4f2f5b70288f0560fcb3d1aa026e03619a25062c7c938baddff3fddc36e27b2,"2,4","0.500317573547,0.499682426453",2,17,9.5,1318,870,448,32,-0.06669480347607906,0.0377441420778005,-0.14067332194856802,0.00728371499640991,-0.07817462086677551,0.03262735112150546,-0.14212422906492622,-0.014225012668624817,0.04690477252006531,0.010875783707168485,0.025588236454015076,0.06822130858611554,AMBIGUOUS,-0.01754390621847675,0.048490566546814204,-0.11258541665023258,0.07749760421327909,-0.07817462086677551,0.03262735112150546,-0.14212422906492622,-0.014225012668624817,0.0,0.0,0.0,0.0,AMBIGUOUS,False
heterogeneity_pressure_seed9_safety02_e00_t25_u2,heterogeneity_pressure,9,safety,1451878365,25,2,de444a5da45423fe64d9ae6dfe793611c7ec939e3b33413fe3397682c2056094,"2,3,4","0.332841843367,0.334721326828,0.332436859608",3,18,9.333333333333334,1966,1261,705,32,0.03901590958437857,0.042722159173454205,-0.044719522395591675,0.1227513415643488,-0.0312039228156209,0.017424756573611245,-0.06535644569989893,0.002948600068657138,0.04422024078667164,0.008348417025217781,0.027857343417244787,0.06058313815609849,STOP,0.11526078108658386,0.05584793375578942,0.0057988309252366005,0.22472273124793113,-0.0312039228156209,0.017424756573611245,-0.06535644569989893,0.002948600068657138,0.0,0.0,0.0,0.0,AMBIGUOUS,True
heterogeneity_pressure_seed9_safety03_e02_t44_u2,heterogeneity_pressure,9,safety,1451878367,44,2,2c6ad9317c29bb8df30791278dd604f8336f17e832f48b780cd91c8f3f9e7982,4,1,3,3,3.0,126,126,0,32,-0.012866627560076137,0.012866627560076137,-0.03808521757782536,0.012351962457673091,0.0,0.0,0.0,0.0,0.2421875,0.0078125,0.226875,0.2575,STOP,-0.012866627560076137,0.012866627560076137,-0.03808521757782536,0.012351962457673091,0.0,0.0,0.0,0.0,0.2421875,0.0078125,0.226875,0.2575,STOP,False
heterogeneity_pressure_seed9_safety04_e00_t24_u2,heterogeneity_pressure,9,safety,1451878365,24,2,8a6a298af06bf3d67f520838c4f1fb03775edc1141304102679dfe096adc3a92,"2,3,4","0.33283239603,0.334554046392,0.332613587379",4,19,10.333333333333334,2031,1350,681,32,-0.030048547349268383,0.029536354559739346,-0.0879398022863575,0.027842707587820734,-0.04160404950380325,0.019769868361371245,-0.0803529914920909,-0.002855107515515612,0.06761832139454782,0.008720048121823292,0.05052702707577417,0.08470961571332147,AMBIGUOUS,0.017434612338896836,0.04794294548116969,-0.07653356080419574,0.11140278548198942,-0.04160404950380325,0.019769868361371245,-0.0803529914920909,-0.002855107515515612,0.007812500232830644,0.007812500232830644,-0.007500000223517418,0.023125000689178707,AMBIGUOUS,False
heterogeneity_pressure_seed9_safety05_e00_t23_u2,heterogeneity_pressure,9,safety,1451878365,23,2,cdf6ab1bfb65e9e46eed2ab8d8a8a5ce7fcd10548e89aab5a34e668d800e2ec6,"2,3,4","0.332817256451,0.334391504526,0.332791209221",5,20,11.333333333333334,1970,1370,600,32,0.012952438915296903,0.024292090764188506,-0.034660058982512565,0.060564936813106374,0.0,0.0,0.0,0.0,0.08586553600616753,0.012118060002158412,0.06211413840193704,0.10961693361039802,STOP,0.07269352666661195,0.041212497678399296,-0.008082968783050662,0.15347002211627458,0.0,0.0,0.0,0.0,0.020837567979469895,0.013490114640696427,-0.005603056716295102,0.04727819267523489,AMBIGUOUS,True
heterogeneity_pressure_seed9_resource00_e02_t04_u0,heterogeneity_pressure,9,resource,1451878367,4,0,894626ffa0aa7e406d0dc642d89cff9908c3e5843d03009bab96a32650e0a7a2,2,1,30,30,30.0,2678,1920,758,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15625,0.05354141824552217,-0.26119117976122347,-0.051308820238776545,AMBIGUOUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15625,0.04860711069048868,-0.25151993695335784,-0.06098006304664219,AMBIGUOUS,False
heterogeneity_pressure_seed9_resource01_e10_t04_u0,heterogeneity_pressure,9,resource,1451878375,4,0,0f1ed530b7f42479c247ca7943ad60ea83764a90c75442be8c5c4b2d2ed349cf,"0,1,2,4","0.247945338488,0.243829280138,0.247539117932,0.260686218739",19,31,26.25,6039,4338,1701,32,-0.09783785575353429,0.0538674786108824,-0.20341811383086378,0.007742402323795208,-0.039935916662216187,0.02020713012674765,-0.07954189171064158,-0.0003299416137907893,-0.002036611083894968,0.013244287570720843,-0.02799541472250782,0.023922192554717885,AMBIGUOUS,-0.11514274152950996,0.05681683600025335,-0.2265037400900065,-0.003781742969013402,-0.039935916662216187,0.02020713012674765,-0.07954189171064158,-0.0003299416137907893,0.0,0.0,0.0,0.0,AMBIGUOUS,False
heterogeneity_pressure_seed9_resource02_e07_t04_u0,heterogeneity_pressure,9,resource,1451878372,4,0,14aa4b705712983420f8a0288dfe65f93216ac49b4848b7067a3a78a489dc3ad,"0,1,2,3,4","0.197766125202,0.196688532829,0.206107378006,0.196232423186,0.203205525875",20,37,27.4,6632,5380,1252,32,-0.02087253469130278,0.06380763939351816,-0.14593550790259838,0.10419043851999281,0.013912983238697052,0.033815180001902645,-0.05236476956503214,0.08019073604242624,0.0,0.0,0.0,0.0,AMBIGUOUS,-0.01729366584906411,0.06933581307243666,-0.15319185947103997,0.11860452777291175,0.044617059640586376,0.05215181130625808,-0.057600490519679456,0.14683460980085222,0.0,0.0,0.0,0.0,AMBIGUOUS,False
heterogeneity_pressure_seed9_resource03_e02_t02_u0,heterogeneity_pressure,9,resource,1451878367,2,0,92ed945bbb52592c6e33b2bf6cf8da62200cec78eeee572c06044863763320e8,2,1,32,32,32.0,2756,2024,732,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.109375,0.05257662898401323,-0.21242519280866595,-0.0063248071913340614,AMBIGUOUS,-0.012866627560076137,0.012866627560076137,-0.03808521757782536,0.012351962457673091,0.0,0.0,0.0,0.0,-0.1796875,0.0703125,-0.3175,-0.041874999999999996,AMBIGUOUS,False
heterogeneity_pressure_seed9_resource04_e08_t04_u0,heterogeneity_pressure,9,resource,1451878373,4,0,789bc1ef95af6afcfe79a872365a98d4eee3ce858ec689ccf7b306d6076f2d8d,"1,2,4","0.337332725525,0.330158919096,0.332508414984",35,46,41.666666666666664,5776,5379,397,32,-0.042911622281224346,0.06427788805906394,-0.16889628287698966,0.08307303831454098,0.010615069419145584,0.03498853776258631,-0.05796246459552358,0.07919260343381475,0.0,0.0,0.0,0.0,AMBIGUOUS,-0.030778962875996844,0.06709218172010746,-0.16227963904740747,0.10072171329541377,0.010615069419145584,0.03498853776258631,-0.05796246459552358,0.07919260343381475,0.0,0.0,0.0,0.0,AMBIGUOUS,False
heterogeneity_pressure_seed9_resource05_e10_t02_u0,heterogeneity_pressure,9,resource,1451878375,2,0,86d9c26349fd184a1b08641d6ddd7d692a4516246f8f715a6f37c18c7a597e93,"0,1,2,4","0.248232573271,0.243785351515,0.2473243922,0.260657668114",21,33,28.25,6533,4672,1861,32,-0.03989301591639717,0.0681268864568443,-0.173421713371812,0.09363568153901765,0.007450935896486044,0.04405844237594645,-0.078903611160369,0.09380548295334108,6.232713349163532e-05,0.021874123648875834,-0.042810955218305,0.04293560948528827,AMBIGUOUS,-0.04905761717450232,0.07703855632242505,-0.20005318756645543,0.10193795321745078,0.007450935896486044,0.04405844237594645,-0.078903611160369,0.09380548295334108,-0.0019393169786781073,0.0019393169786781068,-0.005740378256887196,0.0018617442995309819,AMBIGUOUS,False
heterogeneity_pressure_seed10_safety00_e10_t40_u2,heterogeneity_pressure,10,safety,1451888375,40,2,e8dc0a84d2468cb137e9e2b370733a97a16ffe78d8d849a8a030cc83c771fb33,"0,2,3,4","0.256221443415,0.248797863722,0.254653483629,0.240327164531",2,10,5.0,906,638,268,32,-0.12921734920048122,0.029929653912612417,-0.18787947086920156,-0.07055522753176088,-0.1174049498513341,0.027559360859846428,-0.1714212971366331,-0.0633886025660351,0.07038054121658209,0.09088091733145012,-0.10774605675306013,0.2485071391862243,ENGAGE,-0.12921734920048122,0.029929653912612417,-0.18787947086920156,-0.07055522753176088,-0.1174049498513341,0.027559360859846428,-0.1714212971366331,-0.0633886025660351,0.23756458251737061,0.12681386666841962,-0.010990596152731846,0.4861197611874731,ENGAGE,False
heterogeneity_pressure_seed10_safety01_e10_t40_u1,heterogeneity_pressure,10,safety,1451888375,40,1,e8dc0a84d2468cb137e9e2b370733a97a16ffe78d8d849a8a030cc83c771fb33,"0,1,2,3,4","0.205933511257,0.19761992991,0.198856621981,0.204591661692,0.192998230457",2,10,6.0,1135,826,309,32,-0.31171275096153933,0.04332289639761183,-0.39662562790085854,-0.22679987402222013,-0.31614710483700037,0.047586129529276155,-0.40941591871438165,-0.2228782909596191,0.8810022400692106,0.13246307676856706,0.6213746096028192,1.140629870535602,ENGAGE,-0.3117127509615393,0.05193737099343677,-0.41350999810867534,-0.20991550381440321,-0.31614710483700037,0.06099234684605269,-0.43569210465526365,-0.1966021050187371,1.5852908607106657,0.24315661268088265,1.1087038998561356,2.061877821565196,ENGAGE,False
heterogeneity_pressure_seed10_safety02_e10_t40_u0,heterogeneity_pressure,10,safety,1451888375,40,0,e8dc0a84d2468cb137e9e2b370733a97a16ffe78d8d849a8a030cc83c771fb33,"0,1,2,3,4","0.205393895507,0.198218807578,0.199893534184,0.204138025641,0.19235573709",2,10,6.0,1137,834,303,32,-0.3365277282634889,0.04774216281680371,-0.4301023673844242,-0.24295308914255365,-0.3465218357741833,0.04613928474068888,-0.4369548338659335,-0.25608883768243307,1.5826179865282026,0.2213583553232102,1.1487556100947107,2.0164803629616945,ENGAGE,-0.33652772826348887,0.05169796975420234,-0.43785574898172547,-0.23519970754525227,-0.3465218357741833,0.0541966162888785,-0.4527472037003851,-0.24029646784798142,1.8294499769108366,0.280408117879405,1.2798500658672027,2.37904988795447,ENGAGE,False
heterogeneity_pressure_seed10_safety03_e03_t33_u2,heterogeneity_pressure,10,safety,1451888368,33,2,51dd5f5ecac4788e99d5a0425e96931b5bdfd79ae3c6a0b2a32dd0690e47cf7b,"1,3,4","0.33383589983,0.330201208591,0.335962861776",2,17,9.333333333333334,990,771,219,32,-0.06634920179633604,0.024806523493200953,-0.11496998784300991,-0.01772841574966217,-0.06299303658306599,0.023551726314696764,-0.10915442015987165,-0.016831653006260328,-0.021504257339984165,0.1320347657464112,-0.28029239820295015,0.2372838835229818,AMBIGUOUS,-0.06634920179633604,0.024806523493200953,-0.11496998784300991,-0.01772841574966217,-0.06299303658306599,0.023551726314696764,-0.10915442015987165,-0.016831653006260328,-0.024083954282104948,0.13214893974120992,-0.2830958761748764,0.2349279676106665,AMBIGUOUS,False
heterogeneity_pressure_seed10_safety04_e03_t33_u1,heterogeneity_pressure,10,safety,1451888368,33,1,51dd5f5ecac4788e99d5a0425e96931b5bdfd79ae3c6a0b2a32dd0690e47cf7b,"1,2,3,4","0.253253787756,0.24191826582,0.249476715922,0.255351245403",2,17,11.25,1396,1109,287,32,-0.17819866619395652,0.023469776534384576,-0.2241994282013503,-0.13219790418656274,-0.15959452837705612,0.022203057107682254,-0.20311252030811333,-0.11607653644599891,0.6410474220057951,0.1971472793921419,0.25463875439719696,1.0274560896143932,ENGAGE,-0.17819866619395652,0.023469776534384576,-0.2241994282013503,-0.13219790418656274,-0.15959452837705612,0.022203057107682254,-0.20311252030811333,-0.11607653644599891,0.6273184545803818,0.2773062650545468,0.0837981750734701,1.1708387340872934,ENGAGE,False
heterogeneity_pressure_seed10_safety05_e03_t33_u0,heterogeneity_pressure,10,safety,1451888368,33,0,51dd5f5ecac4788e99d5a0425e96931b5bdfd79ae3c6a0b2a32dd0690e47cf7b,"1,2,3,4","0.252408325672,0.243567228317,0.249212577939,0.254811882973",2,17,11.25,1575,1229,346,32,-0.20457064891895838,0.05059217111957415,-0.30373130431332374,-0.10540999352459304,-0.2131930715404451,0.050396566272052926,-0.3119703414336688,-0.11441580164722136,0.3575507597299292,0.3346438343726053,-0.2983511556403772,1.0134526751002357,ENGAGE,-0.19772703771261102,0.05168942814095645,-0.29903831686888566,-0.09641575855633638,-0.2131930715404451,0.050396566272052926,-0.3119703414336688,-0.11441580164722136,-0.0816765723749995,0.4239338670591573,-0.9125869518109478,0.7492338070609489,ENGAGE,False
heterogeneity_pressure_seed10_resource00_e08_t49_u0,heterogeneity_pressure,10,resource,1451888373,49,0,75af5cfbb55dcb7856435018ff6108aa0839d56c5960486e221461165b9fd1bb,2,1,1,1,1.0,64,64,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0734375,0.12366187753158649,1.8310602200380903,2.3158147799619093,STOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0734375,0.12366187753158649,1.8310602200380903,2.3158147799619093,STOP,False
heterogeneity_pressure_seed10_resource01_e08_t48_u0,heterogeneity_pressure,10,resource,1451888373,48,0,42f575ea4e583ecabaad88afe113618a80920f575b8b558e49c677ec2ddeb056,2,1,2,2,2.0,96,96,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8875,0.22069127100267055,0.4549451088347657,1.3200548911652343,STOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8875,0.22069127100267055,0.4549451088347657,1.3200548911652343,STOP,False
heterogeneity_pressure_seed10_resource02_e08_t47_u0,heterogeneity_pressure,10,resource,1451888373,47,0,21af6f0041cb94a0f422baa94e674d432c1ee188ef85e7e8882c3b0fcab47f86,2,1,3,3,3.0,92,92,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2171874999999999,0.22665841962854158,0.7729369975280584,1.6614380024719413,STOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2171874999999999,0.22665841962854158,0.7729369975280584,1.6614380024719413,STOP,False
heterogeneity_pressure_seed10_resource03_e08_t46_u0,heterogeneity_pressure,10,resource,1451888373,46,0,26aca723a1843c8b71495a8302e859170659634e8bd0377600c1d36d1746332b,2,1,4,4,4.0,119,119,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4859374999999999,0.23748126385136897,0.020474222851316726,0.9514007771486831,STOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4859374999999999,0.23748126385136897,0.020474222851316726,0.9514007771486831,STOP,False
heterogeneity_pressure_seed10_resource04_e08_t45_u0,heterogeneity_pressure,10,resource,1451888373,45,0,9c7b1f69ef43c2a5c96f2c55e67e02580a9c7e12d1577758915654762d84f3d6,2,1,5,5,5.0,121,121,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73125,0.2850151205666339,0.17262036368939748,1.2898796363106024,STOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73125,0.2850151205666339,0.17262036368939748,1.2898796363106024,STOP,False
heterogeneity_pressure_seed10_resource05_e08_t44_u0,heterogeneity_pressure,10,resource,1451888373,44,0,345da50cd318f83719b8cbc8dfb4d4865ece7122ebed8193fb21330f22be15c8,2,1,6,6,6.0,134,134,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6828124999999998,0.27537190188869737,0.14308357229815294,1.2225414277018467,STOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6828124999999998,0.27537190188869737,0.14308357229815294,1.2225414277018467,STOP,False
