method,method_type,train_scenario,eval_scenario,run_index,train_seed,evaluation_seed,episode_index,episode_seed,total_reward,steps,num_targets,num_intercepted,num_leaked,total_damage,ammo_used,shots,hits,invalid_actions,success,decision_time_seconds,decision_time_ms,high_threat_threshold,num_high_threat_targets,num_high_threat_leaked,high_threat_leak_rate,zone_weighted_damage,engaged_target_events,conflict_target_events,assignment_conflict_rate,overkill_assignments,overkill_rate,intercepted_damage_potential,damage_reduction_per_ammo,resource_cost
greedy_damage,rule,medium,medium,0,,200,0,200,-82.05165925549197,50,5,1,2,2.1827239117792194,16,16,1,0,False,0.0009386000056110788,0.018772000112221576,0.8,2,1,0.5,2.1827239117792194,16,0,0.0,0,0.0,0.554817095784408,0.0346760684865255,17.0
greedy_damage,rule,medium,medium,0,,200,1,201,-56.60594004499496,50,5,1,3,1.3780744583657385,16,16,1,0,False,0.0010398999984317925,0.02079799996863585,0.8,1,0,0.0,1.3780744583657385,16,0,0.0,0,0.0,0.8990710286590357,0.05619193929118973,17.0
greedy_damage,rule,medium,medium,0,,200,2,202,31.365730896000088,20,5,5,0,0.0,16,16,5,0,True,0.0006057999999029562,0.03028999999514781,0.8,1,0,0.0,0.0,16,0,0.0,0,0.0,3.3848621997146706,0.2115538874821669,17.0
greedy_damage,rule,medium,medium,0,,200,3,203,-36.6991788944189,50,5,2,2,0.863958228792377,16,16,2,0,False,0.000949100003708736,0.01898200007417472,0.8,1,0,0.0,0.863958228792377,16,0,0.0,0,0.0,1.3700055375851186,0.08562534609906991,17.0
greedy_damage,rule,medium,medium,0,,200,4,204,-128.5418536364116,46,5,0,4,2.73139512121372,16,16,0,0,False,0.0010511000127735315,0.022850000277685467,0.8,1,1,1.0,2.73139512121372,16,0,0.0,0,0.0,0.0,0.0,17.0
greedy_damage,rule,medium,medium,0,,200,5,205,1.6782427599676133,50,5,4,0,0.0,16,16,4,0,False,0.0009983999971154844,0.01996799994230969,0.8,1,0,0.0,0.0,16,0,0.0,0,0.0,2.6649820437223086,0.1665613777326443,17.0
greedy_damage,rule,medium,medium,0,,200,6,206,-84.42118647023477,50,5,1,3,2.3192141839956726,16,16,1,0,False,0.0010432999952172395,0.02086599990434479,0.8,4,2,0.5,2.3192141839956726,16,0,0.0,0,0.0,1.3033582391312426,0.08145988994570266,17.0
greedy_damage,rule,medium,medium,0,,200,7,207,-64.06239178352318,50,5,1,2,1.5610205884032737,16,16,1,0,False,0.00109379999776138,0.0218759999552276,0.8,1,1,1.0,1.5610205884032737,16,0,0.0,0,0.0,0.672059514176702,0.04200371963604387,17.0
greedy_damage,rule,medium,medium,0,,200,8,208,-64.02179569500356,50,5,1,2,1.5755510488825688,16,16,1,0,False,0.0012338999968051212,0.024677999936102424,0.8,4,2,0.5,1.5755510488825688,16,0,0.0,0,0.0,0.9582226046778006,0.05988891279236254,17.0
greedy_damage,rule,medium,medium,0,,200,9,209,-78.54378591260748,50,5,2,2,2.2038750656295796,16,16,2,0,False,0.0010378000024502398,0.020756000049004797,0.8,3,2,0.6666666666666666,2.2038750656295796,16,0,0.0,0,0.0,1.0880029463073302,0.06800018414420814,17.0
