method,train_scenario,eval_scenario,timesteps,metric,n_runs,mean,std,sem,confidence_level,ci_low,ci_high
maskable_ppo,medium,medium,0,avg_reward,5,-64.16473213831566,6.224488985532298,2.783676099369784,0.95,-71.893456018867,-56.436008257764314
maskable_ppo,medium,medium,0,success_rate,5,0.013333333333333332,0.02981423969999719,0.01333333333333333,0.95,0.0,0.05035260140263731
maskable_ppo,medium,medium,0,intercept_rate,5,0.3373333333333334,0.035465162875387694,0.015860503004493758,0.95,0.29329751740053167,0.3813691492661351
maskable_ppo,medium,medium,0,avg_total_damage,5,1.5709960679611406,0.1431244808220639,0.06400721367249997,0.95,1.3932835528627785,1.7487085830595026
maskable_ppo,medium,medium,0,avg_invalid_actions,5,0.0,0.0,0.0,0.95,0.0,0.0
maskable_ppo,medium,medium,100000,avg_reward,5,-37.25643903366397,8.428029525338605,3.769129387006481,0.95,-47.7212198710753,-26.791658196252648
maskable_ppo,medium,medium,100000,success_rate,5,0.07333333333333333,0.05477225575051661,0.024494897427831782,0.95,0.005324595267507629,0.14134207139915905
maskable_ppo,medium,medium,100000,intercept_rate,5,0.5613333333333334,0.04038701661562923,0.018061622912192092,0.95,0.5111862288068492,0.6114804378598175
maskable_ppo,medium,medium,100000,avg_total_damage,5,1.091154587794877,0.19859644061239137,0.08881502825976141,0.95,0.8445645373150582,1.3377446382746956
maskable_ppo,medium,medium,100000,avg_invalid_actions,5,0.0,0.0,0.0,0.95,0.0,0.0
maskable_ppo,medium,medium,100096,avg_reward,5,-34.35117795078462,8.708705843400773,3.8946516523787533,0.95,-45.16446446748213,-23.537891434087108
maskable_ppo,medium,medium,100096,success_rate,5,0.08,0.0557773351022717,0.024944382578492942,0.95,0.010743291087762022,0.14925670891223797
maskable_ppo,medium,medium,100096,intercept_rate,5,0.5706666666666667,0.05727128425310542,0.025612496949731396,0.95,0.4995549748786914,0.6417783584546419
maskable_ppo,medium,medium,100096,avg_total_damage,5,1.007268232247732,0.1907124883907035,0.0852892176399505,0.95,0.7704674014051417,1.2440690630903224
maskable_ppo,medium,medium,100096,avg_invalid_actions,5,0.0,0.0,0.0,0.95,0.0,0.0
maskable_ppo,medium,medium,25000,avg_reward,5,-67.2442412769606,15.827736423995038,7.078378914800467,0.95,-86.89697176769366,-47.59151078622753
maskable_ppo,medium,medium,25000,success_rate,5,0.0,0.0,0.0,0.95,0.0,0.0
maskable_ppo,medium,medium,25000,intercept_rate,5,0.25866666666666666,0.1557348173445275,0.06964672760917534,0.95,0.06529635070312739,0.4520369826302059
maskable_ppo,medium,medium,25000,avg_total_damage,5,1.816662996320448,0.39961261697883066,0.1787121952462504,0.95,1.3204783965898428,2.312847596051053
maskable_ppo,medium,medium,25000,avg_invalid_actions,5,0.0,0.0,0.0,0.95,0.0,0.0
maskable_ppo,medium,medium,50000,avg_reward,5,-54.183629324832154,18.497572887059043,8.272366078844211,0.95,-77.15139963284346,-31.215859016820836
maskable_ppo,medium,medium,50000,success_rate,5,0.026666666666666665,0.04346134936801766,0.019436506316151,0.95,0.0,0.0806310594902902
maskable_ppo,medium,medium,50000,intercept_rate,5,0.4293333333333333,0.14099645385611656,0.0630555310817378,0.95,0.2542631127057947,0.6044035539608719
maskable_ppo,medium,medium,50000,avg_total_damage,5,1.556951584119394,0.48828349916197855,0.2183670192835291,0.95,0.9506675422930062,2.1632356259457817
maskable_ppo,medium,medium,50000,avg_invalid_actions,5,0.0,0.0,0.0,0.95,0.0,0.0
maskable_ppo,medium,medium,75000,avg_reward,5,-43.24262887945393,26.663868307018905,11.9244444155193,0.95,-76.35019420912572,-10.135063549782146
maskable_ppo,medium,medium,75000,success_rate,5,0.1,0.07453559924999299,0.03333333333333333,0.95,0.007451829826740045,0.19254817017325998
maskable_ppo,medium,medium,75000,intercept_rate,5,0.49866666666666665,0.24537499646233088,0.10973503441370845,0.95,0.19399336750001384,0.8033399658333195
maskable_ppo,medium,medium,75000,avg_total_damage,5,1.2439348267678638,0.6577891041558516,0.2941722303502347,0.95,0.4271817777268353,2.0606878758088922
maskable_ppo,medium,medium,75000,avg_invalid_actions,5,0.0,0.0,0.0,0.95,0.0,0.0
