accuracy,balanced_accuracy,count,engage_count,engage_recall,false_noop_rate,method,model_seed,noop_count,noop_recall,selected_family,wasteful_engage_rate
0.5308641975308642,0.5893548387096774,81,31,0.8387096774193549,0.16129032258064516,zero_margin,20,50,0.34,resource_dual,0.66
0.5679012345679012,0.5948387096774194,81,31,0.7096774193548387,0.2903225806451613,risk_regression,20,50,0.48,resource_dual,0.52
0.5432098765432098,0.5932258064516129,81,31,0.8064516129032258,0.1935483870967742,calibrated,20,50,0.38,resource_dual,0.62
0.5555555555555556,0.6216129032258064,81,31,0.9032258064516129,0.0967741935483871,zero_margin,21,50,0.34,resource_dual,0.66
0.5679012345679012,0.5948387096774194,81,31,0.7096774193548387,0.2903225806451613,risk_regression,21,50,0.48,resource_dual,0.52
0.5432098765432098,0.6116129032258064,81,31,0.9032258064516129,0.0967741935483871,calibrated,21,50,0.32,resource_dual,0.68
0.5555555555555556,0.6093548387096774,81,31,0.8387096774193549,0.16129032258064516,zero_margin,22,50,0.38,resource_dual,0.62
0.5555555555555556,0.5787096774193548,81,31,0.6774193548387096,0.3225806451612903,risk_regression,22,50,0.48,resource_dual,0.52
0.5432098765432098,0.6054838709677419,81,31,0.8709677419354839,0.12903225806451613,calibrated,22,50,0.34,resource_dual,0.66
