context_id,scenario,policy_seed,slot,repeat,target_index,target_probability,unit_index,resource_type,unit_cost,current_probe_cost_n,current_probe_cost_e,current_other_cost_n,current_other_cost_e,future_probe_cost_n,future_probe_cost_e,future_other_cost_n,future_other_cost_e,future_probe_shots_n,future_probe_shots_e,future_other_shots_n,future_other_shots_e,first_future_shot_n,first_future_shot_e,first_substitution_step,direct_cost,current_other_delta,same_step_other_sub_cost,future_sub_cost_probe,future_sub_cost_other,future_sub_cost,sub_cost_probe,sub_cost_other,sub_cost,sub_shot_probe,sub_shot_other,sub_shot,episode_cost_delta,rho_sub,cost_sign_masked,protocol_residual,future_only_residual,extended_residual,sub_cost_decomposition_residual
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,4,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,2.0,12.0,12.0,4.0,4.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,4,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,2.0,12.0,12.0,4.0,4.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,5,0,0.3302849531173706,2,laser,0.5,0.0,0.5,0.0,0.0,2.5,2.5,12.0,12.0,5.0,5.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,5,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,2.5,2.5,12.0,12.0,5.0,5.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,5,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,2.5,2.5,12.0,12.0,5.0,5.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,6,0,0.3302849531173706,2,laser,0.5,0.0,0.5,0.0,0.0,0.5,0.5,12.0,12.0,1.0,1.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,6,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,0.5,0.5,12.0,12.0,1.0,1.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,6,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,0.5,0.5,12.0,12.0,1.0,1.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,7,0,0.3302849531173706,2,laser,0.5,0.0,0.5,0.0,0.0,0.5,0.5,10.0,10.0,1.0,1.0,5.0,5.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,7,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,0.5,0.5,10.0,10.0,1.0,1.0,5.0,5.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,7,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,0.5,0.0,10.0,12.0,1.0,0.0,5.0,6.0,1,1,1,0.5,0.0,-0.0,0.5,-2.0,-1.5,0.5,-2.0,-1.5,1.0,-1.0,0.0,2.0,-3.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,8,0,0.3302849531173706,2,laser,0.5,0.0,0.5,0.0,0.0,2.5,2.5,12.0,12.0,5.0,5.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,8,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,2.5,2.5,12.0,12.0,5.0,5.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,8,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,2.5,2.5,12.0,12.0,5.0,5.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,9,0,0.3302849531173706,2,laser,0.5,0.0,0.5,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,5.0,5.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,9,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,5.0,5.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,9,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,5.0,3.0,1,1,4,0.5,0.0,-0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,2.0,2.0,-3.5,8.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,10,0,0.3302849531173706,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,2.0,10.0,10.0,4.0,4.0,5.0,5.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,10,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,2.0,10.0,10.0,4.0,4.0,5.0,5.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,10,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,2.0,10.0,10.0,4.0,4.0,5.0,5.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,11,0,0.3302849531173706,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,2.0,12.0,12.0,4.0,4.0,6.0,6.0,2,2,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,11,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,1.0,12.0,8.0,4.0,2.0,6.0,4.0,2,2,6,0.5,0.0,-0.0,1.0,4.0,5.0,1.0,4.0,5.0,2.0,2.0,4.0,-4.5,10.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,11,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,1.0,12.0,6.0,4.0,2.0,6.0,3.0,2,2,6,0.5,0.0,-0.0,1.0,6.0,7.0,1.0,6.0,7.0,2.0,3.0,5.0,-6.5,14.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,12,0,0.3302849531173706,2,laser,0.5,0.0,0.5,0.0,0.0,2.5,2.5,12.0,12.0,5.0,5.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,12,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,2.5,2.5,12.0,12.0,5.0,5.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,12,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,2.5,2.5,12.0,12.0,5.0,5.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,13,0,0.3302849531173706,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,2.0,8.0,8.0,4.0,4.0,4.0,4.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,13,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,2.0,8.0,8.0,4.0,4.0,4.0,4.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,13,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,2.0,8.0,8.0,4.0,4.0,4.0,4.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,14,0,0.3302849531173706,2,laser,0.5,0.0,0.5,0.0,0.0,0.5,0.5,8.0,8.0,1.0,1.0,4.0,4.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,14,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,0.5,0.5,8.0,8.0,1.0,1.0,4.0,4.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,14,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,0.5,0.0,8.0,8.0,1.0,0.0,4.0,4.0,1,1,2,0.5,0.0,-0.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,15,0,0.3302849531173706,2,laser,0.5,0.0,0.5,0.0,0.0,1.5,1.5,12.0,12.0,3.0,3.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,15,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,1.5,1.5,12.0,12.0,3.0,3.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,15,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,1.5,1.0,12.0,12.0,3.0,2.0,6.0,6.0,1,1,1,0.5,0.0,-0.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,16,0,0.3302849531173706,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,2.0,10.0,10.0,4.0,4.0,5.0,5.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,16,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,2.0,10.0,10.0,4.0,4.0,5.0,5.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,16,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,2.0,10.0,10.0,4.0,4.0,5.0,5.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,17,0,0.3302849531173706,2,laser,0.5,0.0,0.5,0.0,0.0,2.5,2.5,12.0,12.0,5.0,5.0,6.0,6.0,2,2,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,17,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,2.5,2.5,12.0,12.0,5.0,5.0,6.0,6.0,2,2,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,17,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,2.5,2.0,12.0,12.0,5.0,4.0,6.0,6.0,2,2,6,0.5,0.0,-0.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,18,0,0.3302849531173706,2,laser,0.5,0.0,0.5,0.0,0.0,2.5,2.5,12.0,12.0,5.0,5.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,18,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,2.5,2.5,12.0,12.0,5.0,5.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,18,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,2.5,2.5,12.0,12.0,5.0,5.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,19,0,0.3302849531173706,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,2.0,12.0,12.0,4.0,4.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,19,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,1.5,12.0,12.0,4.0,3.0,6.0,6.0,1,1,2,0.5,0.0,-0.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,19,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,2.0,12.0,12.0,4.0,4.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,20,0,0.3302849531173706,2,laser,0.5,0.0,0.5,0.0,0.0,3.5,3.5,12.0,12.0,7.0,7.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,20,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,3.5,0.5,12.0,6.0,7.0,1.0,6.0,3.0,1,1,2,0.5,0.0,-0.0,3.0,6.0,9.0,3.0,6.0,9.0,6.0,3.0,9.0,-8.5,18.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,20,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,3.5,3.5,12.0,12.0,7.0,7.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,21,0,0.3302849531173706,2,laser,0.5,0.0,0.5,0.0,0.0,1.0,1.0,12.0,12.0,2.0,2.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,21,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,1.0,1.0,12.0,12.0,2.0,2.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,21,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,1.0,0.0,12.0,6.0,2.0,0.0,6.0,3.0,1,1,4,0.5,0.0,-0.0,1.0,6.0,7.0,1.0,6.0,7.0,2.0,3.0,5.0,-6.5,14.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,22,0,0.3302849531173706,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,2.0,12.0,12.0,4.0,4.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,22,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,2.0,12.0,12.0,4.0,4.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,22,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,2.0,1.0,12.0,12.0,4.0,2.0,6.0,6.0,1,1,2,0.5,0.0,-0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,-0.5,2.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,23,0,0.3302849531173706,2,laser,0.5,0.0,0.5,0.0,0.0,1.5,1.5,12.0,12.0,3.0,3.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,23,2,0.32942718267440796,2,laser,0.5,0.0,0.5,0.0,0.0,1.5,1.5,12.0,12.0,3.0,3.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
confirm_medium_seed17_safety00_e08_t28_u2,medium,17,safety,23,3,0.3402878940105438,2,laser,0.5,0.0,0.5,0.0,0.0,1.5,1.5,12.0,12.0,3.0,3.0,6.0,6.0,1,1,,0.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,0.0,0.0,0.0,0.0
