context_id,scenario,policy_seed,slot,repeat,target_index,target_probability,unit_index,resource_type,unit_cost,current_probe_cost_n,current_probe_cost_e,current_other_cost_n,current_other_cost_e,future_probe_cost_n,future_probe_cost_e,future_other_cost_n,future_other_cost_e,future_probe_shots_n,future_probe_shots_e,future_other_shots_n,future_other_shots_e,first_future_shot_n,first_future_shot_e,first_substitution_step,direct_cost,current_other_delta,same_step_other_sub_cost,future_sub_cost_probe,future_sub_cost_other,future_sub_cost,sub_cost_probe,sub_cost_other,sub_cost,sub_shot_probe,sub_shot_other,sub_shot,episode_cost_delta,rho_sub,cost_sign_masked,protocol_residual,future_only_residual,extended_residual,sub_cost_decomposition_residual
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,12,4,0.2526964843273163,0,missile,2.0,0.0,2.0,2.5,2.5,2.0,0.0,3.5,3.5,1.0,0.0,7.0,7.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,13,0,0.2559460997581482,0,missile,2.0,0.0,2.0,2.5,2.5,2.0,0.0,3.5,3.5,1.0,0.0,7.0,7.0,1,1,2,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,13,2,0.24481290578842163,0,missile,2.0,0.0,2.0,2.5,2.5,2.0,0.0,3.5,3.5,1.0,0.0,7.0,7.0,1,1,2,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,13,3,0.24654440581798553,0,missile,2.0,0.0,2.0,2.5,2.0,2.0,0.0,3.5,4.0,1.0,0.0,7.0,8.0,1,10,1,2.0,-0.5,0.5,2.0,-0.5,1.5,2.0,0.0,2.0,1.0,-1.0,0.0,0.0,1.0,True,0.0,-0.5,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,13,4,0.2526964843273163,0,missile,2.0,0.0,2.0,2.5,2.5,2.0,0.0,3.5,3.5,1.0,0.0,7.0,7.0,1,1,2,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,14,0,0.2559460997581482,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,14,2,0.24481290578842163,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,14,3,0.24654440581798553,0,missile,2.0,0.0,2.0,0.5,0.0,2.0,0.0,5.5,6.0,1.0,0.0,8.0,9.0,1,1,1,2.0,-0.5,0.5,2.0,-0.5,1.5,2.0,0.0,2.0,1.0,-1.0,0.0,0.0,1.0,True,0.0,-0.5,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,14,4,0.2526964843273163,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,15,0,0.2559460997581482,0,missile,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,2,2,2,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,15,2,0.24481290578842163,0,missile,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,2,2,2,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,15,3,0.24654440581798553,0,missile,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,2,2,2,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,15,4,0.2526964843273163,0,missile,2.0,0.0,2.0,2.0,2.5,2.0,0.0,4.0,3.5,1.0,0.0,8.0,7.0,2,2,2,2.0,0.5,-0.5,2.0,0.5,2.5,2.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,True,0.0,0.5,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,16,0,0.2559460997581482,0,missile,2.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,6.0,1.0,0.0,9.0,9.0,1,1,3,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,16,2,0.24481290578842163,0,missile,2.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,6.0,1.0,0.0,9.0,9.0,1,1,3,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,16,3,0.24654440581798553,0,missile,2.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,6.0,1.0,0.0,9.0,9.0,1,1,2,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,16,4,0.2526964843273163,0,missile,2.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,6.0,1.0,0.0,9.0,9.0,1,1,3,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,17,0,0.2559460997581482,0,missile,2.0,0.0,2.0,2.0,2.5,2.0,0.0,4.0,3.5,1.0,0.0,8.0,7.0,2,2,19,2.0,0.5,-0.5,2.0,0.5,2.5,2.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,True,0.0,0.5,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,17,2,0.24481290578842163,0,missile,2.0,0.0,2.0,2.0,2.5,2.0,0.0,4.0,3.5,1.0,0.0,8.0,7.0,2,2,19,2.0,0.5,-0.5,2.0,0.5,2.5,2.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,True,0.0,0.5,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,17,3,0.24654440581798553,0,missile,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,2,10,2,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,17,4,0.2526964843273163,0,missile,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,2,10,2,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,18,0,0.2559460997581482,0,missile,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,1,2,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,18,2,0.24481290578842163,0,missile,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,1,2,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,18,3,0.24654440581798553,0,missile,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,1,2,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,18,4,0.2526964843273163,0,missile,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,1,2,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,19,0,0.2559460997581482,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,2,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,19,2,0.24481290578842163,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,2,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,19,3,0.24654440581798553,0,missile,2.0,0.0,2.0,0.5,0.0,2.0,0.0,5.5,6.0,1.0,0.0,8.0,9.0,1,1,2,2.0,-0.5,0.5,2.0,-0.5,1.5,2.0,0.0,2.0,1.0,-1.0,0.0,0.0,1.0,True,0.0,-0.5,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,19,4,0.2526964843273163,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,2,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,20,0,0.2559460997581482,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,20,2,0.24481290578842163,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,20,3,0.24654440581798553,0,missile,2.0,0.0,2.0,0.5,0.0,2.0,0.0,5.5,6.0,1.0,0.0,8.0,9.0,1,1,1,2.0,-0.5,0.5,2.0,-0.5,1.5,2.0,0.0,2.0,1.0,-1.0,0.0,0.0,1.0,True,0.0,-0.5,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,20,4,0.2526964843273163,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,21,0,0.2559460997581482,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,21,2,0.24481290578842163,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,21,3,0.24654440581798553,0,missile,2.0,0.0,2.0,0.5,0.0,2.0,0.0,5.5,6.0,1.0,0.0,8.0,9.0,1,1,1,2.0,-0.5,0.5,2.0,-0.5,1.5,2.0,0.0,2.0,1.0,-1.0,0.0,0.0,1.0,True,0.0,-0.5,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,21,4,0.2526964843273163,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,22,0,0.2559460997581482,0,missile,2.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,6.0,1.0,0.0,9.0,9.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,22,2,0.24481290578842163,0,missile,2.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,6.0,1.0,0.0,9.0,9.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,22,3,0.24654440581798553,0,missile,2.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,6.0,1.0,0.0,9.0,9.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,22,4,0.2526964843273163,0,missile,2.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,6.0,1.0,0.0,9.0,9.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,23,0,0.2559460997581482,0,missile,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,23,2,0.24481290578842163,0,missile,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,23,3,0.24654440581798553,0,missile,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,1,10,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,23,4,0.2526964843273163,0,missile,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,24,0,0.2559460997581482,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,10,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,24,2,0.24481290578842163,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,25,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,24,3,0.24654440581798553,0,missile,2.0,0.0,2.0,0.5,0.0,2.0,0.0,5.5,6.0,1.0,0.0,8.0,9.0,1,1,,2.0,-0.5,0.5,2.0,-0.5,1.5,2.0,0.0,2.0,1.0,-1.0,0.0,0.0,1.0,True,0.0,-0.5,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,24,4,0.2526964843273163,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,25,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,25,0,0.2559460997581482,0,missile,2.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,6.0,1.0,0.0,9.0,9.0,1,2,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,25,2,0.24481290578842163,0,missile,2.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,6.0,1.0,0.0,9.0,9.0,1,2,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,25,3,0.24654440581798553,0,missile,2.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,6.0,1.0,0.0,9.0,9.0,1,3,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,25,4,0.2526964843273163,0,missile,2.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,6.0,1.0,0.0,9.0,9.0,1,2,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,26,0,0.2559460997581482,0,missile,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,1,5,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,26,2,0.24481290578842163,0,missile,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,1,5,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,26,3,0.24654440581798553,0,missile,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,1,5,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,26,4,0.2526964843273163,0,missile,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,1,5,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,27,0,0.2559460997581482,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,27,2,0.24481290578842163,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,27,3,0.24654440581798553,0,missile,2.0,0.0,2.0,0.5,0.0,2.0,0.0,5.5,6.0,1.0,0.0,8.0,9.0,1,1,1,2.0,-0.5,0.5,2.0,-0.5,1.5,2.0,0.0,2.0,1.0,-1.0,0.0,0.0,1.0,True,0.0,-0.5,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,27,4,0.2526964843273163,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,28,0,0.2559460997581482,0,missile,2.0,0.0,2.0,2.5,2.5,2.0,0.0,3.5,3.5,1.0,0.0,7.0,7.0,1,2,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,28,2,0.24481290578842163,0,missile,2.0,0.0,2.0,2.5,2.5,2.0,0.0,3.5,3.5,1.0,0.0,7.0,7.0,1,2,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,28,3,0.24654440581798553,0,missile,2.0,0.0,2.0,2.5,2.0,2.0,0.0,3.5,4.0,1.0,0.0,7.0,8.0,1,12,1,2.0,-0.5,0.5,2.0,-0.5,1.5,2.0,0.0,2.0,1.0,-1.0,0.0,0.0,1.0,True,0.0,-0.5,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,28,4,0.2526964843273163,0,missile,2.0,0.0,2.0,2.5,2.5,2.0,0.0,3.5,3.5,1.0,0.0,7.0,7.0,1,2,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,29,0,0.2559460997581482,0,missile,2.0,0.0,2.0,2.0,2.5,2.0,0.0,4.0,3.5,1.0,0.0,8.0,7.0,1,2,1,2.0,0.5,-0.5,2.0,0.5,2.5,2.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,True,0.0,0.5,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,29,2,0.24481290578842163,0,missile,2.0,0.0,2.0,2.0,2.5,2.0,0.0,4.0,3.5,1.0,0.0,8.0,7.0,1,2,1,2.0,0.5,-0.5,2.0,0.5,2.5,2.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,True,0.0,0.5,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,29,3,0.24654440581798553,0,missile,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,1,13,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,29,4,0.2526964843273163,0,missile,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,8.0,8.0,1,2,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,30,0,0.2559460997581482,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,30,2,0.24481290578842163,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,30,3,0.24654440581798553,0,missile,2.0,0.0,2.0,0.5,0.0,2.0,0.0,5.5,6.0,1.0,0.0,8.0,9.0,1,1,1,2.0,-0.5,0.5,2.0,-0.5,1.5,2.0,0.0,2.0,1.0,-1.0,0.0,0.0,1.0,True,0.0,-0.5,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,30,4,0.2526964843273163,0,missile,2.0,0.0,2.0,0.5,0.5,2.0,0.0,5.5,5.5,1.0,0.0,8.0,8.0,1,1,1,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,31,0,0.2559460997581482,0,missile,2.0,0.0,2.0,2.5,2.5,2.0,0.0,3.5,3.5,1.0,0.0,7.0,7.0,3,3,11,2.0,0.0,-0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,True,0.0,0.0,0.0,0.0
