method,method_type,train_scenario,eval_scenario,run_index,train_seed,evaluation_seed,requested_timesteps,training_timesteps,training_seconds,model_path,episodes,avg_reward,std_reward,avg_steps,success_rate,intercept_rate,leak_rate,avg_total_damage,avg_ammo_used,avg_shots,hit_rate_per_shot,avg_invalid_actions,avg_decision_time_ms,high_threat_leak_rate,avg_zone_weighted_damage,assignment_conflict_rate,overkill_rate,damage_reduction_per_ammo,avg_resource_cost
hungarian_damage,rule,medium,resource_pressure,1,,800,0,0,0.0,,50.0,-58.95116483166537,29.835304148319427,45.64,0.0,0.308,0.472,1.6254117682376512,10.0,10.0,0.154,0.0,0.05980867661525562,0.3888888888888889,1.6254117682376512,0.0,0.0,0.11969956691623534,11.0
hungarian_damage,rule,medium,intercept_uncertainty,1,,850,0,0,0.0,,50.0,-46.201745729871135,36.64466502398546,45.28,0.04,0.46,0.356,1.200974692450731,15.76,15.76,0.14593908629441624,0.0,0.06718100705221451,0.308411214953271,1.200974692450731,0.0,0.0,0.10116670828456058,16.88
hungarian_damage,rule,medium,damage_pressure,1,,900,0,0,0.0,,50.0,-76.06971449368817,45.29079605333778,46.04,0.0,0.448,0.332,2.0140556793076736,15.9,15.9,0.14088050314465408,0.0,0.06418827106292273,0.332,2.0140556793076736,0.0,0.0,0.17915921366272883,16.95
hungarian_damage,rule,medium,heterogeneity_pressure,1,,950,0,0,0.0,,50.0,-53.500410887442186,37.31689776926063,46.02,0.02,0.392,0.404,1.4007341666134656,15.88,15.88,0.12342569269521411,0.0,0.07441182092906966,0.38235294117647056,1.4007341666134656,0.0,0.0,0.0959707602073606,15.37
ppo,learning,medium,easy,1,1,600,20000,20224,62.94576980000056,results\air_defense_v1\task6_screening_medium_20k_3seeds\models\medium\ppo_seed1.zip,50.0,-46.57365876985775,24.170460621580148,49.48,0.0,0.0,0.536,1.3208552923285912,0.0,0.0,0.0,0.0,1.0974505254624183,0.6538461538461539,1.3208552923285912,0.0,0.0,0.0,0.0
ppo,learning,medium,medium,1,1,650,20000,20224,62.94576980000056,results\air_defense_v1\task6_screening_medium_20k_3seeds\models\medium\ppo_seed1.zip,50.0,-91.80386792326934,32.48664630131728,45.12,0.0,0.0,0.668,2.4430622641089776,0.0,0.0,0.0,0.0,1.6525712766022815,0.6788990825688074,2.4430622641089776,0.0,0.0,0.0,0.0
ppo,learning,medium,hard,1,1,700,20000,20224,62.94576980000056,results\air_defense_v1\task6_screening_medium_20k_3seeds\models\medium\ppo_seed1.zip,50.0,-118.58352519865736,10.22543460699208,27.6,0.0,0.0,0.56,3.027450839955245,0.0,0.0,0.0,0.0,0.9853966666699874,0.518324607329843,3.027450839955245,0.0,0.0,0.0,0.0
ppo,learning,medium,time_pressure,1,1,750,20000,20224,62.94576980000056,results\air_defense_v1\task6_screening_medium_20k_3seeds\models\medium\ppo_seed1.zip,50.0,-117.80145087102557,10.06181810916886,32.74,0.0,0.0,0.864,2.98424836236752,0.0,0.0,0.0,0.0,0.9149534514186719,0.9072164948453608,2.98424836236752,0.0,0.0,0.0,0.0
ppo,learning,medium,resource_pressure,1,1,800,20000,20224,62.94576980000056,results\air_defense_v1\task6_screening_medium_20k_3seeds\models\medium\ppo_seed1.zip,50.0,-93.20633555947852,25.440347814974263,42.76,0.0,0.0,0.696,2.4810111853159507,0.0,0.0,0.0,0.0,1.0007347053210265,0.6481481481481481,2.4810111853159507,0.0,0.0,0.0,0.0
ppo,learning,medium,intercept_uncertainty,1,1,850,20000,20224,62.94576980000056,results\air_defense_v1\task6_screening_medium_20k_3seeds\models\medium\ppo_seed1.zip,50.0,-86.6774350677899,30.24127639590641,44.88,0.0,0.0,0.664,2.289647835592997,0.0,0.0,0.0,0.0,0.7365045008772412,0.6728971962616822,2.289647835592997,0.0,0.0,0.0,0.0
