method,train_scenario,eval_scenario,timesteps,metric,n_runs,mean,std,sem,confidence_level,ci_low,ci_high
ppo,medium,medium,15000,avg_invalid_actions,3,0.0,0.0,0.0,0.95,0.0,0.0
ppo,medium,medium,20000,avg_reward,3,-88.45958332634973,4.6538036746805105,2.6868748043324624,0.95,-100.02027253756259,-76.89889411513687
ppo,medium,medium,20000,success_rate,3,0.0,0.0,0.0,0.95,0.0,0.0
ppo,medium,medium,20000,intercept_rate,3,0.0,0.0,0.0,0.95,0.0,0.0
ppo,medium,medium,20000,avg_total_damage,3,2.3526527775449915,0.1300511058205631,0.07508504095391061,0.95,2.0295879211253016,2.6757176339646813
ppo,medium,medium,20000,avg_invalid_actions,3,0.0,0.0,0.0,0.95,0.0,0.0
ppo,medium,medium,20224,avg_reward,3,-88.45958332634973,4.6538036746805105,2.6868748043324624,0.95,-100.02027253756259,-76.89889411513687
ppo,medium,medium,20224,success_rate,3,0.0,0.0,0.0,0.95,0.0,0.0
ppo,medium,medium,20224,intercept_rate,3,0.0,0.0,0.0,0.95,0.0,0.0
ppo,medium,medium,20224,avg_total_damage,3,2.3526527775449915,0.1300511058205631,0.07508504095391061,0.95,2.0295879211253016,2.6757176339646813
ppo,medium,medium,20224,avg_invalid_actions,3,0.0,0.0,0.0,0.95,0.0,0.0
ppo,medium,medium,5000,avg_reward,3,-88.45958332634973,4.6538036746805105,2.6868748043324624,0.95,-100.02027253756259,-76.89889411513687
ppo,medium,medium,5000,success_rate,3,0.0,0.0,0.0,0.95,0.0,0.0
ppo,medium,medium,5000,intercept_rate,3,0.0,0.0,0.0,0.95,0.0,0.0
ppo,medium,medium,5000,avg_total_damage,3,2.3526527775449915,0.1300511058205631,0.07508504095391061,0.95,2.0295879211253016,2.6757176339646813
ppo,medium,medium,5000,avg_invalid_actions,3,0.0,0.0,0.0,0.95,0.0,0.0
