method,method_type,train_scenario,eval_scenario,run_index,train_seed,evaluation_seed,episode_index,episode_seed,total_reward,steps,num_targets,num_intercepted,num_leaked,total_damage,ammo_used,shots,hits,invalid_actions,success,decision_time_seconds,decision_time_ms,high_threat_threshold,num_high_threat_targets,num_high_threat_leaked,high_threat_leak_rate,zone_weighted_damage,engaged_target_events,conflict_target_events,assignment_conflict_rate,overkill_assignments,overkill_rate,intercepted_damage_potential,damage_reduction_per_ammo,resource_cost
greedy_damage,rule,medium,medium,0,,200,0,200,-82.05165925549197,50,5,1,2,2.1827239117792194,16,16,1,0,False,0.0009947000071406364,0.01989400014281273,0.8,2,1,0.5,2.1827239117792194,16,0,0.0,0,0.0,0.554817095784408,0.0346760684865255,17.0
greedy_damage,rule,medium,medium,0,,200,1,201,-56.60594004499496,50,5,1,3,1.3780744583657385,16,16,1,0,False,0.001058999991073506,0.02117999982147012,0.8,1,0,0.0,1.3780744583657385,16,0,0.0,0,0.0,0.8990710286590357,0.05619193929118973,17.0
greedy_damage,rule,medium,medium,0,,200,2,202,31.365730896000088,20,5,5,0,0.0,16,16,5,0,True,0.0006114000025263522,0.03057000012631761,0.8,1,0,0.0,0.0,16,0,0.0,0,0.0,3.3848621997146706,0.2115538874821669,17.0
greedy_damage,rule,medium,medium,0,,200,3,203,-36.6991788944189,50,5,2,2,0.863958228792377,16,16,2,0,False,0.001042599993525073,0.02085199987050146,0.8,1,0,0.0,0.863958228792377,16,0,0.0,0,0.0,1.3700055375851186,0.08562534609906991,17.0
greedy_damage,rule,medium,medium,0,,200,4,204,-128.5418536364116,46,5,0,4,2.73139512121372,16,16,0,0,False,0.0010175000024901237,0.02211956527152443,0.8,1,1,1.0,2.73139512121372,16,0,0.0,0,0.0,0.0,0.0,17.0
greedy_damage,rule,medium,medium,0,,200,5,205,1.6782427599676133,50,5,4,0,0.0,16,16,4,0,False,0.0010224999896308873,0.020449999792617746,0.8,1,0,0.0,0.0,16,0,0.0,0,0.0,2.6649820437223086,0.1665613777326443,17.0
greedy_damage,rule,medium,medium,0,,200,6,206,-84.42118647023477,50,5,1,3,2.3192141839956726,16,16,1,0,False,0.0010847999838006217,0.021695999676012434,0.8,4,2,0.5,2.3192141839956726,16,0,0.0,0,0.0,1.3033582391312426,0.08145988994570266,17.0
greedy_damage,rule,medium,medium,0,,200,7,207,-64.06239178352318,50,5,1,2,1.5610205884032737,16,16,1,0,False,0.0010375999991083518,0.020751999982167035,0.8,1,1,1.0,1.5610205884032737,16,0,0.0,0,0.0,0.672059514176702,0.04200371963604387,17.0
greedy_damage,rule,medium,medium,0,,200,8,208,-64.02179569500356,50,5,1,2,1.5755510488825688,16,16,1,0,False,0.000999300002149539,0.01998600004299078,0.8,4,2,0.5,1.5755510488825688,16,0,0.0,0,0.0,0.9582226046778006,0.05988891279236254,17.0
greedy_damage,rule,medium,medium,0,,200,9,209,-78.54378591260748,50,5,2,2,2.2038750656295796,16,16,2,0,False,0.0010239999865007121,0.020479999730014242,0.8,3,2,0.6666666666666666,2.2038750656295796,16,0,0.0,0,0.0,1.0880029463073302,0.06800018414420814,17.0
greedy_damage,rule,medium,medium,0,,200,10,210,-24.15347545765239,50,5,3,1,0.634076223031327,16,16,3,0,False,0.0011436999920988455,0.02287399984197691,0.8,2,0,0.0,0.634076223031327,16,0,0.0,0,0.0,2.1303019730392703,0.1331438733149544,17.0
greedy_damage,rule,medium,medium,0,,200,11,211,-50.61439673791963,50,5,1,2,1.1304140829656533,16,16,1,0,False,0.0009208000046783127,0.018416000093566254,0.8,3,1,0.3333333333333333,1.1304140829656533,16,0,0.0,0,0.0,0.9905230042535716,0.06190768776584823,17.0
greedy_damage,rule,medium,medium,0,,200,12,212,-24.016691655852767,50,5,3,1,0.5790724131946958,16,16,3,0,False,0.0009175000195682514,0.01835000039136503,0.8,1,0,0.0,0.5790724131946958,16,0,0.0,0,0.0,2.309093022163197,0.1443183138851998,17.0
greedy_damage,rule,medium,medium,0,,200,13,213,-53.677909871559194,50,5,2,2,1.4012147902973493,16,16,2,0,False,0.0010282999974151608,0.020565999948303215,0.8,1,0,0.0,1.4012147902973493,16,0,0.0,0,0.0,1.469447773696683,0.09184048585604268,17.0
greedy_damage,rule,medium,medium,0,,200,14,214,-68.48076039408632,33,5,2,3,1.938913956838105,16,16,2,0,False,0.0009001999933389015,0.027278787676936412,0.8,2,2,1.0,1.938913956838105,16,0,0.0,0,0.0,1.729911595869756,0.10811947474185975,17.0
greedy_damage,rule,medium,medium,0,,200,15,215,-63.55262386708205,50,5,1,3,1.5261104633764857,16,16,1,0,False,0.0010124999898835085,0.02024999979767017,0.8,1,1,1.0,1.5261104633764857,16,0,0.0,0,0.0,0.4265810631060193,0.026661316444126205,17.0
greedy_damage,rule,medium,medium,0,,200,16,216,-38.300019557513934,47,5,3,2,1.1402117051050074,16,16,3,0,False,0.0010416000259283464,0.02216170267932652,0.8,2,0,0.0,1.1402117051050074,16,0,0.0,0,0.0,2.6715664371264394,0.16697290232040246,17.0
