sample_kind,formal_p2_evidence,update_id,ppo_update,approx_kl,clip_fraction,entropy,engagement_margin_crossings,engage_to_noop_flips,noop_to_engage_flips,joint_argmax_flips,unweighted_prefix_flip_rate,ds_weighted_flip_mass,suffix_count_change,probe_all_noop_rate,probe_high_engagement_rate,probe_high_threat_unassigned_rate,ds_policy_distance,joint_argmax_flip_rate,probe_states,eligible_prefix_contexts,high_threat_opportunity_states
synthetic_frozen_batch_equivalence_fixture,False,1,1,nan,nan,0.5697034727835854,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,2.621412731317122e-08,0.0,512,1752,343
