budget_mean,classification_loss,cost_loss,epoch,fold,loss,mode,model_seed,safety_loss,validation_balanced_accuracy
0.0,0.7173066139221191,0.16255788505077362,13,2,1.2284808158874512,safety_only,20,0.34861627221107483,0.679890560875513
0.0,0.7091308832168579,0.16368496417999268,14,2,1.2257311344146729,safety_only,20,0.3529152572154999,0.6682626538987688
0.0,0.7061425447463989,0.17130546271800995,15,2,1.2257423400878906,safety_only,20,0.3482942581176758,0.615595075239398
0.0,0.707589864730835,0.17627517879009247,16,2,1.220986247062683,safety_only,20,0.33712121844291687,0.6272229822161423
0.0,0.708770215511322,0.17357049882411957,17,2,1.207684874534607,safety_only,20,0.32534414529800415,0.673734610123119
0.0,0.7065955996513367,0.16473709046840668,18,2,1.1870933771133423,safety_only,20,0.31576070189476013,0.673734610123119
0.0,0.7041983604431152,0.1550687998533249,19,2,1.16701340675354,safety_only,20,0.30774620175361633,0.6621067031463748
0.0,0.7048751711845398,0.14977554976940155,20,2,1.1528656482696533,safety_only,20,0.2982148826122284,0.6621067031463748
0.0,0.7094501256942749,0.1504388302564621,21,2,1.1454238891601562,safety_only,20,0.28553494811058044,0.6504787961696307
0.12692798674106598,0.9425982236862183,0.30850473046302795,0,0,1.6275044679641724,global_budget,20,0.37627458572387695,0.5721040189125295
0.12704724073410034,0.9149230122566223,0.17958888411521912,1,0,1.4513168334960938,global_budget,20,0.35667791962623596,0.6530732860520094
0.12715376913547516,0.8814061880111694,0.23404820263385773,2,0,1.4531669616699219,global_budget,20,0.33758535981178284,0.6637115839243499
0.12726472318172455,0.8483666181564331,0.2183801829814911,3,0,1.3899871110916138,global_budget,20,0.32311299443244934,0.6743498817966903
0.12737904489040375,0.8157154321670532,0.17903544008731842,4,0,1.3093163967132568,global_budget,20,0.3144381046295166,0.6743498817966903
0.12749554216861725,0.7835900783538818,0.16706928610801697,5,0,1.2624931335449219,global_budget,20,0.31170618534088135,0.6637115839243499
0.1276128888130188,0.7530407309532166,0.17708846926689148,6,0,1.2442820072174072,global_budget,20,0.31402525305747986,0.6637115839243499
0.12772996723651886,0.7264795303344727,0.18465368449687958,7,0,1.2330292463302612,global_budget,20,0.32176828384399414,0.6743498817966903
0.12784892320632935,0.7012574672698975,0.1793496161699295,8,0,1.2168025970458984,global_budget,20,0.33606770634651184,0.6849881796690307
0.12796972692012787,0.6797069311141968,0.1663760095834732,9,0,1.1973053216934204,global_budget,20,0.35109448432922363,0.6849881796690307
0.12809157371520996,0.6685159206390381,0.1555115133523941,10,0,1.1762230396270752,global_budget,20,0.3520674705505371,0.6849881796690307
0.12821529805660248,0.6620522141456604,0.15343952178955078,11,0,1.1604726314544678,global_budget,20,0.34485262632369995,0.6849881796690307
0.1283399909734726,0.650141716003418,0.15824651718139648,12,0,1.1452394723892212,global_budget,20,0.33672279119491577,0.6784869976359338
0.1284664422273636,0.6377638578414917,0.16203975677490234,13,0,1.1279704570770264,global_budget,20,0.32803836464881897,0.6784869976359338
0.1285942941904068,0.6344298720359802,0.15992288291454315,14,0,1.103742241859436,global_budget,20,0.30926087498664856,0.6678486997635933
0.12872391939163208,0.6358906030654907,0.15221308171749115,15,0,1.0767822265625,global_budget,20,0.2885497808456421,0.710401891252955
0.12885546684265137,0.6317375302314758,0.14325393736362457,16,0,1.0519577264785767,global_budget,20,0.27683743834495544,0.6932624113475178
0.12898792326450348,0.6256032586097717,0.13876305520534515,17,0,1.0359737873077393,global_budget,20,0.27147841453552246,0.6719858156028369
0.1291181445121765,0.6285256147384644,0.13869279623031616,18,0,1.025549292564392,global_budget,20,0.25820180773735046,0.6997635933806146
0.1292465180158615,0.627979040145874,0.13923688232898712,19,0,1.0182881355285645,global_budget,20,0.25094306468963623,0.66548463356974
0.1293736696243286,0.6138046979904175,0.1382601410150528,20,0,1.0066972970962524,global_budget,20,0.25450319051742554,0.6548463356973995
0.12949591875076294,0.6047133803367615,0.1333569586277008,21,0,0.9895023703575134,global_budget,20,0.25130248069763184,0.6826241134751774
0.12961596250534058,0.594871997833252,0.12828759849071503,22,0,0.9707308411598206,global_budget,20,0.2474416047334671,0.6589834515366431
0.12973728775978088,0.5702565312385559,0.1259542852640152,23,0,0.9527957439422607,global_budget,20,0.2564551830291748,0.6867612293144207
0.12692798674106598,0.9455832839012146,0.2661435306072235,0,1,1.6446257829666138,global_budget,20,0.4327720105648041,0.5
0.12704725563526154,0.9272379875183105,0.17752347886562347,1,1,1.4499776363372803,global_budget,20,0.34508901834487915,0.5
0.12713895738124847,0.9096243381500244,0.2037070095539093,2,1,1.449509620666504,global_budget,20,0.3360510468482971,0.6595744680851063
0.12723852694034576,0.8802130222320557,0.22285497188568115,3,1,1.4224005937576294,global_budget,20,0.3192054331302643,0.6992263056092843
0.12734562158584595,0.8489476442337036,0.1978922188282013,4,1,1.3537468910217285,global_budget,20,0.3067796528339386,0.7098646034816247
0.1274564266204834,0.8193992376327515,0.17474164068698883,5,1,1.3004528284072876,global_budget,20,0.30618444085121155,0.7098646034816247
0.12756790220737457,0.7927452325820923,0.17421945929527283,6,1,1.2789057493209839,global_budget,20,0.3118135333061218,0.7098646034816247
0.12767867743968964,0.7694138288497925,0.18715204298496246,7,1,1.2745221853256226,global_budget,20,0.3178287148475647,0.7098646034816247
0.12778818607330322,0.7510244846343994,0.19403225183486938,8,1,1.2692131996154785,global_budget,20,0.32402870059013367,0.7098646034816247
0.12789703905582428,0.7360813617706299,0.18655456602573395,9,1,1.2544907331466675,global_budget,20,0.3317268490791321,0.7098646034816247
0.12800556421279907,0.7232090830802917,0.17197899520397186,10,1,1.2329610586166382,global_budget,20,0.3376449644565582,0.7098646034816247
0.12811483442783356,0.7131783366203308,0.16052740812301636,11,1,1.212552547454834,global_budget,20,0.33871862292289734,0.7205029013539652
0.12822562456130981,0.7070433497428894,0.1575361043214798,12,1,1.197571039199829,global_budget,20,0.33286333084106445,0.7311411992263056
0.12833817303180695,0.7049890756607056,0.16081787645816803,13,1,1.1879562139511108,global_budget,20,0.32202085852622986,0.7311411992263056
0.1284538209438324,0.7017693519592285,0.16429127752780914,14,1,1.1775795221328735,global_budget,20,0.31139039993286133,0.7311411992263056
0.12857164442539215,0.6980525255203247,0.162136048078537,15,1,1.1619285345077515,global_budget,20,0.3016112744808197,0.7311411992263056
0.12869033217430115,0.6959003806114197,0.154328852891922,16,1,1.1426975727081299,global_budget,20,0.29233959317207336,0.7311411992263056
0.12880831956863403,0.6957032680511475,0.14624468982219696,17,1,1.1251052618026733,global_budget,20,0.28302842378616333,0.7205029013539652
0.1289241760969162,0.6961703300476074,0.14288732409477234,18,1,1.1137865781784058,global_budget,20,0.2746001183986664,0.7205029013539652
0.1290367990732193,0.694082498550415,0.14420197904109955,19,1,1.107753038406372,global_budget,20,0.2693396508693695,0.7205029013539652
0.12914468348026276,0.6894926428794861,0.14600688219070435,20,1,1.102107286453247,global_budget,20,0.26647862792015076,0.6750483558994198
0.12924684584140778,0.6843955516815186,0.14450979232788086,21,1,1.0920276641845703,global_budget,20,0.26299312710762024,0.6750483558994198
0.12934350967407227,0.6783337593078613,0.13964109122753143,22,1,1.0772954225540161,global_budget,20,0.25919121503829956,0.6856866537717602
0.1294374018907547,0.6670156121253967,0.1346275508403778,23,1,1.0613532066345215,global_budget,20,0.2595805823802948,0.6856866537717602
0.12952953577041626,0.6553376317024231,0.1327509582042694,24,1,1.0480825901031494,global_budget,20,0.2598643898963928,0.6856866537717602
0.12692798674106598,0.9553742408752441,0.5433700084686279,0,2,1.8899585008621216,global_budget,20,0.39108729362487793,0.6025991792065664
0.12680885195732117,0.9404016137123108,0.23359118402004242,1,2,1.5337109565734863,global_budget,20,0.3595913052558899,0.5636114911080712
0.1266959309577942,0.9218679666519165,0.19911333918571472,2,2,1.4604730606079102,global_budget,20,0.33936506509780884,0.5287277701778386
0.12676459550857544,0.9024109244346619,0.27243056893348694,3,2,1.5027676820755005,global_budget,20,0.32779940962791443,0.5403556771545828
0.1268501877784729,0.8825299739837646,0.26346924901008606,4,2,1.4645028114318848,global_budget,20,0.3183767795562744,0.621751025991792
0.12694662809371948,0.860465407371521,0.21206294000148773,5,2,1.3804149627685547,global_budget,20,0.3077596426010132,0.6333789329685362
0.127050518989563,0.8358488082885742,0.17902222275733948,6,2,1.3153985738754272,global_budget,20,0.3004004955291748,0.679890560875513
0.12715843319892883,0.8099614381790161,0.17971312999725342,7,2,1.2921550273895264,global_budget,20,0.30235329270362854,0.7031463748290013
0.1272670030593872,0.7850186824798584,0.1963769942522049,8,2,1.2937591075897217,global_budget,20,0.31223613023757935,0.7147742818057455
0.12737463414669037,0.7626814842224121,0.2083422690629959,9,2,1.2919516563415527,global_budget,20,0.3208006024360657,0.6915184678522572
0.1274816244840622,0.744186282157898,0.2070160061120987,10,2,1.276725172996521,global_budget,20,0.3253953754901886,0.6566347469220246
0.12758859992027283,0.7314048409461975,0.1944214254617691,11,2,1.2556042671203613,global_budget,20,0.3296504616737366,0.6566347469220246
0.12769806385040283,0.7226130366325378,0.1774790734052658,12,2,1.236806035041809,global_budget,20,0.3365861773490906,0.679890560875513
0.12781137228012085,0.7125339508056641,0.16646888852119446,13,2,1.2224894762039185,global_budget,20,0.3433588743209839,0.6504787961696307
0.12792836129665375,0.7027384042739868,0.1675957441329956,14,2,1.2177356481552124,global_budget,20,0.34727364778518677,0.673734610123119
0.12804824113845825,0.6973199844360352,0.17617176473140717,15,2,1.2183828353881836,global_budget,20,0.34476298093795776,0.673734610123119
0.12816967070102692,0.6975419521331787,0.1814168393611908,16,2,1.212965488433838,global_budget,20,0.3338785767555237,0.673734610123119
0.6846671104431152,0.9395201206207275,0.30850473046302795,0,0,1.6249840259552002,state_budget,20,0.37627458572387695,0.5
0.6800602674484253,0.9168197512626648,0.1804833561182022,1,0,1.4549533128738403,state_budget,20,0.3569701611995697,0.48936170212765956
0.6660141348838806,0.8802369832992554,0.22438274323940277,2,0,1.4502363204956055,state_budget,20,0.3449505865573883,0.5602836879432624
0.6563908457756042,0.8388817310333252,0.20940864086151123,3,0,1.3808605670928955,state_budget,20,0.33191388845443726,0.6247044917257684
0.6540662050247192,0.800188422203064,0.18077869713306427,4,0,1.2976869344711304,state_budget,20,0.3160657584667206,0.6932624113475178
0.6585285663604736,0.7638316750526428,0.17600618302822113,5,0,1.2496440410614014,state_budget,20,0.3091476857662201,0.710401891252955
0.6674656867980957,0.7296513915061951,0.1869846135377884,6,0,1.2313672304153442,state_budget,20,0.31406375765800476,0.6784869976359338
0.6759949922561646,0.6993403434753418,0.19567514955997467,7,0,1.2157634496688843,state_budget,20,0.32007190585136414,0.6784869976359338
0.684929609298706,0.6787381172180176,0.1932225078344345,8,0,1.200181245803833,state_budget,20,0.3275356590747833,0.6891252955082742
0.7006012797355652,0.657778263092041,0.18213112652301788,9,0,1.1769543886184692,state_budget,20,0.336344450712204,0.710401891252955
0.7228742241859436,0.6386896967887878,0.1745714396238327,10,0,1.1558284759521484,state_budget,20,0.341844379901886,0.6826241134751774
0.7441597580909729,0.6243340969085693,0.1759469360113144,11,0,1.1379830837249756,state_budget,20,0.33695799112319946,0.6826241134751774
0.762599527835846,0.6124415397644043,0.18109089136123657,12,0,1.120768666267395,state_budget,20,0.3264736533164978,0.6932624113475178
0.7887654304504395,0.6011874675750732,0.1837216317653656,13,0,1.1001496315002441,state_budget,20,0.31445175409317017,0.6973995271867612
0.826163649559021,0.5908088684082031,0.18019413948059082,14,0,1.0702019929885864,state_budget,20,0.29837286472320557,0.6973995271867612
0.8624817728996277,0.5835556983947754,0.1700517237186432,15,0,1.038589596748352,state_budget,20,0.28411975502967834,0.6973995271867612
0.8891974091529846,0.5782738327980042,0.1599600464105606,16,0,1.0109838247299194,state_budget,20,0.2718607187271118,0.7080378250591017
0.9218522906303406,0.5743377208709717,0.15595613420009613,17,0,0.9933793544769287,state_budget,20,0.2621636390686035,0.6908983451536643
0.708767831325531,0.9453256726264954,0.2661435306072235,0,1,1.644950032234192,state_budget,20,0.4327720105648041,0.6450676982591876
0.6619964241981506,0.9106965065002441,0.18267595767974854,1,1,1.439456582069397,state_budget,20,0.3454222083091736,0.6586073500967118
0.6375821232795715,0.8805885910987854,0.19870252907276154,2,1,1.4286069869995117,state_budget,20,0.3486784100532532,0.6692456479690523
0.6462363004684448,0.8470613360404968,0.22188201546669006,3,1,1.4035050868988037,state_budget,20,0.33391550183296204,0.690522243713733
0.6719231605529785,0.8135561347007751,0.20569159090518951,4,1,1.3328156471252441,state_budget,20,0.3128959536552429,0.6692456479690523
0.7047045230865479,0.7816160917282104,0.18875080347061157,5,1,1.2736340761184692,state_budget,20,0.3025625944137573,0.6586073500967118
0.7392175793647766,0.7529370784759521,0.19068506360054016,6,1,1.2485569715499878,state_budget,20,0.30419567227363586,0.6827852998065764
0.7718843221664429,0.7286098599433899,0.20498399436473846,7,1,1.2451362609863281,state_budget,20,0.31077051162719727,0.6827852998065764
0.8027057647705078,0.7094194889068604,0.2132549285888672,8,1,1.2423441410064697,state_budget,20,0.3188669979572296,0.6479690522243713
0.8324805498123169,0.6937268972396851,0.20849665999412537,9,1,1.2283567190170288,state_budget,20,0.32530075311660767,0.6479690522243713
0.8615026473999023,0.6802659034729004,0.19679155945777893,10,1,1.2042802572250366,state_budget,20,0.3263612389564514,0.6692456479690523
0.888864278793335,0.669029951095581,0.18613268435001373,11,1,1.1775524616241455,state_budget,20,0.3215010166168213,0.6798839458413927
0.6789849996566772,0.9553742408752441,0.5433700084686279,0,2,1.8905105590820312,state_budget,20,0.39108729362487793,0.5
0.6682934761047363,0.9495583176612854,0.23360207676887512,1,2,1.543410062789917,state_budget,20,0.3595813810825348,0.5
0.6561827659606934,0.9322304725646973,0.1952134072780609,2,2,1.4677295684814453,state_budget,20,0.339629590511322,0.4883720930232558
0.6297488808631897,0.8971667885780334,0.2489030808210373,3,2,1.4889695644378662,state_budget,20,0.3422698974609375,0.6306429548563611
0.6051149368286133,0.8624640703201294,0.23827898502349854,4,2,1.4478437900543213,state_budget,20,0.34649568796157837,0.7667578659370725
0.593997597694397,0.833802342414856,0.20240642130374908,5,2,1.3700662851333618,state_budget,20,0.33326342701911926,0.7551299589603283
0.5973135828971863,0.806404173374176,0.18472431600093842,6,2,1.302038311958313,state_budget,20,0.31031250953674316,0.7900136798905608
0.6120140552520752,0.7790261507034302,0.18741947412490845,7,2,1.265239953994751,state_budget,20,0.2981823682785034,0.7606019151846786
0.6326342225074768,0.7580184936523438,0.19694973528385162,8,2,1.2635489702224731,state_budget,20,0.3079480528831482,0.7900136798905608
0.6485727429389954,0.737987756729126,0.2064540684223175,9,2,1.2649292945861816,state_budget,20,0.31983888149261475,0.7783857729138166
0.6553918123245239,0.7166994214057922,0.21324974298477173,10,2,1.2504332065582275,state_budget,20,0.319828599691391,0.73187414500684
0.6558185815811157,0.6988454461097717,0.2138253152370453,11,2,1.2315407991409302,state_budget,20,0.3182143568992615,0.73187414500684
0.6579947471618652,0.6879801154136658,0.20545104146003723,12,2,1.2170071601867676,state_budget,20,0.32291799783706665,0.73187414500684
0.6722070574760437,0.6763688921928406,0.1929299384355545,13,2,1.197027564048767,state_budget,20,0.32705652713775635,0.7783857729138166
0.6974196434020996,0.6661782264709473,0.1889505237340927,14,2,1.1828937530517578,state_budget,20,0.32706770300865173,0.7783857729138166
0.7237452268600464,0.6610057950019836,0.19478999078273773,15,2,1.1805158853530884,state_budget,20,0.32399630546569824,0.7900136798905608
0.7384829521179199,0.6556631922721863,0.19747096300125122,16,2,1.171934723854065,state_budget,20,0.3180619776248932,0.7783857729138166
0.7439212203025818,0.6506186127662659,0.19074587523937225,17,2,1.1561641693115234,state_budget,20,0.31405574083328247,0.7783857729138166
0.7551769614219666,0.6489025950431824,0.17985591292381287,18,2,1.1398626565933228,state_budget,20,0.3103489577770233,0.7667578659370725
0.784639835357666,0.6477575302124023,0.170257568359375,19,2,1.1181050539016724,state_budget,20,0.29930534958839417,0.7606019151846786
0.8305421471595764,0.6485068202018738,0.1631687432527542,20,2,1.098520278930664,state_budget,20,0.286014199256897,0.6839945280437756
0.87635737657547,0.651872992515564,0.15882626175880432,21,2,1.0897663831710815,state_budget,20,0.27819085121154785,0.6839945280437756
0.9054714441299438,0.6526899337768555,0.158216655254364,22,2,1.0839298963546753,state_budget,20,0.27211782336235046,0.6723666210670315
0.918005645275116,0.6512897610664368,0.16027085483074188,23,2,1.0785422325134277,state_budget,20,0.2660635709762573,0.7195622435020519
