policy_seed,mean,lower,upper,masked_rate
17,0.8777779773809016,0.7565540618489733,0.9990018929128298,0.96875
18,0.2604166666666667,0.028707737667851924,0.4921255956654814,0.2708333333333333
19,0.5109768958451847,0.16609253944801522,0.8558612522423541,0.5260416666666666
