branch_gradient_cosine,engage_probability,engagement_gradient_norm,engagement_log_prob,episode_index,eval_scenario,joint_advantage,method,resource_type,return,reward,selected_action,selected_engage,selected_target,step_index,target_gradient_norm,target_log_prob,target_probability,td_error,train_seed,unit_index,value,value_bias
nan,0.24675673246383667,23.8443993127539,-0.2833670377731323,0,medium,18.13783532367222,factorized_engagement_ar_ppo_order_012,missile,-17.225720584530904,-0.1,5,0,,0,0.0,0.0,nan,-0.235047225952151,8,0,-35.363555908203125,-18.13783532367222
nan,0.2472764253616333,23.83464660543554,-0.2840571999549866,0,medium,18.13783532367222,factorized_engagement_ar_ppo_order_012,missile,-17.225720584530904,-0.1,5,0,,0,0.0,0.0,nan,-0.235047225952151,8,1,-35.363555908203125,-18.13783532367222
nan,0.0,0.0,0.0,0,medium,18.13783532367222,factorized_engagement_ar_ppo_order_012,laser,-17.225720584530904,-0.1,5,0,,0,0.0,0.0,nan,-0.235047225952151,8,2,-35.363555908203125,-18.13783532367222
0.0023046414274025383,0.24766236543655396,74.9343830570785,-1.3956888914108276,0,medium,18.747839336351397,factorized_engagement_ar_ppo_order_012,missile,-17.475225086256025,1.2656577589568205,1,1,1,1,19.703223947432456,-0.8422194123268127,0.4307534396648407,11.203514967208772,8,0,-36.22306442260742,-18.747839336351397
0.004232813807260017,0.24818383157253265,74.69650803953749,-1.3935855627059937,0,medium,18.747839336351397,factorized_engagement_ar_ppo_order_012,missile,-17.475225086256025,1.2656577589568205,3,1,3,1,16.09590162840593,-0.5939980149269104,0.5521154999732971,11.203514967208772,8,1,-36.22306442260742,-18.747839336351397
nan,0.0,0.0,0.0,0,medium,18.747839336351397,factorized_engagement_ar_ppo_order_012,laser,-17.475225086256025,1.2656577589568205,5,0,,1,0.0,0.0,nan,11.203514967208772,8,2,-36.22306442260742,-18.747839336351397
nan,0.0,0.0,0.0,0,medium,7.698290172594515,factorized_engagement_ar_ppo_order_012,missile,-19.123349842053923,-0.1,5,0,,2,0.0,0.0,nan,-0.3495851898193365,8,0,-26.821640014648438,-7.698290172594515
nan,0.0,0.0,0.0,0,medium,7.698290172594515,factorized_engagement_ar_ppo_order_012,missile,-19.123349842053923,-0.1,5,0,,2,0.0,0.0,nan,-0.3495851898193365,8,1,-26.821640014648438,-7.698290172594515
nan,0.2412218600511551,10.173029273400623,-0.2760458290576935,0,medium,7.698290172594515,factorized_engagement_ar_ppo_order_012,laser,-19.123349842053923,-0.1,5,0,,2,0.0,0.0,nan,-0.3495851898193365,8,2,-26.821640014648438,-7.698290172594515
nan,0.24954181909561157,10.787749195903597,-0.2870713472366333,0,medium,8.212117716748828,factorized_engagement_ar_ppo_order_012,missile,-19.411581471483593,-2.1,5,0,,3,0.0,0.0,nan,-1.6512910079956065,8,0,-27.623699188232422,-8.212117716748828
0.0033551105040878606,0.249983012676239,32.34819410425355,-1.3863623142242432,0,medium,8.212117716748828,factorized_engagement_ar_ppo_order_012,missile,-19.411581471483593,-2.1,1,1,1,3,8.111971940756328,-0.4836750626564026,0.6165134906768799,-1.6512910079956065,8,1,-27.623699188232422,-8.212117716748828
nan,0.0,0.0,0.0,0,medium,8.212117716748828,factorized_engagement_ar_ppo_order_012,laser,-19.411581471483593,-2.1,5,0,,3,0.0,0.0,nan,-1.6512910079956065,8,2,-27.623699188232422,-8.212117716748828
nan,0.2506800889968872,13.202442337761495,-0.2885892689228058,0,medium,10.064702780351464,factorized_engagement_ar_ppo_order_012,missile,-17.66487905253428,-0.1,5,0,,4,0.0,0.0,nan,-0.10654457092285341,8,0,-27.729581832885742,-10.064702780351464
nan,0.0,0.0,0.0,0,medium,10.064702780351464,factorized_engagement_ar_ppo_order_012,missile,-17.66487905253428,-0.1,5,0,,4,0.0,0.0,nan,-0.10654457092285341,8,1,-27.729581832885742,-10.064702780351464
nan,0.24163499474525452,13.308468505268928,-0.2765904366970062,0,medium,10.064702780351464,factorized_engagement_ar_ppo_order_012,laser,-17.66487905253428,-0.1,5,0,,4,0.0,0.0,nan,-0.10654457092285341,8,2,-27.729581832885742,-10.064702780351464
nan,0.25142452120780945,13.660814404074817,-0.2895832657814026,0,medium,10.378823827830935,factorized_engagement_ar_ppo_order_012,missile,-17.923345971973752,-2.6,5,0,,5,0.0,0.0,nan,-3.149991493225098,8,0,-28.302169799804688,-10.378823827830935
-0.002033492837512549,0.2568866014480591,39.40603502091645,-1.359120488166809,0,medium,10.378823827830935,factorized_engagement_ar_ppo_order_012,missile,-17.923345971973752,-2.6,2,1,2,5,14.27089445735971,-1.2728787660598755,0.28002431988716125,-3.149991493225098,8,1,-28.302169799804688,-10.378823827830935
nan,0.24268196523189545,42.95756516294344,-1.4160034656524658,0,medium,10.378823827830935,factorized_engagement_ar_ppo_order_012,laser,-17.923345971973752,-2.6,1,1,1,5,0.0,0.0,1.0,-3.149991493225098,8,2,-28.302169799804688,-10.378823827830935
nan,0.252636194229126,18.1501278981904,-0.29120320081710815,0,medium,13.80491359291432,factorized_engagement_ar_ppo_order_012,missile,-15.636067318340563,-0.6,5,0,,6,0.0,0.0,nan,-1.1705770111083993,8,0,-29.440980911254883,-13.80491359291432
nan,0.0,0.0,0.0,0,medium,13.80491359291432,factorized_engagement_ar_ppo_order_012,missile,-15.636067318340563,-0.6,5,0,,6,0.0,0.0,nan,-1.1705770111083993,8,1,-29.440980911254883,-13.80491359291432
nan,0.2438361644744873,56.833162757285685,-1.4112586975097656,0,medium,13.80491359291432,factorized_engagement_ar_ppo_order_012,laser,-15.636067318340563,-0.6,1,1,1,6,0.0,0.0,1.0,-1.1705770111083993,8,2,-29.440980911254883,-13.80491359291432
nan,0.25619661808013916,20.168707702634183,-0.2959785461425781,0,medium,15.28111286124767,factorized_engagement_ar_ppo_order_012,missile,-15.342925835041392,-0.6,5,0,,7,0.0,0.0,nan,-1.849546890258786,8,0,-30.624038696289062,-15.28111286124767
nan,0.0,0.0,0.0,0,medium,15.28111286124767,factorized_engagement_ar_ppo_order_012,missile,-15.342925835041392,-0.6,5,0,,7,0.0,0.0,nan,-1.849546890258786,8,1,-30.624038696289062,-15.28111286124767
nan,0.2473069429397583,62.0235505257396,-1.397125005722046,0,medium,15.28111286124767,factorized_engagement_ar_ppo_order_012,laser,-15.342925835041392,-0.6,1,1,1,7,0.0,0.0,1.0,-1.849546890258786,8,2,-30.624038696289062,-15.28111286124767
