context_id,scenario,policy_seed,repeat,a_total_return_delta,a_zone_damage_delta,a_high_threat_leaks_delta,a_resource_cost_delta,b_total_return_delta,b_zone_damage_delta,b_high_threat_leaks_delta,b_resource_cost_delta,c_total_return_delta,c_zone_damage_delta,c_high_threat_leaks_delta,c_resource_cost_delta
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,14,-0.5,0.0,0.0,0.5,-0.5,0.0,0.0,0.5,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,15,-52.100788703729066,0.7240628662504094,1.0,0.0,-52.100788703729066,0.7240628662504094,1.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.00078870372907,0.7240628662504094,1.0,0.0
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.90078870372907,0.7240628662504094,1.0,0.0
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.00078870372907,0.7240628662504094,1.0,0.0
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,30,-52.100788703729066,0.7240628662504094,1.0,0.0,-52.100788703729066,0.7240628662504094,1.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,31,-0.5,0.0,0.0,0.5,-0.5,0.0,0.0,0.5,-51.90078870372907,0.7240628662504094,1.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,0,-34.07808587552948,0.9372258494659338,1.0,0.0,-34.07808587552948,0.9372258494659338,1.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.07808587552948,0.9372258494659338,1.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,5,-34.07808587552948,0.9372258494659338,1.0,0.0,-34.07808587552948,0.9372258494659338,1.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.44119965583755,-0.8839551608784362,0.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,12,-59.07808587552948,0.9372258494659338,1.0,0.0,-59.07808587552948,0.9372258494659338,1.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,19,31.441199655837558,-0.8839551608784362,0.0,0.0,31.441199655837558,-0.8839551608784362,0.0,0.0,31.441199655837558,-0.8839551608784362,0.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,22,-0.5,0.0,0.0,0.5,-0.5,0.0,0.0,0.5,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.441199655837554,-0.8839551608784362,0.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.400895168989805,0.9717777936514409,1.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.07808587552948,0.9372258494659338,1.0,0.0
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,31,-59.07808587552948,0.9372258494659338,1.0,0.0,-59.07808587552948,0.9372258494659338,1.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,9,0.0,0.0,0.0,0.0,9.626659590118138,-0.2469693074831789,0.0,0.0,9.626659590118138,-0.2469693074831789,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.419282628990352,0.4981963616564338,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,13,0.0,0.0,0.0,0.0,9.626659590118138,-0.2469693074831789,0.0,0.0,-9.792623038872215,0.25122705417325486,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,17,0.0,0.0,0.0,0.0,9.626659590118138,-0.2469693074831789,0.0,0.0,-9.792623038872215,0.25122705417325486,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,22,0.0,0.0,0.0,0.0,9.626659590118138,-0.2469693074831789,0.0,0.0,9.626659590118138,-0.2469693074831789,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,25,0.0,0.0,0.0,0.0,9.626659590118138,-0.2469693074831789,0.0,0.0,-24.087945034686108,0.6877211414498372,1.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,26,0.0,0.0,0.0,0.0,9.626659590118138,-0.2469693074831789,0.0,0.0,9.626659590118138,-0.2469693074831789,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.419282628990352,0.4981963616564338,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,0,37.62826420187524,-1.0520970485018477,0.0,0.0,37.62826420187524,-1.0520970485018477,0.0,0.0,38.62826420187524,-1.0520970485018477,0.0,-1.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,1,-0.5,0.0,0.0,0.5,-0.5,0.0,0.0,0.5,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.300788703729076,0.7240628662504094,1.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,7,-37.62826420187524,1.0520970485018477,0.0,0.0,-37.62826420187524,1.0520970485018477,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.00078870372907,0.7240628662504094,1.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,12,91.62905290560431,-1.776159914752257,-1.0,-1.5,91.62905290560431,-1.776159914752257,-1.0,-1.5,63.12826420187524,-1.0520970485018477,0.0,-0.5
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.30078870372907,0.7240628662504094,1.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,15,-0.5,0.0,0.0,0.5,-0.5,0.0,0.0,0.5,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,22,-37.62826420187524,1.0520970485018477,0.0,0.0,-37.62826420187524,1.0520970485018477,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,24,-52.200788703729074,0.7240628662504094,1.0,0.0,-52.200788703729074,0.7240628662504094,1.0,0.0,-0.5,0.0,0.0,0.5
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,25,91.62905290560431,-1.776159914752257,-1.0,-1.5,91.62905290560431,-1.776159914752257,-1.0,-1.5,92.12905290560431,-1.776159914752257,-1.0,-2.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.00078870372907,0.7240628662504094,1.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,29,37.62826420187524,-1.0520970485018477,0.0,0.0,37.62826420187524,-1.0520970485018477,0.0,0.0,37.62826420187524,-1.0520970485018477,0.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,0,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,1,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,2,0.0,0.0,0.0,0.0,12.915331780814995,-0.08165527155196717,-0.3372399512445883,0.0,12.915331780814995,-0.08165527155196717,-0.3372399512445883,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,3,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-38.29715824934385,0.24212810863783396,1.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,4,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,5,4.0313937155912924,0.0,0.0,0.0,1.3691977798071235,0.0,0.0,0.0,1.3691977798071235,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,6,0.0,0.0,0.0,0.0,12.915331780814995,-0.08165527155196717,-0.3372399512445883,0.0,12.915331780814995,-0.08165527155196717,-0.3372399512445883,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,7,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,8,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,9,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,10,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,11,-4.0313937155912924,0.0,0.0,0.0,-3.1650866004536056,0.026824483130567955,-0.32312619594867753,0.0,0.8663071151376869,0.026824483130567955,-0.32312619594867753,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,12,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-4.031393715591307,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,13,0.0,0.0,0.0,0.0,12.915331780814995,-0.08165527155196717,-0.3372399512445883,0.0,12.915331780814995,-0.08165527155196717,-0.3372399512445883,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,14,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,15,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,16,4.0313937155912924,0.0,0.0,0.0,1.3691977798071235,0.0,0.0,0.0,1.3691977798071235,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,17,0.0,0.0,0.0,0.0,0.8663071151376869,0.026824483130567955,-0.32312619594867753,0.0,0.8663071151376869,0.026824483130567955,-0.32312619594867753,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,18,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,19,4.0313937155912924,0.0,0.0,0.0,1.3691977798071235,0.0,0.0,0.0,1.3691977798071235,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,20,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,21,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,22,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,23,4.0313937155912924,0.0,0.0,0.0,2.2355048949448104,0.026824483130567955,-0.32312619594867753,0.0,-36.06165335439903,0.2689525917684019,0.6768738040513225,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,24,0.0,0.0,0.0,0.0,12.915331780814995,-0.08165527155196717,-0.3372399512445883,0.0,12.915331780814995,-0.08165527155196717,-0.3372399512445883,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,25,4.0313937155912924,0.0,0.0,0.0,1.3691977798071235,0.0,0.0,0.0,1.3691977798071235,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,26,0.0,0.0,0.0,0.0,12.915331780814995,-0.08165527155196717,-0.3372399512445883,0.0,12.915331780814995,-0.08165527155196717,-0.3372399512445883,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,27,0.0,0.0,0.0,0.0,12.915331780814995,-0.08165527155196717,-0.3372399512445883,0.0,10.234313881308992,-0.1646707728232668,0.6627600487554117,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,28,0.0,0.0,0.0,0.0,12.915331780814995,-0.08165527155196717,-0.3372399512445883,0.0,12.915331780814995,-0.08165527155196717,-0.3372399512445883,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,29,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0,-1.4210854715202004e-14,0.0,0.0,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,30,4.0313937155912924,0.0,0.0,0.0,14.284529560622119,-0.08165527155196717,-0.3372399512445883,0.0,14.284529560622119,-0.08165527155196717,-0.3372399512445883,0.0
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,31,0.0,0.0,0.0,0.0,12.915331780814995,-0.08165527155196717,-0.3372399512445883,0.0,12.915331780814995,-0.08165527155196717,-0.3372399512445883,0.0
time_pressure_seed9_resource00_e05_t04_u0,time_pressure,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999929,0.0,0.0,0.5
time_pressure_seed9_resource00_e05_t04_u0,time_pressure,9,1,1.7763568394002505e-15,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,-0.9999999999999982,0.0,0.0,1.0
time_pressure_seed9_resource00_e05_t04_u0,time_pressure,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_pressure_seed9_resource00_e05_t04_u0,time_pressure,9,3,-1.7763568394002505e-15,0.0,0.0,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
