context_id,scenario,policy_seed,slot,episode_index,environment_seed,environment_step,unit_index,prefix_actions,original_action,observation_hash,engage_probability,engagement_margin,legal_target_count,legal_targets,target_probabilities,argmax_target,safety_score,resource_score,extra_transitions,a_mean,a_standard_error,a_ci_lower,a_ci_upper,a_sign,a_reliable,a_zone_damage_mean,a_high_threat_leaks_mean,a_resource_cost_mean,b_mean,b_standard_error,b_ci_lower,b_ci_upper,b_sign,b_reliable,b_zone_damage_mean,b_high_threat_leaks_mean,b_resource_cost_mean,c_mean,c_standard_error,c_ci_lower,c_ci_upper,c_sign,c_reliable,c_zone_damage_mean,c_high_threat_leaks_mean,c_resource_cost_mean,argmax_target_regret,a_b_sign_consistent,b_c_sign_consistent,target_selection_sign_reversal
time_pressure_seed8_resource04_e09_t04_u0,time_pressure,8,resource,9,886997743,4,0,,"2,0,5",2c31752ab74d6207d9087d25d1118ec03be717581cbbb464c4103bf106153036,0.5054372549057007,0.02174987699347808,3,"0,1,2","0.326557636261,0.322653442621,0.350788921118",2,0.034626073893407744,2.666666666666667,6521,8.610736264884432,5.228127774146099,-1.6363941724419213,18.857866702210785,1,False,-0.1912226432594909,-0.0625,0.0,2.1618640186818103,3.9472605788020507,-5.574766715770209,9.898494753133829,1,False,-0.058746103636995436,-0.021924307569861412,0.06074153259396553,-3.474234040019221,2.689738103160658,-8.74612072221411,1.7976526421756684,-1,False,0.08653448204989023,0.03125,0.06307421857491136,0.0,True,False,False
time_pressure_seed8_resource05_e07_t04_u0,time_pressure,8,resource,7,886997741,4,0,,"1,3,2",cd1a8afb8705d0532198527028ee195b40d489609427bb98b6d5a374af9b35b7,0.5061607956886292,0.024644429990726913,3,"1,2,3","0.336610227823,0.33152538538,0.331864356995",1,0.06734358005304154,2.666666666666667,9064,-10.873988133307073,5.625032905296136,-21.8990526276875,0.1510763610733541,-1,False,0.23336205578430663,0.25,0.0,-1.5302323421693824,4.404122440123199,-10.162312324810854,7.101847640472089,-1,False,0.06120543007060423,0.06348518657640156,0.0,1.0167577607898028,3.1459495939370594,-5.149303443326834,7.182818964906439,1,False,-0.006555950926954768,-0.010317797148758176,-2.7755575615628914e-17,22.0145897715201,True,False,False
time_pressure_seed9_safety00_e01_t30_u2,time_pressure,9,safety,1,887007735,30,2,"5,5","5,5,3",3a0106d84c031b920c43541405620a4c3918250ead1b62b70fbe57ebf502ab6d,0.5738253593444824,0.2974758811610725,1,3,1,3,0.23184187522764785,1.15,466,-6.503223587966132,4.532973553047153,-15.387851751938552,2.3814045760062887,-1,False,0.09050785828130117,0.125,0.0,-6.503223587966132,4.532973553047153,-15.387851751938552,2.3814045760062887,-1,False,0.09050785828130117,0.125,0.0,-8.125123234957666,4.744304281127825,-17.4239596259682,1.1737131560528695,-1,False,0.11313482285162647,0.15625,0.0,0.0,True,True,False
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,safety,1,887007735,29,2,"5,5","5,5,3",15add8dffed558962a669eb3692fbd1671d1507a31a7df30901fdca01438d6fa,0.5733212828636169,0.2954149515222523,1,3,1,3,0.17561172806853811,1.05,590,-3.2812992939830665,3.2669545717633155,-9.684530254639165,3.121931666673032,-1,False,0.04525392914065059,0.0625,0.03125,-3.2812992939830665,3.2669545717633155,-9.684530254639165,3.121931666673032,-1,False,0.04525392914065059,0.0625,0.03125,-6.621973587966134,3.8656423250411285,-14.198632545046745,0.9546853691144772,-1,False,0.09050785828130117,0.125,0.140625,0.0,True,True,False
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,safety,7,887007741,16,2,"5,5","5,5,2",e9c7bb755be95039b40a6fad19926c2b61113ca84b438c71cba95e0aed21da07,0.5658818483352661,0.2650685719789476,1,2,1,2,0.17415736565549644,0.44999999999999996,2017,-4.855348245196261,3.10071050008308,-10.932740825359097,1.2220443349665757,-1,False,0.0895296324057906,0.125,0.015625,-4.855348245196261,3.10071050008308,-10.932740825359097,1.2220443349665757,-1,False,0.0895296324057906,0.125,0.015625,-2.0385458735167536,3.9733784316642495,-9.826367599578683,5.749275852545175,-1,False,0.006073875310874999,0.09375,0.1875,0.0,True,True,False
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,safety,9,887007743,18,2,"5,5","5,5,3",d9c9059b2640006c38bb4a1a677d8693ddb6e5cba203dade344cb73c201fd7aa,0.5715243816375732,0.2880733084098116,2,"2,3","0.495726853609,0.504273176193",3,0.16735450068688823,1.15,2688,0.0,0.0,0.0,0.0,0,False,0.0,0.0,0.0,1.8049986731471508,0.6748497461667123,0.48229317066039457,3.127704175633907,1,True,-0.046306745153096046,0.0,0.0,-1.675993050001776,1.3146078855780035,-4.252624505734663,0.900638405731111,-1,False,0.04517687658311493,0.03125,0.0,3.6411154929356897,False,False,False
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,safety,1,887007735,20,2,"5,5","5,5,4",2399ae48a76f315f2dd15a6b653c056bad97c98d68b6cf7eec23814712b2e027,0.5726748108863831,0.29277274495163563,1,4,1,4,0.14816952670268937,0.65,1691,4.064291159608736,4.985072806323327,-5.706451540784984,13.835033860002456,1,False,-0.08838303010169077,-0.03125,-0.0625,4.064291159608736,4.985072806323327,-5.706451540784984,13.835033860002456,1,False,-0.08838303010169077,-0.03125,-0.0625,1.3565840842598043,4.940492514437737,-8.326781244038159,11.039949412557768,1,False,-0.06363123735175508,0.09375,0.03125,0.0,True,True,False
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,safety,8,887007742,13,2,"5,5","5,5,3",166e15ea3e4e6f5ad22efa7a878ac7a4e40eebf7ef4c17f915504610d4ff409a,0.5640321969985962,0.2575429424504042,3,"0,3,4","0.337239921093,0.339633822441,0.323126167059",3,0.14659820922146372,1.15,3881,0.6299052680611394,0.31919121319360466,0.0042904902016742685,1.2555200459206046,1,False,0.0,0.0,0.0,3.844396885499976,1.0476636358806697,1.7909761591738635,5.897817611826088,1,True,-0.02045074983050002,-0.12514181715772899,0.0,1.3670426855564237,2.059839398813104,-2.67024253611726,5.404327907230107,1,False,-0.007911977455363511,-0.03139181715772897,0.0,10.015189435954596,True,True,False
time_pressure_seed9_resource00_e05_t04_u0,time_pressure,9,resource,5,887007739,4,0,,"0,1,5",6146c2be2a59558adebbd738e7d44311710a81b17d9515d032d89614e0eb2747,0.5442108511924744,0.17730645625272456,1,0,1,0,0.023914723546938944,2.666666666666667,2772,0.9900254150016354,3.2101695847184564,-5.301906971046538,7.28195780104981,1,False,0.01844683561186377,0.0,-0.21875,0.9900254150016354,3.2101695847184564,-5.301906971046538,7.28195780104981,1,False,0.01844683561186377,0.0,-0.21875,1.6439104783579856,1.3316931609112403,-0.9662081170280454,4.254029073744016,1,False,-0.01345838483657582,0.0,-0.328125,0.0,True,True,False
time_pressure_seed9_resource01_e02_t04_u1,time_pressure,9,resource,2,887007736,4,1,3,"3,2,4",c89660f6c1a84e1f8f9e4fb49973a5ef1c98de89d61b36a8c69fcb2e5e84ceaf,0.5496124029159546,0.19910476893358287,3,"1,2,4","0.331650286913,0.335625588894,0.332724094391",2,0.04717577554685598,2.666666666666667,9188,8.249543037086191,6.32476531696208,-4.146996984159486,20.646083058331868,1,False,-0.1624721364859949,-0.0625,0.0,5.732872115724418,4.86213401166452,-3.796910547138041,15.262654778586878,1,False,-0.10439850574946433,-0.17673968491672537,-8.881784197001252e-16,-5.890160903982824,4.9845859978812275,-15.65994945983003,3.8796276518643804,-1,False,0.12412965346665582,0.10445319986203906,-8.881784197001252e-16,0.0,True,False,False
time_pressure_seed9_resource02_e10_t04_u0,time_pressure,9,resource,10,887007744,4,0,,"3,2,5",e40bbacb4f0cb1f9d91dcc13882c187d9683df898f70bb0300efc63194897fd5,0.550167977809906,0.20134941674239415,4,"0,2,3,4","0.238069787621,0.251483410597,0.264981895685,0.245464906096",3,0.06327604133073236,2.666666666666667,10292,6.409019365056549,6.971347995906237,-7.254822706919676,20.072861437032774,1,False,-0.12798133670148354,-0.15625,0.0,-4.227910069674737,5.306238741704396,-14.628138003415353,6.17231786406588,-1,False,0.07788518205701468,0.07139029819518328,0.0,6.438091653093589,5.363992913567745,-4.075334457499191,16.95151776368637,1,False,-0.09014269697456526,-0.04972447268664837,-0.004140342120081186,0.0,False,False,False
time_pressure_seed9_resource03_e06_t04_u1,time_pressure,9,resource,6,887007740,4,1,2,"2,3,5",e38e98c29f6b6fb833199e45de669fc0ab207e7808e28c9a923b4df9c41f0fd6,0.5524235367774963,0.21046763818654646,3,"0,3,4","0.328378230333,0.338674426079,0.332947313786",3,0.05529638766882433,2.666666666666667,6435,3.5136521544459924,2.8257945765436645,-2.02490521557959,9.052209524471575,1,False,-0.07835266238752234,-0.0625,0.0,8.426638821932116,2.060490001480681,4.388078419029981,12.465199224834251,1,True,-0.14668628373038278,-0.04197635999251485,-0.005202301932939968,-4.328947162243297,5.322144692932021,-14.760350760390057,6.102456435903463,-1,False,0.1005331645051171,0.062393404540223005,0.046839796471291606,8.887892598188571,True,False,False
time_pressure_seed9_resource04_e04_t04_u0,time_pressure,9,resource,4,887007738,4,0,,"3,1,5",919dcca0dea1a1b90658f81a3620a53c75cfcd11907450bec5ff309cedfa7432,0.5549616813659668,0.22073868103003158,3,"1,2,3","0.332614481449,0.322128713131,0.345256775618",3,0.03444108943717273,2.666666666666667,6869,0.09376055271543926,6.150245519495856,-11.960720665496439,12.148241770927317,1,False,-0.019621002660343917,0.125,-0.03125,-6.226455314684355,5.0545815382316155,-16.13343512961832,3.6805245002496108,-1,False,0.11310638201828321,0.14546072544040456,-0.021183477414651986,-2.0233727038130995,3.515447579250807,-8.913649959144681,4.8669045515184814,-1,False,-0.002875579898684453,-0.05394637279797712,0.06641543761388763,0.0,False,True,False
time_pressure_seed9_resource05_e11_t04_u0,time_pressure,9,resource,11,887007745,4,0,,"3,2,0",e59a5e992f958263f4032c9734944707ba0b560c39af139a7ec93ea2f1345f6f,0.5550581812858582,0.22112941024188904,3,"0,2,3","0.326271384954,0.335782945156,0.337945640087",3,0.0539844135389744,2.666666666666667,10060,-4.761928539186133,4.784169874601509,-14.13890149340509,4.615044415032823,-1,False,0.11127208648703485,0.1875,0.0,-4.51462606642929,3.849770500124196,-12.060176246672714,3.030924113814134,-1,False,0.11194792633822882,0.1877972362651597,-8.881784197001252e-16,-1.5151314333042132,5.97952013426951,-13.234990896472453,10.204728029864025,-1,False,0.004670362163638635,-0.04224320626983665,0.00014861813257902035,0.8830894213426177,True,True,False
time_pressure_seed10_safety00_e09_t24_u2,time_pressure,10,safety,9,887017743,24,2,"5,5","5,5,1",273bcd188fcd32391b228ab8366c85b727917052111e045d7e71360a2d5b7c0a,0.5577284097671509,0.2319479721305293,1,1,1,1,0.4421690175993521,1.05,242,8.389051480956741,3.691520496843458,1.153671307143564,15.624431654769918,1,True,-0.13055426100590614,-0.15625,0.390625,8.389051480956741,3.691520496843458,1.153671307143564,15.624431654769918,1,True,-0.13055426100590614,-0.15625,0.390625,10.078111777148091,3.946384750822301,2.3431976655363815,17.813025888759803,1,True,-0.15666511320708737,-0.1875,0.453125,0.0,True,True,False
time_pressure_seed10_safety01_e04_t16_u2,time_pressure,10,safety,4,887017738,16,2,"5,5","5,5,0",82fd88fee84f83013192ecc5ed50456bce4276e43479ddc158c564950217b17c,0.5530614256858826,0.2130479050142775,2,"0,3","0.507936954498,0.492063075304",0,0.3062410826557369,1.15,2304,2.9107012457481405,2.5551403489077296,-2.097373838111009,7.91877632960729,1,False,-0.08185957936590278,0.0,0.0,1.9085085368917087,2.3768822165140318,-2.750180607475793,6.567197681259211,1,False,-0.051470831415021075,0.0,0.0,4.0752778118898245,1.7723871925252213,0.6013989145403911,7.5491567092392575,1,True,-0.112905865685716,0.0,0.0,0.0,True,True,False
time_pressure_seed10_safety02_e09_t23_u2,time_pressure,10,safety,9,887017743,23,2,"5,5","5,5,1",ccb06edd1ff2c31927add257b42f471d8fe01e1694c90e61864ffd8b0b54b710,0.5571853518486023,0.22974667167588814,1,1,1,1,0.2891511677010537,0.95,347,4.923430888574045,2.9941522294355787,-0.9451074811196891,10.79196925826778,1,False,-0.07833255660354368,-0.09375,0.359375,4.923430888574045,2.9941522294355787,-0.9451074811196891,10.79196925826778,1,False,-0.07833255660354368,-0.09375,0.359375,6.646866184765393,3.376070862392391,0.029767294476306994,13.263965075054479,1,True,-0.10444340880472491,-0.125,0.390625,0.0,True,True,False
time_pressure_seed10_safety03_e09_t22_u2,time_pressure,10,safety,9,887017743,22,2,"5,5","5,5,1",157eb8a249002059761ceea175e41fefae41558b85c718f6cadc8ebaf898e27b,0.5565930008888245,0.22734619210041318,1,1,1,1,0.21481269894285165,0.85,460,1.3453102961913483,1.806989369760622,-2.196388868539471,4.887009460922167,1,False,-0.02611085220118123,-0.03125,0.421875,1.3453102961913483,1.806989369760622,-2.196388868539471,4.887009460922167,1,False,-0.02611085220118123,-0.03125,0.421875,1.3140602961913483,1.775746211105247,-2.166402277574936,4.794522869957633,1,False,-0.02611085220118123,-0.03125,0.453125,0.0,True,True,False
time_pressure_seed10_safety04_e04_t15_u2,time_pressure,10,safety,4,887017738,15,2,"5,5","5,5,0",f32820d25e0bab878f41e025eb50507e47bdd7ea1bc4382e66f80eb7478a2c13,0.5525206327438354,0.2108603470655307,2,"0,3","0.508381485939,0.491618454456",0,0.2085321647282065,1.05,2496,2.458097690082764,2.9049923514224267,-3.2356873187051924,8.15188269887072,1,False,-0.06813561664571667,0.0,0.0,-1.24652692798808,1.9453100180816172,-5.05933456342805,2.56628070745189,-1,False,0.035807392586506656,0.0,0.0,0.9077717912200645,1.7126184562788223,-2.448960383086427,4.264503965526556,1,False,-0.025285264371330246,0.0,0.0,0.0,False,False,False
time_pressure_seed10_safety05_e03_t12_u2,time_pressure,10,safety,3,887017737,12,2,"5,5","5,5,2",f58380c48c0d7a1a0828d619e87be5dae69095f2dcd449b5701f48abbf772a11,0.5579772591590881,0.2329568767351381,2,"0,2","0.499735623598,0.500264406204",2,0.1859043987437338,1.15,3070,-1.1233831093866207,3.0130023775003143,-7.0288677692872366,4.782101550513996,-1,False,0.031634969338599314,0.03125,0.0,-1.6832427196063227,2.5558594017484557,-6.692727147033296,3.3262417078206505,-1,False,0.048096846169168816,0.0781002133160766,0.0,0.3294235132879695,1.916712313163489,-3.427332620512469,4.086179647088407,1,False,-0.010497904491032856,-0.015649786683923403,0.0,0.0,True,False,False
time_pressure_seed10_resource00_e11_t04_u1,time_pressure,10,resource,11,887017745,4,1,4,"4,0,2",47694c2902779bf3d6faa340f74c052de6cfd1339d2e772d26c4d5438ae1a7f1,0.5490036010742188,0.19664564599444978,3,"0,1,2","0.341240316629,0.323980987072,0.334778696299",0,0.044706781393117366,2.666666666666667,10731,1.3748283414573175,5.497788487912718,-9.40083709485161,12.150493777766243,1,False,-0.03254016565830911,0.03125,0.0,-0.3858864894355418,3.311432249130878,-6.876293697732063,6.104520718860979,-1,False,0.0022915149030167184,0.07242248021066189,0.0,-4.151354656939307,3.781817457781102,-11.563716874190266,3.2610075603116533,-1,False,0.10471338070154718,0.0530504509806633,-0.005062202922999859,0.0,False,True,False
time_pressure_seed10_resource01_e04_t04_u1,time_pressure,10,resource,4,887017738,4,1,2,"2,1,5",5af4855aaa1c111c6fae27eb0f034cb8bb354a30b8ba76e291ca9c00f548cb7e,0.5506892800331116,0.20345605495054775,3,"0,1,3","0.331937789917,0.347695320845,0.320366859436",1,0.04624133767640967,2.666666666666667,6203,-3.6730467147363117,2.8420708854299424,-9.243505650179,1.8974122207063755,-1,False,0.07566962986503872,0.0,0.0,-0.4848667741832504,2.649950518640632,-5.6787697907188885,4.709036242352388,-1,False,0.006182699512744118,0.0,0.0,-2.516638739139111,3.35515224105113,-9.092737131599325,4.059459653321103,-1,False,0.05972031257434643,0.0,-0.015559584366070744,5.003294443323597,True,True,False
time_pressure_seed10_resource02_e01_t04_u1,time_pressure,10,resource,1,887017735,4,1,0,"0,1,5",6c4451f9dac39c2ec45fe3c58e0f757244356514dac5ed9245b3eecc1c2394b2,0.5507254600524902,0.2036022789344195,1,1,1,1,0.05706711547829526,2.666666666666667,5010,8.505030668286576,6.2188253497341,-3.6838670171922594,20.69392835376541,1,False,-0.20793072660052597,-0.0625,-0.015625,8.505030668286576,6.2188253497341,-3.6838670171922594,20.69392835376541,1,False,-0.20793072660052597,-0.0625,-0.015625,6.482217716511963,5.359219589196142,-4.0218526783124755,16.9862881113364,1,False,-0.11307986447559465,-0.125,-0.03125,0.0,True,True,False
time_pressure_seed10_resource03_e04_t04_u0,time_pressure,10,resource,4,887017738,4,0,,"2,1,5",5af4855aaa1c111c6fae27eb0f034cb8bb354a30b8ba76e291ca9c00f548cb7e,0.5510449409484863,0.20489357681331744,4,"0,1,2,3","0.24352478981,0.257091462612,0.264686942101,0.234696775675",2,0.04624133767640967,2.666666666666667,7779,-3.201494349339173,2.5448069629949073,-8.189315996809192,1.7863272981308453,-1,False,0.08696290041752461,0.0,0.0,-1.7062973937325914,2.6880914621066014,-6.97495665946153,3.5623618719963472,-1,False,0.045271588338968535,0.0,0.0,-3.6063620825399236,2.5847419706524684,-8.672456345018762,1.4597321799389147,-1,False,0.08463495896266472,0.0,0.018842799219274453,4.398565187248195,True,True,False
time_pressure_seed10_resource04_e01_t04_u0,time_pressure,10,resource,1,887017735,4,0,,"0,1,5",6c4451f9dac39c2ec45fe3c58e0f757244356514dac5ed9245b3eecc1c2394b2,0.5511026382446289,0.20512679947322832,2,"0,1","0.521797895432,0.478202074766",0,0.05706711547829526,2.666666666666667,7419,2.887090430902912,8.937529617180859,-14.630467618771572,20.404648480577396,1,False,-0.0700409195223527,-0.0625,-0.109375,-1.9986018592202417,8.871572324479919,-19.38688361520088,15.389679896760397,-1,False,0.05315740975912945,0.02716289169081723,-0.0869592770772957,7.8347781719031735,3.173115547526761,1.6154716987507225,14.054084645055624,1,True,-0.16589999881253162,-0.03397473887278851,-0.1107373694363942,0.0,False,False,False
time_pressure_seed10_resource05_e09_t04_u1,time_pressure,10,resource,9,887017743,4,1,0,"0,4,5",347299faf837cb311aadddc26180c9b7bba925b67cf161eef46f794bcc99b749,0.5516302585601807,0.2072597926544112,1,4,1,4,0.036575313663477306,2.666666666666667,2784,0.9764836085645165,4.151905837248175,-7.161251832441907,9.11421904957094,1,False,-0.024889822021869054,0.0,-0.03125,0.9764836085645165,4.151905837248175,-7.161251832441907,9.11421904957094,1,False,-0.024889822021869054,0.0,-0.03125,-3.631245592382695,5.623963157212837,-14.654213380519856,7.391722195754465,-1,False,0.05222170440236246,0.0625,0.109375,0.0,True,False,False
heterogeneity_pressure_seed8_safety00_e00_t23_u2,heterogeneity_pressure,8,safety,0,1451868365,23,2,"5,5","5,5,5",2d5f1e4862625aa6e31fd3dd02fae3636891cdda53db968229430adbdc243863,0.4328271746635437,-0.2703255502727344,5,"0,1,2,3,4","0.193481907248,0.196906805038,0.207509741187,0.199458792806,0.20264275372",2,4.969777256168422,1.0892857142857142,5276,11.961175432072578,4.565492907738861,3.0128093329044106,20.909541531240745,1,True,-0.21177933134618487,-0.1875,0.25,8.741630932872738,1.5368690056172245,5.729367681862978,11.753894183882498,1,True,-0.15233322278591827,-0.13789036218076944,0.25,5.3045878834333084,1.23172666153511,2.8904036268244933,7.718772140042123,1,True,-0.10439963473054348,-0.08776640612632036,-0.014247856079600829,13.637170981574371,True,True,False
heterogeneity_pressure_seed8_safety01_e00_t23_u1,heterogeneity_pressure,8,safety,0,1451868365,23,1,5,"5,5,5",2d5f1e4862625aa6e31fd3dd02fae3636891cdda53db968229430adbdc243863,0.429315447807312,-0.2846446507070587,5,"0,1,2,3,4","0.194617137313,0.196971639991,0.20663253963,0.199752792716,0.202025860548",2,4.969777256168422,1.5357142857142856,5456,24.957546769490584,5.7447859281385405,13.697766350339045,36.21732718864212,1,True,-0.4588552179167339,-0.40625,1.5,20.466639255689834,2.065161599317453,16.418922521027625,24.514355990352044,1,True,-0.3547964400409974,-0.34931299945154815,1.4999999999999998,10.998940246873167,2.2021844042064123,6.682658814628598,15.315221679117734,1,True,-0.20945132344662523,-0.1685800490850225,0.5680534946524649,25.239146057803325,True,True,False
