candidate_action,candidate_type,conditional_target_probability,frozen_v,mc_q_mean,mc_q_se,mc_q_std,one_step_reward_mean,paired_delta_vs_noop_mean,paired_delta_vs_noop_se,policy_probability,rollouts,sample_id,scenario,source_seed,split,state_id,unit_index
2,target,0.5362076662594194,-53.74814987182617,-13.761735944409498,0.8268624734749429,2.338720248411256,-15.567440386374964,-0.028718681937616397,0.8426428642896747,0.17346534132957458,8,seed8/heterogeneity_pressure/episode4/step41/unit2/action2,heterogeneity_pressure,8,train,seed8/heterogeneity_pressure/episode4/step41,2
4,target,0.4637923337405806,-53.74814987182617,-13.072409041172598,0.7634030052449619,2.1592297671476084,-14.935773258038065,0.6606082212992823,0.4786517028773569,0.1500386893749237,8,seed8/heterogeneity_pressure/episode4/step41/unit2/action4,heterogeneity_pressure,8,train,seed8/heterogeneity_pressure/episode4/step41,2
5,noop,0.0,-53.74814987182617,-13.73301726247188,0.810014814453185,2.291067872645641,-15.317440386374964,0.0,0.0,0.6764959692955017,8,seed8/heterogeneity_pressure/episode4/step41/unit2/action5,heterogeneity_pressure,8,train,seed8/heterogeneity_pressure/episode4/step41,2
5,noop,0.0,-44.25516128540039,-20.439417368699974,5.178735460030303,14.64767584703465,-0.16249999999999998,0.0,0.0,1.0,8,seed8/heterogeneity_pressure/episode4/step28/unit0/action5,heterogeneity_pressure,8,test,seed8/heterogeneity_pressure/episode4/step28,0
5,noop,0.0,-44.25516128540039,-16.28425681833781,4.685289898671867,13.252001036702838,-0.1,0.0,0.0,1.0,8,seed8/heterogeneity_pressure/episode4/step28/unit1/action5,heterogeneity_pressure,8,test,seed8/heterogeneity_pressure/episode4/step28,1
3,target,0.5891628133169616,-44.25516128540039,-18.031663775042706,5.627613900595408,15.917295804042764,1.4164685370992223,17.12237042948341,6.1184566195009396,0.1633753925561905,8,seed8/heterogeneity_pressure/episode4/step28/unit2/action3,heterogeneity_pressure,8,test,seed8/heterogeneity_pressure/episode4/step28,2
4,target,0.41083721355125247,-44.25516128540039,-25.132131799932516,5.3756668840064386,15.204682028323644,-0.35,10.0219024045936,7.7616157623667865,0.11392553895711899,8,seed8/heterogeneity_pressure/episode4/step28/unit2/action4,heterogeneity_pressure,8,test,seed8/heterogeneity_pressure/episode4/step28,2
5,noop,0.0,-44.25516128540039,-35.15403420452611,3.7347264620160314,10.563401628673516,-0.1,0.0,0.0,0.7226990461349487,8,seed8/heterogeneity_pressure/episode4/step28/unit2/action5,heterogeneity_pressure,8,test,seed8/heterogeneity_pressure/episode4/step28,2
5,noop,0.0,4.426466464996338,2.151778654733148,1.121393033022575,3.171778472102451,-0.13124999999999998,0.0,0.0,1.0,8,seed8/heterogeneity_pressure/episode8/step41/unit0/action5,heterogeneity_pressure,8,test,seed8/heterogeneity_pressure/episode8/step41,0
5,noop,0.0,4.426466464996338,0.43488876701108015,0.9227740631870222,2.6099991903304285,-0.16249999999999998,0.0,0.0,1.0,8,seed8/heterogeneity_pressure/episode8/step41/unit1/action5,heterogeneity_pressure,8,test,seed8/heterogeneity_pressure/episode8/step41,1
0,target,1.0,4.426466464996338,-0.22265612258669232,0.8031514975934149,2.271655481073739,0.41719741809390193,0.015471626275837952,0.02695092034968105,0.3199892044067383,8,seed8/heterogeneity_pressure/episode8/step41/unit2/action0,heterogeneity_pressure,8,test,seed8/heterogeneity_pressure/episode8/step41,2
5,noop,0.0,4.426466464996338,-0.2381277488625302,0.7763944441806497,2.1959751054227916,-0.1,0.0,0.0,0.6800107955932617,8,seed8/heterogeneity_pressure/episode8/step41/unit2/action5,heterogeneity_pressure,8,test,seed8/heterogeneity_pressure/episode8/step41,2
5,noop,0.0,-20.031503677368164,-0.5409275,0.07528534352195483,0.21293910771333194,-0.22499999999999998,0.0,0.0,1.0,8,seed8/heterogeneity_pressure/episode5/step47/unit0/action5,heterogeneity_pressure,8,train,seed8/heterogeneity_pressure/episode5/step47,0
