epoch,train_loss,train_seed,validation_mae,variant
12,0.3015408019224803,15,13.255353927612305,full
13,0.31984202067057294,15,14.312625885009766,full
14,0.31130046397447586,15,14.952486038208008,full
15,0.31341810524463654,15,15.666983604431152,full
16,0.28510166456302005,15,15.702796936035156,full
17,0.2910073598225911,15,16.390336990356445,full
18,0.2844215954343478,15,16.211580276489258,full
19,0.2965538874268532,15,14.825957298278809,full
20,0.312463457385699,15,13.92846965789795,full
21,0.257032868762811,15,13.925944328308105,full
22,0.27184449632962543,15,13.946490287780762,full
23,0.25230862696965534,15,13.924070358276367,full
24,0.22296286622683206,15,14.3268461227417,full
25,0.21997665613889694,15,15.048506736755371,full
26,0.23233107725779215,15,15.179319381713867,full
27,0.2241844485203425,15,14.777629852294922,full
28,0.20632342745860419,15,15.119562149047852,full
29,0.20668866982062659,15,15.400569915771484,full
30,0.199043241639932,15,15.839885711669922,full
31,0.19614906733234724,15,15.241929054260254,full
32,0.19461538890997568,15,14.894943237304688,full
33,0.18997766822576523,15,14.589752197265625,full
34,0.19322456419467926,15,14.889836311340332,full
35,0.1805420865615209,15,16.239965438842773,full
36,0.18859126170476279,15,15.231821060180664,full
37,0.1815954546133677,15,15.071077346801758,full
38,0.1702882076303164,15,14.764374732971191,full
39,0.16879279414812723,15,15.332267761230469,full
40,0.16425098602970442,15,15.051804542541504,full
41,0.17406029750903448,15,14.963225364685059,full
42,0.15708597749471664,15,16.307170867919922,full
43,0.22443470358848572,15,15.103211402893066,full
44,0.1695189674695333,15,14.863690376281738,full
45,0.1606969560186068,15,15.02768611907959,full
46,0.16049418350060782,15,18.714616775512695,full
47,0.3506264438231786,15,14.20836353302002,full
48,0.21115798503160477,15,14.052669525146484,full
49,0.26311496024330455,15,14.131582260131836,full
50,0.20986930032571158,15,13.915327072143555,full
51,0.22383001198371252,15,13.770539283752441,full
52,0.1811540424823761,15,14.265835762023926,full
0,1.0207924445470173,16,14.384784698486328,full
1,0.8205171624819437,16,13.928942680358887,full
2,0.7077774902184805,16,13.970284461975098,full
3,0.6074799100557963,16,15.00180721282959,full
4,0.5889700750509897,16,14.815786361694336,full
5,0.5312135219573975,16,15.153787612915039,full
6,0.5036271810531616,16,14.440275192260742,full
7,0.4585824062426885,16,14.83561897277832,full
8,0.5301182766755422,16,15.130999565124512,full
9,0.4374713599681854,16,14.205108642578125,full
10,0.3901665732264519,16,14.251615524291992,full
11,0.39280466238657635,16,13.742433547973633,full
12,0.34685619672139484,16,13.35825252532959,full
13,0.3393580839037895,16,13.753880500793457,full
14,0.305984099706014,16,15.006721496582031,full
15,0.30785265068213147,16,15.399496078491211,full
16,0.2744230404496193,16,14.38174819946289,full
17,0.31188225497802097,16,13.518365859985352,full
18,0.28089699894189835,16,13.986237525939941,full
19,0.2634057452281316,16,14.374375343322754,full
20,0.26144491881132126,16,14.511859893798828,full
21,0.2295388107498487,16,15.266387939453125,full
22,0.24404107530911764,16,15.816187858581543,full
23,0.24916023512681326,16,16.510866165161133,full
24,0.2329330270489057,16,15.29585075378418,full
25,0.21977528681357703,16,14.892967224121094,full
26,0.218418059249719,16,15.334016799926758,full
27,0.21376250932614008,16,15.048360824584961,full
28,0.1898198463022709,16,15.255339622497559,full
29,0.18773624300956726,16,15.119744300842285,full
30,0.17980153858661652,16,15.152721405029297,full
31,0.18574527651071548,16,15.179550170898438,full
32,0.18538919587930044,16,15.689056396484375,full
33,0.17306451747814813,16,15.480454444885254,full
34,0.16277800252040228,16,15.82833480834961,full
35,0.16679680595795313,16,14.756518363952637,full
36,0.18031799420714378,16,16.23674964904785,full
37,0.23516549294193587,16,16.334636688232422,full
38,0.1874685063958168,16,15.018513679504395,full
39,0.2294510379433632,16,14.371371269226074,full
40,0.19367842127879462,16,13.91312313079834,full
41,0.19453617185354233,16,14.933941841125488,full
42,0.1930483803153038,16,15.133240699768066,full
43,0.14934035763144493,16,15.08410358428955,full
44,0.14782528206706047,16,15.208284378051758,full
45,0.14705737059315047,16,18.05926513671875,full
46,0.21994980672995249,16,16.23003387451172,full
47,0.1406863828500112,16,15.631759643554688,full
48,0.13437536358833313,16,15.851261138916016,full
49,0.14838834727803865,16,14.869812965393066,full
50,0.1429483580092589,16,15.516712188720703,full
51,0.14809543266892433,16,15.020691871643066,full
52,0.15626005083322525,16,14.420119285583496,full
0,0.9457144240538279,14,13.752567291259766,no_prefix
1,0.738413800795873,14,14.027544975280762,no_prefix
2,0.6441900829474131,14,14.388147354125977,no_prefix
3,0.5435269276301066,14,15.048627853393555,no_prefix
4,0.4790457934141159,14,14.672462463378906,no_prefix
5,0.40886806945006055,14,14.263504981994629,no_prefix
6,0.432341789205869,14,13.615281105041504,no_prefix
7,0.40359210471312207,14,13.572487831115723,no_prefix
8,0.38467734058698017,14,13.307243347167969,no_prefix
9,0.3159974118073781,14,14.033158302307129,no_prefix
10,0.36085182925065357,14,14.587833404541016,no_prefix
11,0.31738509734471637,14,15.25806999206543,no_prefix
12,0.3753110145529111,14,15.224172592163086,no_prefix
13,0.2931873177488645,14,14.479992866516113,no_prefix
14,0.2694685459136963,14,14.443499565124512,no_prefix
15,0.2624601945281029,14,14.01882266998291,no_prefix
16,0.24769738564888635,14,13.91189193725586,no_prefix
17,0.25217773765325546,14,15.018461227416992,no_prefix
18,0.2355611970027288,14,14.06242561340332,no_prefix
19,0.24661939342816672,14,14.258827209472656,no_prefix
20,0.2761831854780515,14,15.430624008178711,no_prefix
21,0.2618579640984535,14,16.267385482788086,no_prefix
22,0.3113018199801445,14,15.362923622131348,no_prefix
23,0.28863348811864853,14,13.17719554901123,no_prefix
24,0.24895930041869482,14,13.570926666259766,no_prefix
25,0.27522261440753937,14,14.911993980407715,no_prefix
26,0.5244161958495775,14,18.57467269897461,no_prefix
27,0.38134098052978516,14,13.277932167053223,no_prefix
28,0.2908787230650584,14,13.434978485107422,no_prefix
29,0.264137864112854,14,13.477947235107422,no_prefix
30,0.2622792050242424,14,13.255135536193848,no_prefix
31,0.24622550110022226,14,13.543478012084961,no_prefix
32,0.20737582445144653,14,14.828779220581055,no_prefix
33,0.190554050107797,14,16.012577056884766,no_prefix
34,0.23158052066961923,14,15.42076587677002,no_prefix
35,0.21472650269667307,14,14.716656684875488,no_prefix
36,0.2256004959344864,14,13.541939735412598,no_prefix
37,0.20813085759679475,14,14.323262214660645,no_prefix
38,0.1725128119190534,14,14.537561416625977,no_prefix
39,0.1991265888015429,14,14.858278274536133,no_prefix
40,0.17988565067450205,14,13.682117462158203,no_prefix
41,0.1792620544632276,14,13.692761421203613,no_prefix
42,0.20771790047486624,14,13.643731117248535,no_prefix
43,0.18214229370156923,14,13.55608081817627,no_prefix
44,0.2370934635400772,14,13.948471069335938,no_prefix
45,0.1909695751965046,14,13.678890228271484,no_prefix
46,0.17130822936693826,14,14.081400871276855,no_prefix
47,0.14847273007035255,14,14.297167778015137,no_prefix
48,0.14095807323853174,14,14.083271026611328,no_prefix
49,0.14185152699549994,14,14.218195915222168,no_prefix
50,0.15824829041957855,14,13.977375984191895,no_prefix
51,0.1555903529127439,14,13.537739753723145,no_prefix
52,0.1477309688925743,14,13.524823188781738,no_prefix
53,0.16030756632486978,14,13.454703330993652,no_prefix
54,0.20135470231374106,14,13.49472713470459,no_prefix
55,0.20436656226714453,14,14.219131469726562,no_prefix
56,0.17601153751214346,14,13.81032943725586,no_prefix
57,0.13989100232720375,14,14.106853485107422,no_prefix
58,0.15834678461154303,14,14.194400787353516,no_prefix
59,0.1455882415175438,14,14.224210739135742,no_prefix
60,0.14222842703262964,14,14.546727180480957,no_prefix
61,0.16475762923558554,14,15.861990928649902,no_prefix
62,0.16738288228710493,14,16.591670989990234,no_prefix
63,0.21443186700344086,14,13.45084285736084,no_prefix
0,0.9564523150523504,15,14.019030570983887,no_prefix
1,0.8380969067414602,15,14.047431945800781,no_prefix
2,0.7188571790854136,15,14.10362720489502,no_prefix
3,0.5271350666880608,15,15.27035903930664,no_prefix
4,0.49946215003728867,15,15.861473083496094,no_prefix
5,0.49938692649205524,15,14.35642147064209,no_prefix
6,0.43446603417396545,15,14.647317886352539,no_prefix
7,0.43467696011066437,15,14.033920288085938,no_prefix
8,0.35854223867257434,15,14.07210636138916,no_prefix
9,0.3787924846013387,15,14.820788383483887,no_prefix
10,0.34218064198891324,15,15.3399658203125,no_prefix
11,0.35908345878124237,15,14.854294776916504,no_prefix
12,0.29877206186453503,15,14.317509651184082,no_prefix
13,0.31526362895965576,15,15.125714302062988,no_prefix
14,0.30142585436503094,15,15.359999656677246,no_prefix
15,0.29474003861347836,15,15.723639488220215,no_prefix
16,0.2661396414041519,15,15.593628883361816,no_prefix
17,0.2531961724162102,15,16.208831787109375,no_prefix
18,0.24760088076194128,15,16.03181266784668,no_prefix
19,0.25366440912087757,15,15.022425651550293,no_prefix
20,0.2110916996995608,15,16.723936080932617,no_prefix
21,0.23028924067815146,15,15.230819702148438,no_prefix
22,0.21389141430457434,15,16.50864028930664,no_prefix
23,0.20356127371390662,15,16.351354598999023,no_prefix
24,0.2068823054432869,15,15.055676460266113,no_prefix
25,0.20548131813605627,15,15.148236274719238,no_prefix
26,0.20141047487656275,15,15.052059173583984,no_prefix
27,0.20804495364427567,15,15.007680892944336,no_prefix
28,0.20490868389606476,15,16.129886627197266,no_prefix
29,0.19075268507003784,15,16.87224578857422,no_prefix
30,0.2000347301363945,15,15.369149208068848,no_prefix
31,0.2386784516274929,15,15.604462623596191,no_prefix
32,0.24798804024855295,15,17.12193489074707,no_prefix
33,0.2088685929775238,15,15.497690200805664,no_prefix
34,0.18620281418164572,15,14.796401023864746,no_prefix
35,0.18064786245425543,15,14.815475463867188,no_prefix
36,0.1583691897491614,15,14.517720222473145,no_prefix
37,0.2058437615633011,15,14.473464965820312,no_prefix
38,0.16363744934399924,15,14.36107349395752,no_prefix
39,0.1805727705359459,15,14.78939151763916,no_prefix
40,0.2208142230908076,15,14.736252784729004,no_prefix
0,1.012328525384267,16,14.098857879638672,no_prefix
1,0.8266478429238001,16,14.497246742248535,no_prefix
2,0.7161606649557749,16,14.628121376037598,no_prefix
3,0.5771280725797018,16,14.828510284423828,no_prefix
4,0.558973362048467,16,14.896886825561523,no_prefix
5,0.5077892343203226,16,14.88852310180664,no_prefix
6,0.45737571517626446,16,14.541080474853516,no_prefix
7,0.40405960381031036,16,14.873665809631348,no_prefix
8,0.45133895178635913,16,14.49937629699707,no_prefix
9,0.41685939331849414,16,13.977753639221191,no_prefix
10,0.394981121023496,16,13.850726127624512,no_prefix
11,0.34239569306373596,16,14.313721656799316,no_prefix
12,0.32551256318887073,16,13.643115043640137,no_prefix
13,0.310482993721962,16,13.781628608703613,no_prefix
14,0.2740742340683937,16,14.169991493225098,no_prefix
15,0.2708281601468722,16,14.44486141204834,no_prefix
16,0.249752938747406,16,14.579604148864746,no_prefix
17,0.2790010670820872,16,15.00278377532959,no_prefix
18,0.2801203752557437,16,16.101852416992188,no_prefix
19,0.24800490836302438,16,16.389728546142578,no_prefix
20,0.26476163417100906,16,16.527549743652344,no_prefix
21,0.2597791974743207,16,16.19820213317871,no_prefix
22,0.2550305376450221,16,16.44832420349121,no_prefix
23,0.2788919707139333,16,17.087093353271484,no_prefix
24,0.24956657364964485,16,15.942619323730469,no_prefix
25,0.2452183191974958,16,15.033317565917969,no_prefix
26,0.22669466336568198,16,16.257946014404297,no_prefix
27,0.21358541895945868,16,16.14226531982422,no_prefix
28,0.21424985552827516,16,15.956148147583008,no_prefix
29,0.21401676535606384,16,15.363733291625977,no_prefix
30,0.18111533919970194,16,14.92671012878418,no_prefix
31,0.1892458274960518,16,14.67878532409668,no_prefix
32,0.18387820074955621,16,14.714385032653809,no_prefix
33,0.17261930058399835,16,14.9392671585083,no_prefix
34,0.16778936112920442,16,15.346229553222656,no_prefix
35,0.16144507626692453,16,14.957226753234863,no_prefix
36,0.15373031546672186,16,15.277620315551758,no_prefix
37,0.21496355285247168,16,14.8832368850708,no_prefix
38,0.16429413855075836,16,14.649867057800293,no_prefix
39,0.16362943376104036,16,14.272656440734863,no_prefix
40,0.20875797296563783,16,14.366954803466797,no_prefix
41,0.2026609480381012,16,14.686822891235352,no_prefix
42,0.19074564799666405,16,14.748204231262207,no_prefix
43,0.1503610834479332,16,14.816410064697266,no_prefix
44,0.14620147397120795,16,14.762042999267578,no_prefix
45,0.14542101447780928,16,16.95557975769043,no_prefix
46,0.2162872925400734,16,15.704022407531738,no_prefix
47,0.15280756105979285,16,15.295955657958984,no_prefix
48,0.13974765812357268,16,15.250845909118652,no_prefix
49,0.1517018862068653,16,14.398219108581543,no_prefix
50,0.14754277716080347,16,14.906575202941895,no_prefix
51,0.15692423035701117,16,14.809568405151367,no_prefix
52,0.15901875185469785,16,14.35146713256836,no_prefix
0,0.9804022908210754,14,13.977273941040039,no_mask
1,0.7840707898139954,14,14.069357872009277,no_mask
2,0.7076518634955088,14,14.652044296264648,no_mask
3,0.5529201030731201,14,14.91390323638916,no_mask
4,0.4887334654728572,14,14.381086349487305,no_mask
5,0.4322088062763214,14,14.516133308410645,no_mask
6,0.4840063005685806,14,13.516170501708984,no_mask
7,0.43298616508642834,14,13.202425003051758,no_mask
8,0.41722965985536575,14,12.959480285644531,no_mask
9,0.3359643320242564,14,13.173885345458984,no_mask
10,0.36640965938568115,14,13.92333984375,no_mask
11,0.31332000841697055,14,14.627964973449707,no_mask
12,0.3514089236656825,14,13.852554321289062,no_mask
13,0.28828181078036624,14,14.024677276611328,no_mask
14,0.26287899414698285,14,14.172499656677246,no_mask
15,0.2486876075466474,14,14.549481391906738,no_mask
16,0.24130162596702576,14,15.14146614074707,no_mask
17,0.23517281313737234,14,16.72230339050293,no_mask
18,0.2899789785345395,14,15.402353286743164,no_mask
19,0.24383016179005304,14,15.395052909851074,no_mask
20,0.2539315049846967,14,15.747756004333496,no_mask
21,0.22677675634622574,14,15.243776321411133,no_mask
22,0.22112681219975153,14,16.26793098449707,no_mask
23,0.25640438000361127,14,15.093764305114746,no_mask
24,0.21063093841075897,14,15.08095645904541,no_mask
25,0.22959739714860916,14,16.408763885498047,no_mask
26,0.36469515164693195,14,15.112335205078125,no_mask
27,0.24974853048721948,14,14.59128189086914,no_mask
28,0.28860077758630115,14,14.830324172973633,no_mask
29,0.24400072048107782,14,14.411587715148926,no_mask
30,0.25241872171560925,14,14.809603691101074,no_mask
31,0.3800196126103401,14,15.752010345458984,no_mask
32,0.2591395452618599,14,17.865617752075195,no_mask
33,0.409835788110892,14,14.689730644226074,no_mask
34,0.2343360980351766,14,14.19506549835205,no_mask
35,0.1810543288787206,14,14.766204833984375,no_mask
36,0.23362633461753526,14,14.547409057617188,no_mask
37,0.1856160188714663,14,15.256563186645508,no_mask
38,0.18541975071032843,14,15.223953247070312,no_mask
39,0.20197678357362747,14,15.540559768676758,no_mask
40,0.18807589262723923,14,15.007494926452637,no_mask
41,0.18029243995745978,14,15.051584243774414,no_mask
42,0.21141666422287622,14,15.042638778686523,no_mask
43,0.18810497472683588,14,14.925374984741211,no_mask
44,0.20438818633556366,14,15.130291938781738,no_mask
45,0.3849556545416514,14,17.338712692260742,no_mask
46,0.20779282848040262,14,16.734466552734375,no_mask
47,0.22361835340658823,14,15.125372886657715,no_mask
48,0.22205331921577454,14,14.494614601135254,no_mask
0,0.903832788268725,15,14.079815864562988,no_mask
1,0.811981608470281,15,14.144220352172852,no_mask
2,0.6475747426350912,15,14.075798988342285,no_mask
3,0.5112296491861343,15,14.931144714355469,no_mask
4,0.49826349318027496,15,15.065394401550293,no_mask
5,0.4904387543598811,15,14.25308609008789,no_mask
6,0.454034020503362,15,14.435144424438477,no_mask
7,0.43504367272059125,15,13.67609977722168,no_mask
8,0.3488175148765246,15,13.576737403869629,no_mask
9,0.3856470510363579,15,14.334615707397461,no_mask
10,0.35711662222941715,15,14.99137020111084,no_mask
11,0.3722462405761083,15,13.911888122558594,no_mask
12,0.2958330238858859,15,13.374860763549805,no_mask
13,0.306036077439785,15,13.727937698364258,no_mask
14,0.29174936562776566,15,14.476511001586914,no_mask
15,0.29286157588164013,15,14.841275215148926,no_mask
16,0.2644644578297933,15,14.71884822845459,no_mask
17,0.24838572988907495,15,15.124692916870117,no_mask
18,0.2537635440627734,15,14.975088119506836,no_mask
19,0.23164649307727814,15,14.437713623046875,no_mask
20,0.21735452860593796,15,15.968584060668945,no_mask
21,0.22461757312218347,15,15.257055282592773,no_mask
22,0.1996938164035479,15,15.827558517456055,no_mask
23,0.20151351888974509,15,15.548054695129395,no_mask
24,0.19752423465251923,15,14.948356628417969,no_mask
25,0.19967169562975565,15,15.4395112991333,no_mask
26,0.2112488622466723,15,15.150897026062012,no_mask
27,0.22353585064411163,15,14.928189277648926,no_mask
28,0.23155399411916733,15,14.991495132446289,no_mask
29,0.20304328203201294,15,16.709056854248047,no_mask
30,0.22031281143426895,15,17.055830001831055,no_mask
31,0.20429032544294992,15,15.508583068847656,no_mask
32,0.1865838865439097,15,14.75928020477295,no_mask
33,0.18840564042329788,15,14.535018920898438,no_mask
34,0.1867432395617167,15,14.82311725616455,no_mask
35,0.16770372788111368,15,16.565797805786133,no_mask
36,0.18854897965987524,15,15.258766174316406,no_mask
37,0.1745829631884893,15,15.476150512695312,no_mask
38,0.17459085707863173,15,15.148619651794434,no_mask
39,0.1555842955907186,15,14.944134712219238,no_mask
40,0.16576493407289186,15,14.596637725830078,no_mask
41,0.169342373808225,15,14.706718444824219,no_mask
42,0.15284130349755287,15,16.431671142578125,no_mask
43,0.23181142657995224,15,15.200237274169922,no_mask
44,0.17458795011043549,15,14.7141695022583,no_mask
45,0.17123283073306084,15,14.926254272460938,no_mask
46,0.1545829897125562,15,18.391740798950195,no_mask
47,0.2929735593497753,15,15.23033332824707,no_mask
48,0.1923693592349688,15,15.166421890258789,no_mask
49,0.18435145914554596,15,14.958730697631836,no_mask
50,0.1423855908215046,15,14.613606452941895,no_mask
51,0.18849465250968933,15,14.544496536254883,no_mask
52,0.13781721393267313,15,14.962705612182617,no_mask
0,1.0329567392667134,16,14.522868156433105,no_mask
1,0.819177657365799,16,14.191640853881836,no_mask
2,0.7043570081392924,16,14.370610237121582,no_mask
3,0.6174140920241674,16,15.411588668823242,no_mask
4,0.5956255396207174,16,14.876516342163086,no_mask
5,0.538013423482577,16,15.088638305664062,no_mask
6,0.5014883577823639,16,14.328038215637207,no_mask
7,0.45779651900132495,16,14.848523139953613,no_mask
8,0.5790769209464391,16,15.183747291564941,no_mask
9,0.46848047773043316,16,13.800311088562012,no_mask
10,0.4078029344479243,16,13.63405704498291,no_mask
11,0.40956732630729675,16,13.088846206665039,no_mask
12,0.3637117346127828,16,13.152209281921387,no_mask
13,0.3619961639245351,16,13.30473518371582,no_mask
14,0.3280404557784398,16,14.58132266998291,no_mask
15,0.3370501324534416,16,14.12740421295166,no_mask
16,0.2983154207468033,16,13.215984344482422,no_mask
17,0.3238992715875308,16,13.110286712646484,no_mask
18,0.2928545301159223,16,13.216814994812012,no_mask
19,0.2681220347682635,16,13.78950309753418,no_mask
20,0.2736097772916158,16,14.146672248840332,no_mask
21,0.2382451817393303,16,14.964677810668945,no_mask
22,0.2718902677297592,16,15.61536693572998,no_mask
23,0.2814098869760831,16,15.934814453125,no_mask
24,0.24084572618206343,16,15.106460571289062,no_mask
25,0.24941026171048483,16,14.598084449768066,no_mask
26,0.23406667013963064,16,16.096670150756836,no_mask
27,0.22959990551074347,16,15.84411907196045,no_mask
28,0.2276046002904574,16,15.826300621032715,no_mask
29,0.21924973279237747,16,14.978214263916016,no_mask
30,0.19922803590695062,16,14.834585189819336,no_mask
31,0.2082120180130005,16,14.603236198425293,no_mask
32,0.19406831761201224,16,14.465543746948242,no_mask
33,0.19650046775738397,16,14.647119522094727,no_mask
34,0.1872271845738093,16,15.4592866897583,no_mask
35,0.18152103324731192,16,14.799758911132812,no_mask
36,0.17373102034131685,16,15.121809005737305,no_mask
37,0.22803065553307533,16,14.64057445526123,no_mask
38,0.1805476893981298,16,14.485118865966797,no_mask
39,0.17844675108790398,16,14.048954963684082,no_mask
40,0.19225794449448586,16,14.215123176574707,no_mask
41,0.2231877346833547,16,14.471755027770996,no_mask
42,0.2515692089994748,16,14.2323637008667,no_mask
43,0.1849006066719691,16,14.353937149047852,no_mask
44,0.18085154642661413,16,14.35488224029541,no_mask
45,0.19402560343345007,16,14.823921203613281,no_mask
46,0.1754409639785687,16,14.587761878967285,no_mask
47,0.14777832105755806,16,14.261961936950684,no_mask
48,0.14962500954667726,16,14.599353790283203,no_mask
49,0.15774349123239517,16,14.235695838928223,no_mask
50,0.1505443143347899,16,14.71747875213623,no_mask
51,0.1568560798962911,16,14.260353088378906,no_mask
0,0.9713652034600576,14,14.083639144897461,observation_action_only
1,0.791902889808019,14,13.791359901428223,observation_action_only
2,0.7114122211933136,14,14.68596363067627,observation_action_only
3,0.5557796607414881,14,14.621341705322266,observation_action_only
4,0.5123986701170603,14,14.205526351928711,observation_action_only
5,0.4664088735977809,14,14.548964500427246,observation_action_only
6,0.5274735540151596,14,13.699625968933105,observation_action_only
7,0.45953266819318134,14,13.393868446350098,observation_action_only
8,0.44555607934792835,14,12.942730903625488,observation_action_only
9,0.39239950974782306,14,13.622549057006836,observation_action_only
10,0.45125657816727954,14,13.075054168701172,observation_action_only
11,0.33882805705070496,14,13.213345527648926,observation_action_only
12,0.33758196234703064,14,13.539085388183594,observation_action_only
13,0.3526165584723155,14,13.411934852600098,observation_action_only
14,0.2929435695211093,14,13.514924049377441,observation_action_only
15,0.2798349509636561,14,13.766050338745117,observation_action_only
16,0.28983310610055923,14,13.846208572387695,observation_action_only
17,0.26763299355904263,14,14.190947532653809,observation_action_only
18,0.2417313481370608,14,13.972803115844727,observation_action_only
19,0.2678020919362704,14,14.544055938720703,observation_action_only
20,0.2744187042117119,14,15.435043334960938,observation_action_only
21,0.26044327517350513,14,16.992860794067383,observation_action_only
22,0.3479118545850118,14,15.474143028259277,observation_action_only
23,0.3485092868407567,14,13.739489555358887,observation_action_only
24,0.2947954411307971,14,14.030089378356934,observation_action_only
25,0.37504079937934875,14,14.582601547241211,observation_action_only
26,0.24055759608745575,14,15.264223098754883,observation_action_only
27,0.2583329180876414,14,15.227335929870605,observation_action_only
28,0.2522398034731547,14,15.638534545898438,observation_action_only
29,0.230782650411129,14,15.244258880615234,observation_action_only
30,0.23733794689178467,14,14.267189025878906,observation_action_only
31,0.22838356594244638,14,14.402397155761719,observation_action_only
32,0.25845122585693997,14,15.008466720581055,observation_action_only
33,0.19653292248646417,14,15.937225341796875,observation_action_only
34,0.21855445951223373,14,17.08728790283203,observation_action_only
35,0.23200755566358566,14,16.99909782409668,observation_action_only
36,0.26134006182352704,14,14.532193183898926,observation_action_only
37,0.2020029971996943,14,15.844507217407227,observation_action_only
38,0.19545824329058328,14,15.710897445678711,observation_action_only
39,0.23135695606470108,14,15.020137786865234,observation_action_only
40,0.2144195338090261,14,14.461549758911133,observation_action_only
41,0.20985913773377737,14,14.564229011535645,observation_action_only
42,0.22933499266703924,14,14.340269088745117,observation_action_only
43,0.19410423934459686,14,14.535686492919922,observation_action_only
44,0.21798733870188394,14,14.833138465881348,observation_action_only
45,0.20591296503941217,14,14.654672622680664,observation_action_only
46,0.18586731453736624,14,15.020212173461914,observation_action_only
47,0.16998659819364548,14,14.993229866027832,observation_action_only
48,0.17158357053995132,14,14.830972671508789,observation_action_only
0,0.9378592719634374,15,13.796006202697754,observation_action_only
1,0.8249196509520212,15,14.305987358093262,observation_action_only
2,0.7205314139525095,15,13.873089790344238,observation_action_only
3,0.5403758237759272,15,15.003349304199219,observation_action_only
4,0.5297201176484426,15,15.21336555480957,observation_action_only
5,0.5240189184745153,15,14.459538459777832,observation_action_only
6,0.5296666969855627,15,14.347077369689941,observation_action_only
7,0.43330925703048706,15,14.172944068908691,observation_action_only
8,0.40078242619832355,15,13.994966506958008,observation_action_only
9,0.4599831203619639,15,13.667234420776367,observation_action_only
10,0.3742947230736415,15,13.42489242553711,observation_action_only
11,0.36751334369182587,15,13.49228286743164,observation_action_only
12,0.3213326632976532,15,13.333507537841797,observation_action_only
13,0.33231058965126675,15,13.98231315612793,observation_action_only
14,0.32809709509213764,15,14.560688972473145,observation_action_only
15,0.3348533858855565,15,15.90186595916748,observation_action_only
16,0.31621519724527997,15,16.523757934570312,observation_action_only
17,0.355451263487339,15,16.08859634399414,observation_action_only
18,0.35997841755549115,15,14.290467262268066,observation_action_only
19,0.2985451817512512,15,14.26439380645752,observation_action_only
20,0.2876056755582492,15,14.592926979064941,observation_action_only
21,0.2381820554534594,15,14.93728256225586,observation_action_only
22,0.2497950221101443,15,15.749541282653809,observation_action_only
23,0.23678447554508844,15,15.9712495803833,observation_action_only
24,0.23142312715450922,15,16.262250900268555,observation_action_only
25,0.23033788055181503,15,16.250017166137695,observation_action_only
26,0.2506956731279691,15,16.632993698120117,observation_action_only
